Orthogroup	Uloborus_diversus	Drosophila_melanogaster
OG0000396	GJZJ01013671.1.p1, GJZJ01237978.1.p2, GJZJ01018079.1.p2, jg19889.t1.p1	FBpp0085249
OG0000398	GJZJ01156710.1.p1	FBpp0077871
OG0000398	GJZJ01148789.1.p1, jg14533.t1.p1	FBpp0071536
OG0000399	jg24892.t1.p1, GJZJ01154066.1.p1, GJZJ01144251.1.p1, GJZJ01094616.1.p1, GJZJ01134226.1.p1	FBpp0073682
OG0000400	jg10087.t1.p1, GJZJ01272994.1.p1, GJZJ01028519.1.p1, jg6614.t2.p1, jg6614.t1.p1, GJZJ01064283.1.p1, jg10089.t1.p1, GJZJ01121841.1.p1	FBpp0309966, FBpp0072045
OG0000401	GJZJ01079966.1.p1, GJZJ01161061.1.p1, jg22404.t2.p1, jg31029.t1.p1, jg31026.t1.p1, GJZJ01003455.1.p1, jg22407.t1.p1	FBpp0072078
OG0000403	jg35189.t1.p1, GJZJ01152932.1.p1, jg35630.t1.p1	FBpp0082118
OG0000403	GJZJ01231522.1.p1, jg19458.t1.p1, jg2372.t1.p1, GJZJ01153945.1.p1	FBpp0080509
OG0000406	jg12040.t1.p1, GJZJ01029522.1.p1, jg25447.t1.p1, GJZJ01132425.1.p1, GJZJ01038912.1.p1, jg44257.t1.p1, jg27392.t1.p1, GJZJ01029230.1.p1, GJZJ01150093.1.p1	FBpp0305423, FBpp0293373, FBpp0293376
OG0000407	jg32822.t1.p1, jg32819.t1.p1, GJZJ01047851.1.p1, GJZJ01141159.1.p1, jg32820.t2.p1, jg32821.t2.p1, jg19321.t1.p1, GJZJ01197850.1.p1, GJZJ01162413.1.p1, jg19319.t1.p1	FBpp0291862
OG0000408	jg41369.t1.p1, jg41359.t1.p1	FBpp0291798
OG0000408	jg41370.t1.p1, GJZJ01071830.1.p1, jg26478.t1.p1	FBpp0099868
OG0000409	jg17155.t1.p1, GJZJ01112744.1.p1, GJZJ01191722.1.p1	FBpp0086532, FBpp0082239, FBpp0290373, FBpp0077205, FBpp0077854, FBpp0289157, FBpp0079683, FBpp0304062, FBpp0079684, FBpp0079693
OG0000410	jg18863.t1.p1, GJZJ01082738.1.p1, jg18862.t1.p1, GJZJ01172719.1.p1, jg5621.t1.p1, GJZJ01020396.1.p1, GJZJ01178261.1.p1	FBpp0300997, FBpp0290637, FBpp0085470, FBpp0300998, FBpp0300999, FBpp0290635
OG0000411	jg37262.t1.p1, jg37245.t1.p1, jg37250.t1.p1, GJZJ01264257.1.p1, jg37259.t1.p1, GJZJ01023757.1.p1, jg33116.t1.p1, GJZJ01017871.1.p1, GJZJ01075927.1.p1, GJZJ01114237.1.p1, GJZJ01037425.1.p1	FBpp0099733, FBpp0080131, FBpp0072325, FBpp0087745, FBpp0080129, FBpp0079297
OG0000412	GJZJ01049234.1.p1, GJZJ01057948.1.p1, GJZJ01187863.1.p1, GJZJ01060118.1.p1, jg34075.t1.p1, GJZJ01174970.1.p1, GJZJ01265562.1.p1, jg22415.t1.p1	FBpp0111714
OG0000414	GJZJ01008758.1.p1, jg32086.t1.p1, GJZJ01168073.1.p1, GJZJ01278096.1.p1, jg19216.t1.p1	FBpp0072101
OG0000415	GJZJ01233326.1.p1, jg10894.t1.p1	FBpp0076274, FBpp0076248, FBpp0076249
OG0000418	GJZJ01109847.1.p1, GJZJ01146519.1.p1, jg38370.t1.p1, jg29279.t1.p1, GJZJ01071532.1.p1, jg29283.t1.p1	FBpp0076437, FBpp0300973
OG0000419	jg26280.t2.p1, GJZJ01219627.1.p1, GJZJ01053644.1.p1, jg7978.t2.p1, jg7978.t1.p1	FBpp0082555
OG0000420	jg7217.t1.p1, jg12149.t2.p1, GJZJ01140002.1.p1, jg7215.t1.p1, GJZJ01140230.1.p1	FBpp0085697, FBpp0085696, FBpp0290494, FBpp0085694
OG0000421	GJZJ01235651.1.p1, jg20190.t1.p1, GJZJ01262107.1.p1, GJZJ01190854.1.p1	FBpp0305221, FBpp0305222, FBpp0301564
OG0000422	GJZJ01184368.1.p1, GJZJ01010852.1.p1, GJZJ01125387.1.p1	FBpp0086820
OG0000423	GJZJ01161093.1.p1, GJZJ01050192.1.p1, GJZJ01215312.1.p1, GJZJ01133099.1.p1, GJZJ01035923.1.p1	FBpp0089366
OG0000423	GJZJ01045657.1.p2, GJZJ01045657.1.p1, GJZJ01045657.1.p3	FBpp0076871
OG0000424	GJZJ01147688.1.p1, GJZJ01275770.1.p1, GJZJ01078642.1.p1, GJZJ01160749.1.p1	FBpp0307467, FBpp0289280
OG0000426	GJZJ01193761.1.p1, jg8722.t1.p1, GJZJ01212049.1.p1, GJZJ01103396.1.p1, jg30072.t1.p1, GJZJ01268957.1.p1	FBpp0292538
OG0000427	GJZJ01090681.1.p1, GJZJ01149566.1.p1, GJZJ01261129.1.p1, jg29570.t1.p1, GJZJ01052111.1.p1, jg8688.t2.p1, GJZJ01048849.1.p1, jg8687.t1.p1, jg8690.t1.p1	FBpp0297081
OG0000428	jg43729.t2.p1, GJZJ01145517.1.p1, jg43725.t1.p1, GJZJ01166188.1.p1, jg43729.t1.p1, GJZJ01211796.1.p1, jg13569.t3.p1	FBpp0293409
OG0000431	jg13814.t1.p1, jg43001.t1.p1, GJZJ01203675.1.p1	FBpp0099816
OG0000431	GJZJ01050622.1.p1, jg6642.t1.p1, jg23814.t1.p1	FBpp0307879
OG0000432	jg6482.t1.p1, jg19491.t1.p1, GJZJ01129531.1.p1, GJZJ01186869.1.p1	FBpp0290669, FBpp0110411
OG0000433	GJZJ01127909.1.p1, GJZJ01189105.1.p1, jg6012.t1.p1, GJZJ01137282.1.p1	FBpp0291394, FBpp0306908, FBpp0293684, FBpp0306907
OG0000434	jg9683.t1.p1	FBpp0312366
OG0000434	jg11742.t1.p1, GJZJ01037325.1.p1, GJZJ01238852.1.p1, GJZJ01037325.1.p2, GJZJ01178923.1.p2, GJZJ01090609.1.p1	FBpp0073215, FBpp0304991
OG0000436	GJZJ01162339.1.p1, jg28051.t1.p1, GJZJ01067658.1.p1, GJZJ01067658.1.p2, jg14187.t1.p1, GJZJ01221286.1.p1, GJZJ01097449.1.p1	FBpp0070607, FBpp0070608
OG0000438	jg34689.t1.p1, GJZJ01114212.1.p1, GJZJ01250012.1.p1, jg5993.t1.p1, GJZJ01088110.1.p1	FBpp0077828
OG0000440	jg36989.t1.p1	FBpp0086768, FBpp0309022
OG0000440	GJZJ01049508.1.p1, jg28814.t1.p1, jg22866.t1.p1, jg22867.t1.p1, GJZJ01257491.1.p1, GJZJ01201872.1.p1, jg34384.t1.p1, GJZJ01235474.1.p1	FBpp0303609, FBpp0077926
OG0000441	jg30765.t1.p1, GJZJ01205774.1.p1	FBpp0304028
OG0000442	GJZJ01084303.1.p1, GJZJ01122872.1.p1, jg29735.t1.p1, GJZJ01015045.1.p1, jg31434.t1.p1, GJZJ01215617.1.p1, GJZJ01193820.1.p1	FBpp0099783, FBpp0074569
OG0000444	GJZJ01222934.1.p1, jg6149.t1.p1, GJZJ01098970.1.p1	FBpp0084534, FBpp0311293
OG0000445	jg44332.t1.p1	FBpp0070837
OG0000445	GJZJ01202505.1.p1	FBpp0083345
OG0000445	jg20387.t1.p1, GJZJ01148046.1.p1	FBpp0070000
OG0000446	jg26699.t1.p1, GJZJ01110386.1.p2, GJZJ01110386.1.p1, jg13773.t1.p1, GJZJ01152963.1.p1, GJZJ01091105.1.p1, jg13771.t1.p1, jg13771.t3.p1, GJZJ01241884.1.p1, GJZJ01243753.1.p1, GJZJ01171554.1.p1	FBpp0307781, FBpp0307778
OG0000448	GJZJ01154389.1.p1, jg7293.t1.p1, GJZJ01172082.1.p1	FBpp0086689
OG0000449	jg30700.t1.p1, GJZJ01017394.1.p2	FBpp0312431
OG0000449	GJZJ01172384.1.p2, GJZJ01182045.1.p1, jg24577.t1.p1, jg24576.t1.p1, GJZJ01271053.1.p1	FBpp0111554
OG0000451	jg25699.t1.p1, jg25691.t1.p1, GJZJ01042594.1.p1, GJZJ01049871.1.p2, GJZJ01006567.1.p1, jg4165.t2.p1	FBpp0080433
OG0000453	jg27606.t1.p1, GJZJ01259544.1.p1, GJZJ01096687.1.p1, GJZJ01212164.1.p1, jg15593.t1.p1, GJZJ01067100.1.p1, jg15590.t1.p1	FBpp0073511, FBpp0300332, FBpp0309352
OG0000455	GJZJ01090546.1.p1, jg9305.t1.p1, GJZJ01260139.1.p1, GJZJ01106263.1.p1, jg28339.t2.p1, GJZJ01197383.1.p1, jg28339.t1.p1	FBpp0292427, FBpp0428261
OG0000456	GJZJ01259844.1.p1, GJZJ01101166.1.p1, GJZJ01098554.1.p1	FBpp0086315, FBpp0079549
OG0000458	jg25914.t1.p1, GJZJ01185570.1.p1, GJZJ01229092.1.p1, GJZJ01227429.1.p1, jg29070.t1.p1, jg29208.t1.p1, GJZJ01010241.1.p1, jg29207.t1.p1, GJZJ01115984.1.p1	FBpp0306020, FBpp0297586, FBpp0291739
OG0000460	jg6681.t2.p1, jg6681.t1.p1, GJZJ01047910.1.p1, jg18846.t1.p1, jg18846.t2.p1	FBpp0079926, FBpp0293399
OG0000461	GJZJ01167706.1.p1	FBpp0074525
OG0000461	GJZJ01169715.1.p1, jg29185.t1.p1, jg29187.t1.p1	FBpp0300795
OG0000462	GJZJ01276044.1.p1, GJZJ01213873.1.p1, GJZJ01171622.1.p1	FBpp0083676
OG0000463	GJZJ01233880.1.p1	FBpp0309415
OG0000463	GJZJ01000682.1.p1, GJZJ01213550.1.p1, GJZJ01092933.1.p1, jg11203.t1.p1, GJZJ01057659.1.p1, jg11203.t2.p1, GJZJ01072382.1.p1, GJZJ01153608.1.p1	FBpp0423078, FBpp0083308, FBpp0310231
OG0000464	jg25554.t1.p1, GJZJ01198049.1.p1, jg13366.t1.p1, GJZJ01080534.1.p1, jg13367.t1.p1, GJZJ01215387.1.p1, jg5113.t1.p1	FBpp0085442
OG0000466	jg8164.t1.p1, GJZJ01150983.1.p1, GJZJ01210895.1.p1, GJZJ01222371.1.p1, GJZJ01094305.1.p3, GJZJ01124164.1.p1, GJZJ01252400.1.p1, GJZJ01023616.1.p2, GJZJ01017621.1.p1, jg28280.t1.p1, GJZJ01255465.1.p1	FBpp0076111
OG0000469	GJZJ01229316.1.p2, GJZJ01229316.1.p1, jg21083.t1.p1, GJZJ01042527.1.p1, jg28980.t1.p1	FBpp0303451
OG0000470	jg4377.t1.p1	FBpp0271776
OG0000470	jg34587.t1.p1, GJZJ01252569.1.p1	FBpp0072507
OG0000470	GJZJ01233212.1.p1	FBpp0074376
OG0000471	jg26193.t1.p1, GJZJ01072796.1.p1, jg26192.t1.p1, GJZJ01246528.1.p1, jg4675.t1.p1, GJZJ01104528.1.p1	FBpp0088208
OG0000474	jg23126.t1.p1, GJZJ01255565.1.p1, GJZJ01011363.1.p1	FBpp0305165
OG0000474	GJZJ01143735.1.p1, jg39024.t1.p1, GJZJ01097643.1.p1, GJZJ01261778.1.p1, GJZJ01249972.1.p1	FBpp0079542
OG0000475	GJZJ01018043.1.p2, GJZJ01018043.1.p1	FBpp0081324
OG0000475	GJZJ01048588.1.p1, GJZJ01267030.1.p1, jg34124.t1.p1	FBpp0078806
OG0000477	GJZJ01242779.1.p1, jg4463.t1.p1, GJZJ01243991.1.p1, GJZJ01120223.1.p1, GJZJ01000563.1.p1	FBpp0086192, FBpp0086191, FBpp0086194, FBpp0086193
OG0000478	GJZJ01123702.1.p1, jg9295.t1.p1, GJZJ01172118.1.p1, GJZJ01207212.1.p1	FBpp0271771
OG0000479	jg16103.t1.p1, GJZJ01123197.1.p1, GJZJ01073058.1.p1, jg30555.t1.p1, GJZJ01182778.1.p1	FBpp0310477, FBpp0292914, FBpp0310478, FBpp0292917, FBpp0310479, FBpp0292915
OG0000481	GJZJ01147601.1.p1, jg43898.t1.p1, GJZJ01242196.1.p1, jg9678.t1.p1	FBpp0072705
OG0000482	GJZJ01220960.1.p1, jg13243.t1.p1, GJZJ01238735.1.p1, jg3564.t1.p1	FBpp0075371, FBpp0112085, FBpp0076718
OG0000484	GJZJ01074516.1.p1, jg25923.t1.p1, jg25921.t1.p1, GJZJ01157684.1.p1	FBpp0428154
OG0000485	GJZJ01195632.1.p1, GJZJ01160890.1.p1, GJZJ01180400.1.p1, GJZJ01061313.1.p1, GJZJ01080521.1.p1, GJZJ01217076.1.p1, GJZJ01149136.1.p1, GJZJ01103395.1.p1, jg9163.t1.p1, jg9163.t2.p1, GJZJ01175263.1.p1, jg9164.t1.p1, GJZJ01070798.1.p4	FBpp0309948, FBpp0112375, FBpp0309952
OG0000486	jg3747.t1.p1, jg26578.t1.p1, GJZJ01134781.1.p1	FBpp0303345
OG0000487	jg26550.t1.p1, GJZJ01191391.1.p1, jg26549.t1.p1, GJZJ01066996.1.p1	FBpp0073787
OG0000488	jg27463.t1.p1, GJZJ01019859.1.p1, GJZJ01104644.1.p1, GJZJ01071850.1.p1, GJZJ01271663.1.p1	FBpp0306630, FBpp0110219, FBpp0306629, FBpp0083180, FBpp0110215
OG0000489	jg22904.t1.p1, GJZJ01246165.1.p1, GJZJ01200672.1.p1, GJZJ01141774.1.p1, GJZJ01046701.1.p1, GJZJ01273004.1.p1, jg13465.t1.p1	FBpp0428181
OG0000490	GJZJ01122210.1.p1	FBpp0083519
OG0000491	GJZJ01045874.1.p1, GJZJ01074665.1.p1	FBpp0072106
OG0000492	GJZJ01181511.1.p1	FBpp0080710
OG0000492	jg26747.t1.p1, GJZJ01131020.1.p1	FBpp0087422
OG0000492	jg36031.t1.p1, jg36028.t1.p1, jg36030.t1.p1, jg13652.t1.p1	FBpp0085475
OG0000494	jg18872.t1.p1, GJZJ01174227.1.p1, GJZJ01078957.1.p1, GJZJ01272221.1.p1, GJZJ01159324.1.p1, GJZJ01030497.1.p1, GJZJ01065355.1.p1	FBpp0076250, FBpp0076270
OG0000495	jg20610.t1.p1	FBpp0293525, FBpp0290320, FBpp0305761
OG0000495	jg44083.t3.p1, jg44083.t2.p1, GJZJ01165406.1.p1, GJZJ01177815.1.p1, jg44090.t1.p1, GJZJ01276656.1.p1	FBpp0074440, FBpp0303582, FBpp0078620
OG0000496	GJZJ01085560.1.p1, jg18587.t1.p1, GJZJ01152389.1.p1, jg36149.t1.p1, jg36149.t2.p1, jg36149.t3.p1, jg36151.t1.p1, GJZJ01174175.1.p1, GJZJ01108333.1.p1, jg36147.t1.p1	FBpp0293238, FBpp0293237, FBpp0292804, FBpp0311102
OG0000500	GJZJ01150532.1.p1, jg26083.t2.p1, jg26089.t1.p1	FBpp0290653
OG0000501	jg35938.t1.p1, GJZJ01245752.1.p1	FBpp0071578
OG0000502	GJZJ01100469.1.p1, jg31940.t1.p1, jg37148.t1.p1, jg37148.t3.p1, GJZJ01258586.1.p1, GJZJ01044611.1.p1, GJZJ01181145.1.p1	FBpp0298002, FBpp0428414, FBpp0303246
OG0000504	GJZJ01031268.1.p1, jg13228.t1.p1, GJZJ01227861.1.p1, jg14592.t2.p1, GJZJ01162447.1.p1	FBpp0292247, FBpp0089274, FBpp0084792
OG0000505	GJZJ01104937.1.p1, GJZJ01182524.1.p1, jg41677.t1.p1, GJZJ01143233.1.p1	FBpp0074285
OG0000507	GJZJ01038438.1.p1	FBpp0306214
OG0000507	GJZJ01118844.1.p1, GJZJ01157438.1.p1, jg13467.t1.p1, jg12232.t1.p1, jg13466.t1.p1, GJZJ01123728.1.p1, jg12231.t1.p1, GJZJ01106978.1.p1, GJZJ01132719.1.p2, jg35330.t1.p1, GJZJ01132719.1.p1	FBpp0078442
OG0000508	GJZJ01045947.1.p1, GJZJ01162637.1.p1, GJZJ01063589.1.p1, GJZJ01093937.1.p1, jg12682.t1.p1, GJZJ01235130.1.p1, GJZJ01277106.1.p1, jg12679.t1.p1, GJZJ01261658.1.p1	FBpp0087984
OG0000510	jg23558.t1.p1, jg25962.t1.p1, GJZJ01019605.1.p1, GJZJ01265649.1.p1, GJZJ01265649.1.p2, GJZJ01158570.1.p1, GJZJ01055210.1.p2, GJZJ01055210.1.p1, jg7517.t1.p1, GJZJ01176793.1.p1, jg6945.t1.p1	FBpp0111988, FBpp0086614
OG0000511	GJZJ01272111.1.p1, jg29712.t1.p1, GJZJ01046905.1.p1	FBpp0080489
OG0000512	GJZJ01279743.1.p1, jg15612.t1.p1, jg43524.t1.p1, GJZJ01095618.1.p1	FBpp0084498
OG0000512	GJZJ01159507.1.p2, GJZJ01159507.1.p1, jg30664.t1.p1, jg30258.t1.p1, GJZJ01150944.1.p1, GJZJ01161077.1.p1	FBpp0083153
OG0000513	GJZJ01016997.1.p1, jg9328.t1.p1, GJZJ01116514.1.p1	FBpp0079677
OG0000514	GJZJ01176914.1.p1, jg9145.t1.p1, GJZJ01187974.1.p1, jg36180.t1.p1, GJZJ01201788.1.p1, jg36177.t1.p1, jg36176.t1.p1	FBpp0088791
OG0000515	jg16467.t1.p1, GJZJ01159208.1.p1	FBpp0310700, FBpp0310623, FBpp0306917
OG0000516	GJZJ01277028.1.p1, GJZJ01258113.1.p1, GJZJ01240426.1.p1, GJZJ01013639.1.p1, jg39063.t2.p1	FBpp0074865
OG0000517	GJZJ01250108.1.p1, jg26277.t2.p1, jg26279.t1.p1, GJZJ01242112.1.p2, jg25629.t1.p1, GJZJ01176069.1.p1, jg15318.t1.p1	FBpp0071530, FBpp0071529, FBpp0309691
OG0000519	jg32174.t1.p1, GJZJ01224089.1.p1, GJZJ01100800.1.p1, jg25825.t1.p1, GJZJ01089081.1.p1, GJZJ01245444.1.p1	FBpp0086050
OG0000520	jg7220.t1.p1, GJZJ01129063.1.p1	FBpp0271876, FBpp0271875
OG0000521	GJZJ01135194.1.p1, jg35196.t1.p1, GJZJ01048438.1.p1	FBpp0291772
OG0000522	GJZJ01254343.1.p1	FBpp0070347
OG0000522	GJZJ01004195.1.p1	FBpp0072043
OG0000523	jg27513.t1.p1, GJZJ01026235.1.p1	FBpp0428486, FBpp0288856, FBpp0111592, FBpp0305894
OG0000524	jg18657.t1.p1, GJZJ01265656.1.p1, jg28000.t1.p1, GJZJ01145091.1.p1, jg18657.t3.p1	FBpp0073610, FBpp0290774
OG0000525	jg11024.t1.p1, GJZJ01156002.1.p1, GJZJ01234286.1.p2	FBpp0088446
OG0000525	GJZJ01180678.1.p1	FBpp0303506, FBpp0088444
OG0000526	GJZJ01265925.1.p1, GJZJ01265925.1.p2, jg18142.t1.p1, GJZJ01046717.1.p1, jg17611.t2.p1, GJZJ01046717.1.p2, jg3994.t1.p1, jg3994.t2.p1, GJZJ01265847.1.p1	FBpp0081541
OG0000527	GJZJ01042426.1.p1, GJZJ01016466.1.p1	FBpp0082927
OG0000527	GJZJ01039776.1.p1, GJZJ01084895.1.p1, jg31529.t1.p1	FBpp0073594, FBpp0075397
OG0000528	GJZJ01093886.1.p1, jg39346.t1.p1, GJZJ01244887.1.p1, jg32545.t1.p1, GJZJ01077065.1.p1	FBpp0428131
OG0000529	GJZJ01028348.1.p2, GJZJ01028348.1.p1	FBpp0079096
OG0000529	jg38450.t1.p1, jg38453.t1.p1, jg2778.t1.p1	FBpp0291363
OG0000531	GJZJ01276744.1.p1, jg36226.t1.p1, jg36222.t1.p1, GJZJ01019436.1.p1	FBpp0303110
OG0000531	jg36232.t1.p1, jg36234.t1.p1, GJZJ01197906.1.p1, jg23062.t1.p1, jg23074.t1.p1, jg23075.t1.p1, jg23065.t1.p1, GJZJ01060582.1.p1, jg23063.t1.p1, jg23081.t1.p1, GJZJ01099142.1.p1, jg36200.t2.p1	FBpp0075640, FBpp0075641
OG0000536	jg27168.t1.p1, GJZJ01090786.1.p1, GJZJ01146143.1.p1, jg16187.t1.p1, GJZJ01041701.1.p1	FBpp0289737
OG0000537	GJZJ01149616.1.p1, GJZJ01153577.1.p1, GJZJ01170360.1.p1, jg14892.t1.p1, jg30404.t1.p1, GJZJ01061705.1.p1, GJZJ01249692.1.p1	FBpp0306407, FBpp0306405, FBpp0306406, FBpp0306403, FBpp0306404
OG0000538	GJZJ01055911.1.p1, GJZJ01222208.1.p2, GJZJ01222208.1.p1	FBpp0304484
OG0000539	GJZJ01174464.1.p1, GJZJ01082355.1.p1, jg10702.t1.p1, GJZJ01162798.1.p1, jg28480.t1.p1	FBpp0081597
OG0000542	GJZJ01149815.1.p1, GJZJ01164832.1.p1	FBpp0087562
OG0000543	GJZJ01249311.1.p1, jg18881.t1.p1, jg18881.t2.p1, jg23119.t2.p1, GJZJ01225702.1.p1, jg18880.t1.p1	FBpp0390601, FBpp0293366, FBpp0293367, FBpp0390599
OG0000545	GJZJ01277771.1.p2, GJZJ01188941.1.p1, GJZJ01150289.1.p1	FBpp0099726, FBpp0099728
OG0000546	GJZJ01020075.1.p1, jg19311.t1.p1, jg19311.t1.p2	FBpp0305817, FBpp0305816, FBpp0305818
OG0000547	jg26759.t1.p1, GJZJ01149612.1.p2, GJZJ01149612.1.p1, GJZJ01171535.1.p1, jg26760.t1.p1	FBpp0311138
OG0000548	jg10802.t1.p1, GJZJ01211365.1.p1	FBpp0077144
OG0000549	jg20107.t1.p1, jg36724.t1.p1	FBpp0303166, FBpp0303169
OG0000551	GJZJ01048725.1.p1, jg22054.t1.p1, GJZJ01069580.1.p1, jg24484.t1.p1, GJZJ01057292.1.p1	FBpp0300449, FBpp0077154
OG0000552	GJZJ01186578.1.p1, GJZJ01007506.1.p1, jg20179.t2.p1	FBpp0081732
OG0000555	GJZJ01253826.1.p1, jg33494.t1.p1	FBpp0084078
OG0000556	GJZJ01180508.1.p1	FBpp0085804, FBpp0085807, FBpp0088908
OG0000559	GJZJ01271057.1.p1, jg36001.t1.p1, GJZJ01202522.1.p1, GJZJ01056226.1.p1, GJZJ01013922.1.p1, GJZJ01106250.1.p2	FBpp0073576
OG0000560	GJZJ01104071.1.p2, GJZJ01104071.1.p1, GJZJ01071199.1.p1, GJZJ01261432.1.p1, jg35975.t1.p1, jg19902.t1.p1	FBpp0091050
OG0000561	GJZJ01241549.1.p1	FBpp0303037
OG0000561	jg18260.t1.p1, GJZJ01167328.1.p1, jg25501.t1.p1	FBpp0428152
OG0000562	jg19611.t1.p1, jg41142.t1.p1	FBpp0309683
OG0000562	jg11421.t1.p1	FBpp0306398, FBpp0309332, FBpp0290321
OG0000564	jg20908.t1.p1, GJZJ01278547.1.p1	FBpp0302583
OG0000565	GJZJ01193955.1.p1, jg18753.t1.p1, jg35604.t1.p1, GJZJ01193955.1.p2, GJZJ01120501.1.p1, jg18749.t1.p1, GJZJ01034338.1.p1	FBpp0113097, FBpp0085727
OG0000566	jg14452.t2.p1, GJZJ01099175.1.p1, GJZJ01169152.1.p1, jg13400.t1.p1, GJZJ01025098.1.p1	FBpp0291243
OG0000568	jg32421.t1.p1, GJZJ01130979.1.p1, jg32420.t1.p1, GJZJ01019674.1.p1, GJZJ01095032.1.p1, GJZJ01201962.1.p1, jg13483.t1.p1, jg13482.t1.p1	FBpp0075645
OG0000569	GJZJ01044359.1.p1, jg28163.t1.p1, jg17406.t1.p1, GJZJ01202324.1.p1, jg40756.t3.p1	FBpp0087348
OG0000571	jg13859.t2.p1, GJZJ01041856.1.p1, jg28805.t1.p1, GJZJ01165369.1.p1	FBpp0079102
OG0000572	GJZJ01274160.1.p1, GJZJ01111944.1.p1, jg41585.t1.p1, GJZJ01256144.1.p1	FBpp0079988
OG0000573	GJZJ01191771.1.p1, GJZJ01249499.1.p1, jg37498.t1.p1, GJZJ01155655.1.p1, GJZJ01241264.1.p1, GJZJ01027422.1.p1, jg34694.t1.p1, GJZJ01127978.1.p1, jg5978.t1.p1	FBpp0079653
OG0000576	jg27542.t1.p1, GJZJ01034233.1.p1, jg13344.t1.p1	FBpp0308809, FBpp0293462, FBpp0428316, FBpp0071491
OG0000578	GJZJ01252135.1.p1, jg8193.t1.p1, jg21958.t2.p1, GJZJ01204939.1.p1	FBpp0312489, FBpp0305668, FBpp0088327, FBpp0077115
OG0000579	GJZJ01108640.1.p1	FBpp0306731
OG0000579	jg3882.t1.p1, GJZJ01228399.1.p1	FBpp0310462
OG0000579	jg32453.t1.p1, GJZJ01029431.1.p1	FBpp0081911
OG0000579	jg23129.t1.p1, jg3880.t1.p1, GJZJ01204419.1.p1	FBpp0071864
OG0000579	jg33893.t1.p1	FBpp0086327, FBpp0081318, FBpp0080631
OG0000579	jg23698.t1.p1	FBpp0090974
OG0000579	jg2871.t1.p1	FBpp0303590
OG0000579	jg31555.t1.p1, GJZJ01219027.1.p1, jg19643.t1.p1	FBpp0079662
OG0000580	jg27083.t1.p1, GJZJ01121698.1.p1, GJZJ01094244.1.p1, jg7988.t1.p1	FBpp0081867
OG0000581	GJZJ01246111.1.p1, jg10735.t1.p1, GJZJ01260953.1.p1	FBpp0110265, FBpp0110266
OG0000582	GJZJ01090841.1.p1, GJZJ01061312.1.p1, jg2425.t1.p1	FBpp0081356
OG0000583	jg9306.t1.p1, jg34812.t1.p1	FBpp0084820
OG0000583	GJZJ01231392.1.p1, jg13864.t1.p1	FBpp0073599
OG0000583	jg34806.t1.p1	FBpp0083410
OG0000584	GJZJ01098599.1.p1, GJZJ01277146.1.p1, GJZJ01232319.1.p1, GJZJ01169265.1.p1, jg33697.t1.p1, GJZJ01096620.1.p1	FBpp0085075
OG0000585	GJZJ01119544.1.p1, jg44357.t1.p1, GJZJ01069925.1.p1, jg24674.t1.p1	FBpp0291790
OG0000587	jg37296.t1.p1, GJZJ01221526.1.p1, GJZJ01112372.1.p1, GJZJ01099413.1.p1	FBpp0089351, FBpp0111725, FBpp0305460, FBpp0303416
OG0000590	GJZJ01192299.1.p1	FBpp0082035, FBpp0428128
OG0000590	jg33260.t1.p1, GJZJ01148706.1.p1	FBpp0078776
OG0000590	jg32038.t1.p1, jg23386.t1.p1, jg22957.t1.p1	FBpp0112948
OG0000593	jg35988.t1.p1, GJZJ01143646.1.p1, GJZJ01157897.1.p1, GJZJ01175691.1.p1, GJZJ01125295.1.p1	FBpp0073266, FBpp0073265
OG0000594	jg34915.t1.p1, jg34911.t2.p1, GJZJ01111153.1.p1, GJZJ01036889.1.p1, jg31446.t1.p1	FBpp0308995
OG0000595	jg36740.t1.p1, jg12436.t1.p1	FBpp0072431
OG0000597	jg27580.t1.p1, GJZJ01150920.1.p1, jg25734.t1.p1, GJZJ01268649.1.p1	FBpp0293631, FBpp0422975, FBpp0305201, FBpp0112330, FBpp0293630
OG0000599	GJZJ01121560.1.p1, GJZJ01035995.1.p1	FBpp0305216
OG0000600	jg33993.t1.p1, GJZJ01054862.1.p1, GJZJ01079111.1.p2, GJZJ01223049.1.p1, GJZJ01166561.1.p1	FBpp0303105
OG0000601	GJZJ01077733.1.p1, GJZJ01132477.1.p1	FBpp0089169, FBpp0070589
OG0000602	GJZJ01022920.1.p1	FBpp0309390, FBpp0309389, FBpp0113114, FBpp0085756
OG0000603	jg43921.t1.p1, GJZJ01051601.1.p1	FBpp0111979, FBpp0305284, FBpp0305283, FBpp0087193
OG0000604	jg24075.t1.p1, GJZJ01104231.1.p1, jg24076.t1.p1, GJZJ01173934.1.p1, jg42663.t1.p1, GJZJ01090319.1.p1, GJZJ01077552.1.p1	FBpp0428439, FBpp0293598, FBpp0428442, FBpp0307674
OG0000605	GJZJ01208123.1.p1, jg3422.t1.p1, GJZJ01186067.1.p1, GJZJ01205773.1.p1, jg22821.t1.p1	FBpp0310920
OG0000606	GJZJ01203610.1.p1, jg5296.t1.p1, GJZJ01186162.1.p1, jg5296.t2.p1	FBpp0080087
OG0000606	jg9414.t1.p1, GJZJ01127440.1.p1, GJZJ01251293.1.p1, jg14969.t1.p1	FBpp0084826
OG0000607	jg20194.t1.p1, GJZJ01167995.1.p1, GJZJ01268458.1.p1	FBpp0074485
