Orthogroup	Uloborus_diversus	Drosophila_melanogaster
OG0007341	GJZJ01243152.1.p1	FBpp0070474, FBpp0072407
OG0007342	GJZJ01251948.1.p1	FBpp0077893
OG0007343	jg20870.t1.p1, GJZJ01098766.1.p1	FBpp0308231
OG0007344	GJZJ01238826.1.p1	FBpp0074993
OG0007346	jg22149.t1.p1, GJZJ01107733.1.p1	FBpp0075940
OG0007347	GJZJ01043928.1.p1	FBpp0075096
OG0007348	GJZJ01229677.1.p1	FBpp0307948
OG0007349	GJZJ01220305.1.p1	FBpp0088028
OG0007351	jg22929.t1.p1	FBpp0076693
OG0007352	GJZJ01095590.1.p1	FBpp0070484, FBpp0078728
OG0007354	GJZJ01172255.1.p1	FBpp0086115
OG0007355	GJZJ01225825.1.p1	FBpp0297285
OG0007356	GJZJ01132623.1.p1	FBpp0076685
OG0007357	GJZJ01252887.1.p1	FBpp0075386
OG0007358	GJZJ01085030.1.p1	FBpp0292197
OG0007359	GJZJ01007266.1.p1	FBpp0110403
OG0007360	jg6976.t1.p1, GJZJ01163133.1.p1	FBpp0075260
OG0007362	jg11675.t1.p1, GJZJ01064321.1.p1	FBpp0072404
OG0007363	GJZJ01238131.1.p1	FBpp0075238
OG0007365	jg33801.t1.p1, GJZJ01122471.1.p1	FBpp0074971
OG0007366	GJZJ01201094.1.p1	FBpp0099676
OG0007367	GJZJ01011868.1.p1, jg33480.t1.p1, GJZJ01113053.1.p1	FBpp0289334
OG0007368	GJZJ01148725.1.p1	FBpp0074226
OG0007369	GJZJ01004071.1.p1	FBpp0074076
OG0007370	GJZJ01176557.1.p1	FBpp0081082
OG0007371	jg21563.t1.p1, GJZJ01150465.1.p1	FBpp0071170
OG0007372	jg33151.t1.p1, GJZJ01208498.1.p1	FBpp0084433
OG0007373	jg26292.t1.p1, jg26291.t1.p1	FBpp0073874, FBpp0073875
OG0007374	GJZJ01193986.1.p1	FBpp0085262
OG0007375	GJZJ01260914.1.p1, GJZJ01278137.1.p1	FBpp0083163
OG0007376	GJZJ01042018.1.p1	FBpp0073049
OG0007377	GJZJ01103140.1.p2	FBpp0073950, FBpp0084806
OG0007378	GJZJ01166237.1.p2	FBpp0077282
OG0007379	GJZJ01141909.1.p1	FBpp0084962
OG0007381	GJZJ01209957.1.p1	FBpp0072142
OG0007382	jg18771.t1.p1, GJZJ01270216.1.p1	FBpp0100109
OG0007383	GJZJ01019437.1.p1	FBpp0074649
OG0007384	GJZJ01085207.1.p1	FBpp0303404
OG0007385	GJZJ01278607.1.p1	FBpp0071145
OG0007387	GJZJ01072304.1.p1	FBpp0071123
OG0007388	jg20256.t1.p1	FBpp0082765
OG0007389	GJZJ01032218.1.p1	FBpp0080391
OG0007391	GJZJ01059308.1.p1	FBpp0086741, FBpp0401456
OG0007392	GJZJ01126509.1.p1	FBpp0077729
OG0007393	GJZJ01027182.1.p1	FBpp0073959
OG0007394	GJZJ01070273.1.p1	FBpp0082996
OG0007395	jg25873.t1.p1, GJZJ01113347.1.p1	FBpp0291479
OG0007396	GJZJ01029453.1.p1	FBpp0293463
OG0007397	GJZJ01004270.1.p1	FBpp0085224
OG0007398	GJZJ01031543.1.p1	FBpp0074054
OG0007400	GJZJ01139729.1.p1	FBpp0073359
OG0007401	jg35621.t1.p1, GJZJ01230759.1.p1	FBpp0081128
OG0007402	GJZJ01049813.1.p1	FBpp0080873
OG0007403	GJZJ01246466.1.p1, jg11761.t1.p1	FBpp0297918
OG0007404	GJZJ01028631.1.p1	FBpp0072642
OG0007405	GJZJ01233967.1.p1	FBpp0078814
OG0007406	GJZJ01069780.1.p1	FBpp0075272
OG0007407	GJZJ01117527.1.p1	FBpp0074214
OG0007408	GJZJ01270116.1.p1	FBpp0077022
OG0007411	jg19983.t1.p1	FBpp0086423
OG0007412	GJZJ01204097.1.p1	FBpp0080622
OG0007413	GJZJ01063732.1.p1	FBpp0077778
OG0007414	GJZJ01280290.1.p1	FBpp0070953
OG0007415	GJZJ01114082.1.p1	FBpp0071184
OG0007416	GJZJ01058191.1.p1	FBpp0082352
OG0007417	jg29504.t1.p1	FBpp0070302
OG0007418	GJZJ01010174.1.p2, GJZJ01010174.1.p1, jg1156.t1.p1, GJZJ01180971.1.p1	FBpp0083659
OG0007419	GJZJ01076068.1.p1, jg4682.t1.p1, jg4690.t1.p1	FBpp0084787
OG0007421	GJZJ01035446.1.p2	FBpp0083076
OG0007422	GJZJ01188764.1.p1	FBpp0083932
OG0007423	GJZJ01037231.1.p1	FBpp0072611
OG0007424	GJZJ01151429.1.p1	FBpp0303395
OG0007425	GJZJ01250163.1.p1, jg36508.t1.p1	FBpp0077004
OG0007427	GJZJ01231469.1.p1	FBpp0082923
OG0007428	jg32080.t1.p1, GJZJ01191509.1.p1	FBpp0086648
OG0007429	GJZJ01117379.1.p1	FBpp0075838
OG0007430	GJZJ01101973.1.p1	FBpp0079262
OG0007431	GJZJ01244230.1.p1	FBpp0083583
OG0007432	GJZJ01243600.1.p1	FBpp0074080
OG0007433	GJZJ01099070.1.p1	FBpp0073666
OG0007434	GJZJ01196970.1.p1	FBpp0082110
OG0007435	GJZJ01116240.1.p1	FBpp0087887
OG0007437	GJZJ01186659.1.p1, GJZJ01128614.1.p1, jg34592.t1.p1	FBpp0087186
OG0007438	GJZJ01205311.1.p1	FBpp0290000
OG0007440	jg3571.t1.p1, GJZJ01076657.1.p1, jg3575.t1.p1, GJZJ01146798.1.p1, GJZJ01146798.1.p2	FBpp0086702
OG0007441	GJZJ01120628.1.p1	FBpp0075357, FBpp0111265
OG0007442	GJZJ01033541.1.p1	FBpp0084985
OG0007443	jg26533.t1.p1, GJZJ01025353.1.p1	FBpp0070297
OG0007445	GJZJ01027389.1.p1, jg7529.t1.p1, GJZJ01130208.1.p1, GJZJ01014404.1.p1	FBpp0312177
OG0007446	jg22090.t1.p1, GJZJ01185155.1.p1	FBpp0074523
OG0007448	jg30995.t1.p1, GJZJ01058135.1.p1	FBpp0074760
OG0007449	jg2239.t1.p1, GJZJ01160826.1.p1, jg13312.t1.p1, GJZJ01001224.1.p1	FBpp0312558, FBpp0309913
OG0007450	GJZJ01194615.1.p1	FBpp0081600
OG0007451	GJZJ01027275.1.p1	FBpp0072216
OG0007453	GJZJ01226817.1.p1	FBpp0075982
OG0007455	GJZJ01097625.1.p1, GJZJ01028001.1.p1	FBpp0079946
OG0007456	GJZJ01057840.1.p2, jg36161.t1.p1, GJZJ01057840.1.p1	FBpp0080120
OG0007457	GJZJ01108315.1.p1	FBpp0110482, FBpp0110451
OG0007460	GJZJ01228078.1.p1	FBpp0080401
OG0007461	jg13776.t1.p1, GJZJ01194482.1.p1, GJZJ01194482.1.p2, jg27006.t1.p1	FBpp0082645
OG0007462	GJZJ01271202.1.p1, GJZJ01133670.1.p1	FBpp0072050
OG0007463	GJZJ01054354.1.p1	FBpp0091000
OG0007464	GJZJ01103235.1.p1	FBpp0073719
OG0007465	GJZJ01187941.1.p1	FBpp0085131
OG0007466	GJZJ01126953.1.p1, jg10352.t1.p1, jg10353.t1.p1	FBpp0084947
OG0007470	GJZJ01005039.1.p1	FBpp0083581
OG0007471	GJZJ01191257.1.p1	FBpp0086965
OG0007472	GJZJ01105141.1.p1	FBpp0076861
OG0007474	GJZJ01195722.1.p1, jg38890.t1.p1	FBpp0077345, FBpp0085407
OG0007476	GJZJ01007775.1.p1	FBpp0082928
OG0007477	GJZJ01187397.1.p1	FBpp0074800
OG0007481	GJZJ01193579.1.p1	FBpp0099685
OG0007482	GJZJ01278604.1.p1	FBpp0080700
OG0007484	GJZJ01065034.1.p1	FBpp0297155
OG0007485	GJZJ01265993.1.p1	FBpp0088009
OG0007486	GJZJ01233156.1.p1	FBpp0073459
OG0007487	GJZJ01175769.1.p1	FBpp0071969
OG0007488	GJZJ01268075.1.p1, jg11743.t1.p1	FBpp0084928, FBpp0111428
OG0007490	jg10547.t1.p1, GJZJ01175393.1.p1, GJZJ01175393.1.p2	FBpp0081461
OG0007493	GJZJ01025142.1.p1	FBpp0084140
OG0007494	GJZJ01202072.1.p1	FBpp0080448
OG0007496	GJZJ01273909.1.p1	FBpp0078400
OG0007499	GJZJ01209955.1.p1	FBpp0111928
OG0007501	GJZJ01070090.1.p1	FBpp0303111
OG0007502	GJZJ01279988.1.p1	FBpp0084172
OG0007504	GJZJ01232182.1.p1	FBpp0075755
OG0007507	GJZJ01217776.1.p1	FBpp0072052
OG0007508	GJZJ01197570.1.p1	FBpp0082729
OG0007510	GJZJ01204359.1.p1	FBpp0087645
OG0007511	GJZJ01232713.1.p1, GJZJ01170094.1.p1	FBpp0084905
OG0007512	GJZJ01184331.1.p1	FBpp0084110
OG0007513	GJZJ01119762.1.p1, jg3818.t1.p1, GJZJ01138947.1.p1	FBpp0075855
OG0007514	GJZJ01131637.1.p1	FBpp0077125
OG0007516	GJZJ01050284.1.p1, jg35229.t1.p1	FBpp0082139
OG0007517	GJZJ01256417.1.p1	FBpp0079907, FBpp0079870
OG0007518	GJZJ01144052.1.p1	FBpp0087278
OG0007519	GJZJ01170297.1.p1	FBpp0077630
OG0007520	GJZJ01263131.1.p1	FBpp0086993
OG0007521	jg5830.t1.p1	FBpp0086402
OG0007522	jg19997.t1.p1, GJZJ01198544.1.p1	FBpp0302793
OG0007523	GJZJ01241703.1.p1, jg24828.t1.p1	FBpp0088863
OG0007525	GJZJ01129975.1.p1	FBpp0084585
OG0007527	GJZJ01271422.1.p1	FBpp0086897
OG0007528	GJZJ01059761.1.p1	FBpp0078402
OG0007529	GJZJ01117241.1.p1	FBpp0078635
OG0007530	GJZJ01262737.1.p1	FBpp0088954, FBpp0088955
OG0007531	GJZJ01128402.1.p1	FBpp0074019
OG0007532	GJZJ01155654.1.p1	FBpp0070805
OG0007533	GJZJ01157296.1.p1, jg10226.t1.p1	FBpp0071033
OG0007535	GJZJ01134154.1.p1	FBpp0087663
OG0007536	jg26529.t1.p1	FBpp0072613
OG0007537	GJZJ01226080.1.p1	FBpp0081763
OG0007538	GJZJ01242500.1.p1, jg11439.t1.p1	FBpp0078150
OG0007539	GJZJ01056117.1.p1, jg28273.t1.p1, GJZJ01054727.1.p1	FBpp0076411
OG0007540	GJZJ01126989.1.p1	FBpp0087616
OG0007541	jg5045.t1.p1, GJZJ01126118.1.p1	FBpp0087084
OG0007542	GJZJ01166060.1.p1	FBpp0074682
OG0007544	GJZJ01244398.1.p1	FBpp0081545
OG0007545	jg41706.t2.p1, GJZJ01264163.1.p1	FBpp0077054
OG0007547	GJZJ01171739.1.p1	FBpp0083917
OG0007549	jg23186.t1.p1, GJZJ01067001.1.p1, GJZJ01087780.1.p1	FBpp0290325, FBpp0290323
OG0007550	GJZJ01075561.1.p1, GJZJ01206282.1.p1	FBpp0312552
OG0007551	GJZJ01193094.1.p1, GJZJ01046721.1.p1	FBpp0077383, FBpp0077381, FBpp0080490
OG0007554	GJZJ01046458.1.p1, jg27996.t1.p1	FBpp0089395, FBpp0080803
OG0007555	GJZJ01076893.1.p2, GJZJ01076893.1.p1	FBpp0083398
OG0007556	GJZJ01185305.1.p2	FBpp0075998
OG0007557	GJZJ01004341.1.p1, GJZJ01194834.1.p1	FBpp0072246
OG0007559	jg6668.t1.p1, jg6668.t2.p1, GJZJ01177164.1.p1	FBpp0085517
OG0007560	GJZJ01053852.1.p1	FBpp0075393
OG0007561	GJZJ01173773.1.p1	FBpp0081899
OG0007562	GJZJ01163804.1.p1, GJZJ01244816.1.p1	FBpp0310201, FBpp0080028
OG0007563	GJZJ01221806.1.p1	FBpp0084059
OG0007564	GJZJ01206764.1.p1	FBpp0072054
OG0007566	GJZJ01151863.1.p1	FBpp0081866
OG0007568	GJZJ01075908.1.p1	FBpp0078144
OG0007569	GJZJ01157159.1.p1	FBpp0079479
OG0007570	GJZJ01198882.1.p1	FBpp0076124
OG0007572	GJZJ01132594.1.p1	FBpp0082998
OG0007573	GJZJ01170525.1.p1	FBpp0075012
OG0007574	GJZJ01269506.1.p1	FBpp0079234
OG0007576	GJZJ01009035.1.p1	FBpp0072849, FBpp0070369
OG0007577	GJZJ01241350.1.p1, GJZJ01088256.1.p2	FBpp0085121
OG0007579	GJZJ01161018.1.p1, jg15368.t1.p1	FBpp0289501
OG0007580	GJZJ01141470.1.p1	FBpp0077698
OG0007583	jg13148.t1.p1, GJZJ01022472.1.p1	FBpp0081722
OG0007584	GJZJ01266997.1.p1, jg12199.t1.p1	FBpp0079812
OG0007585	GJZJ01168152.1.p1	FBpp0073975
OG0007587	jg26948.t1.p1	FBpp0087520
OG0007589	jg16129.t1.p1, GJZJ01250470.1.p1, jg16122.t1.p1	FBpp0074966, FBpp0074967
OG0007591	GJZJ01062581.1.p1	FBpp0078533
OG0007592	GJZJ01078158.1.p1, jg22471.t1.p1	FBpp0072948
OG0007594	GJZJ01233521.1.p1	FBpp0080281
OG0007596	GJZJ01052271.1.p1	FBpp0072151
OG0007598	jg38875.t1.p1, GJZJ01076392.1.p1	FBpp0073849
OG0007599	GJZJ01067399.1.p1	FBpp0298826
OG0007600	GJZJ01187189.1.p1	FBpp0075620
OG0007601	GJZJ01225993.1.p1, jg21347.t1.p1, GJZJ01018023.1.p1	FBpp0073989, FBpp0083336, FBpp0072257
OG0007602	GJZJ01038638.1.p1	FBpp0081491
OG0007603	GJZJ01017698.1.p1	FBpp0088519
OG0007604	GJZJ01101103.1.p1	FBpp0290471
OG0007605	GJZJ01089714.1.p2	FBpp0080117
OG0007606	GJZJ01158313.1.p1	FBpp0072746
OG0007607	GJZJ01076641.1.p1	FBpp0084120
OG0007608	GJZJ01163926.1.p1	FBpp0078688
OG0007609	GJZJ01080414.1.p1	FBpp0307861
OG0007610	jg12652.t1.p1, jg12653.t1.p1	FBpp0070175
OG0007611	jg8321.t1.p1, GJZJ01020337.1.p1, GJZJ01222634.1.p1	FBpp0111590, FBpp0304180, FBpp0111589
OG0007612	GJZJ01181116.1.p1, GJZJ01003550.1.p1	FBpp0081947
OG0007613	GJZJ01241440.1.p1	FBpp0079146
OG0007615	GJZJ01247102.1.p1	FBpp0074184, FBpp0289797
OG0007617	GJZJ01243150.1.p1	FBpp0083658
OG0007619	GJZJ01246300.1.p1, GJZJ01167361.1.p1	FBpp0083570
OG0007620	GJZJ01167812.1.p1	FBpp0083799
OG0007621	GJZJ01007032.1.p1	FBpp0082511
OG0007622	GJZJ01051941.1.p1	FBpp0073508
OG0007623	GJZJ01134398.1.p1, GJZJ01096681.1.p1	FBpp0078919, FBpp0078918
OG0007625	GJZJ01261388.1.p1	FBpp0079872, FBpp0079874
OG0007627	GJZJ01244063.1.p1, GJZJ01017632.1.p1, jg9617.t1.p1	FBpp0071196
OG0007630	GJZJ01072822.1.p1	FBpp0071138
OG0007631	GJZJ01187983.1.p1	FBpp0075118
OG0007633	GJZJ01168660.1.p1, GJZJ01201352.1.p1	FBpp0081412
OG0007634	jg35263.t1.p1, GJZJ01091474.1.p1	FBpp0083225
OG0007636	GJZJ01039106.1.p1, jg11169.t1.p1	FBpp0079324
OG0007637	GJZJ01139920.1.p1	FBpp0078766
OG0007638	jg18967.t1.p1	FBpp0071516
OG0007639	GJZJ01115956.1.p1	FBpp0071279
OG0007640	GJZJ01255455.1.p1, GJZJ01020772.1.p1	FBpp0072650, FBpp0087149, FBpp0072428
OG0007642	GJZJ01018439.1.p1	FBpp0301580
OG0007644	GJZJ01278467.1.p1, jg31635.t1.p1	FBpp0078104
OG0007645	GJZJ01036791.1.p1	FBpp0082314
OG0007647	GJZJ01250078.1.p1	FBpp0077802
OG0007648	GJZJ01156939.1.p1	FBpp0081548
OG0007650	GJZJ01129940.1.p1	FBpp0076601
OG0007652	jg33813.t1.p1	FBpp0076804
OG0007653	GJZJ01141134.1.p1	FBpp0086676
OG0007654	GJZJ01060368.1.p1	FBpp0078639
OG0007655	GJZJ01280361.1.p1	FBpp0071365
OG0007656	GJZJ01167235.1.p1	FBpp0310731
OG0007659	GJZJ01087236.1.p1	FBpp0078327
OG0007660	jg26899.t1.p1, GJZJ01044657.1.p1	FBpp0082849
OG0007661	GJZJ01053705.1.p1	FBpp0294011
OG0007662	GJZJ01145471.1.p1	FBpp0076295
OG0007664	GJZJ01181690.1.p1	FBpp0082027, FBpp0290937
OG0007665	jg28849.t1.p1	FBpp0087958
OG0007666	GJZJ01072287.1.p1	FBpp0079444
OG0007670	jg11941.t1.p1, GJZJ01100293.1.p1	FBpp0075422, FBpp0075068
OG0007671	GJZJ01271434.1.p1	FBpp0077314
OG0007672	GJZJ01053868.1.p1, GJZJ01225933.1.p1	FBpp0075006
OG0007674	GJZJ01177157.1.p1	FBpp0085393
OG0007675	GJZJ01061987.1.p1	FBpp0080967
OG0007676	jg19376.t1.p1, GJZJ01118490.1.p1	FBpp0076445
OG0007677	jg11667.t1.p1, GJZJ01163342.1.p1	FBpp0075170
OG0007678	GJZJ01002380.1.p1	FBpp0071259
OG0007679	GJZJ01072613.1.p1	FBpp0071386
OG0007681	jg16797.t1.p1	FBpp0079843
OG0007682	GJZJ01068789.1.p1	FBpp0083036
OG0007683	GJZJ01038255.1.p1, jg36629.t1.p1	FBpp0081847
OG0007684	GJZJ01067013.1.p1	FBpp0083857
OG0007686	GJZJ01245663.1.p1	FBpp0075124
OG0007687	GJZJ01233933.1.p1	FBpp0070181
OG0007688	GJZJ01122221.1.p1	FBpp0081385
OG0007691	GJZJ01092974.1.p1	FBpp0071030
OG0007693	jg29355.t1.p1, GJZJ01158737.1.p1	FBpp0428255
OG0007694	GJZJ01226030.1.p1, jg5990.t1.p1	FBpp0086966
OG0007696	GJZJ01182857.1.p1	FBpp0308425, FBpp0071732
OG0007697	GJZJ01207552.1.p1, GJZJ01060580.1.p1, jg2851.t1.p1	FBpp0079181
OG0007700	GJZJ01268518.1.p1	FBpp0289576, FBpp0289577
OG0007701	jg10732.t1.p1, GJZJ01178165.1.p1	FBpp0075138
OG0007703	GJZJ01054512.1.p1	FBpp0085764
OG0007704	GJZJ01098281.1.p1	FBpp0074784
OG0007706	GJZJ01191435.1.p1	FBpp0071067
OG0007707	GJZJ01163780.1.p1	FBpp0305347, FBpp0073033
OG0007709	GJZJ01180913.1.p1	FBpp0075302
OG0007710	GJZJ01067242.1.p1, jg21905.t1.p1	FBpp0304318
OG0007710	jg21908.t1.p1	FBpp0304311
OG0007711	jg9089.t1.p1, GJZJ01245604.1.p1	FBpp0083920
OG0007714	GJZJ01143191.1.p2	FBpp0087346
OG0007715	jg26429.t1.p1, GJZJ01110713.1.p1	FBpp0296955
OG0007716	GJZJ01254559.1.p1	FBpp0075952
OG0007717	GJZJ01040928.1.p1	FBpp0078633
OG0007718	GJZJ01261135.1.p1	FBpp0086953
OG0007720	jg28302.t1.p1	FBpp0071264, FBpp0292091
OG0007721	GJZJ01105660.1.p2	FBpp0077859
OG0007722	GJZJ01159362.1.p1	FBpp0085562
OG0007725	GJZJ01086389.1.p1, GJZJ01016169.1.p1	FBpp0071142
OG0007728	GJZJ01144723.1.p1	FBpp0077417
OG0007729	GJZJ01056859.1.p1	FBpp0305742
OG0007730	GJZJ01278004.1.p1, jg31591.t1.p1	FBpp0070317
OG0007732	GJZJ01250270.1.p1	FBpp0084214
OG0007733	GJZJ01133518.1.p1	FBpp0303606
OG0007734	GJZJ01166063.1.p1	FBpp0076244
OG0007735	GJZJ01029761.1.p1	FBpp0074466
OG0007736	GJZJ01268917.1.p1	FBpp0084785
OG0007737	GJZJ01019178.1.p1, jg33497.t1.p1	FBpp0073127, FBpp0302750, FBpp0291510, FBpp0073239
OG0007738	GJZJ01007540.1.p2	FBpp0072778
OG0007739	GJZJ01159977.1.p1, GJZJ01092377.1.p1	FBpp0081680, FBpp0271877, FBpp0081654
OG0007741	GJZJ01051566.1.p1	FBpp0083704
OG0007742	jg6737.t1.p1	FBpp0073340, FBpp0290503
OG0007743	GJZJ01129385.1.p1	FBpp0086344
OG0007744	GJZJ01027069.1.p1, GJZJ01012335.1.p1	FBpp0078337
OG0007745	GJZJ01088155.1.p1	FBpp0084342
OG0007746	GJZJ01020290.1.p1, GJZJ01140058.1.p1, jg34544.t1.p1	FBpp0075448
OG0007747	GJZJ01104670.1.p1	FBpp0082917
OG0007748	GJZJ01032511.1.p1, jg4476.t1.p1	FBpp0076284
OG0007750	GJZJ01257212.1.p1	FBpp0086469
OG0007751	jg5962.t1.p1	FBpp0303019
OG0007752	GJZJ01262833.1.p1	FBpp0077402
OG0007753	jg12820.t1.p1, GJZJ01089441.1.p1	FBpp0082112
OG0007754	GJZJ01149283.1.p1, GJZJ01257478.1.p1	FBpp0070666, FBpp0079412
OG0007755	GJZJ01242756.1.p1	FBpp0076385
OG0007756	jg34081.t1.p1	FBpp0078118
OG0007758	jg17873.t1.p1	FBpp0075915
OG0007758	jg17872.t1.p1	FBpp0307913
OG0007759	GJZJ01133489.1.p1	FBpp0073098
OG0007760	GJZJ01152499.1.p1	FBpp0078450
OG0007761	jg35848.t1.p1, GJZJ01107436.1.p1	FBpp0290843
OG0007763	GJZJ01150425.1.p1	FBpp0074756
OG0007764	GJZJ01146827.1.p1	FBpp0077885
OG0007765	GJZJ01047228.1.p1	FBpp0082240
OG0007768	GJZJ01225333.1.p1, GJZJ01174816.1.p1	FBpp0082522
OG0007769	GJZJ01068735.1.p1	FBpp0088027
OG0007770	GJZJ01255221.1.p1	FBpp0305218
OG0007771	GJZJ01239324.1.p1, jg37458.t1.p1	FBpp0072644
OG0007772	GJZJ01198273.1.p1, jg30412.t1.p1	FBpp0083569
OG0007773	GJZJ01088027.1.p1	FBpp0079615
OG0007774	GJZJ01084865.1.p1	FBpp0075932
OG0007775	GJZJ01244565.1.p1, jg4531.t1.p1	FBpp0072020
OG0007776	GJZJ01277480.1.p1	FBpp0082377, FBpp0075609
OG0007779	GJZJ01055181.1.p1, GJZJ01055181.1.p2	FBpp0074481
OG0007780	GJZJ01067514.1.p1	FBpp0082984
OG0007781	GJZJ01033600.1.p1, jg31449.t1.p1	FBpp0087138
OG0007782	GJZJ01150734.1.p1	FBpp0078348, FBpp0076819
OG0007783	GJZJ01219448.1.p1, jg25597.t1.p1	FBpp0075676
OG0007785	GJZJ01042856.1.p1	FBpp0308969
OG0007787	GJZJ01001456.1.p1	FBpp0071240
OG0007788	GJZJ01038733.1.p1	FBpp0076740
OG0007789	GJZJ01232928.1.p1	FBpp0083319
OG0007792	GJZJ01082725.1.p1	FBpp0289940, FBpp0289938, FBpp0078716, FBpp0080500
OG0007794	GJZJ01268286.1.p1	FBpp0082818
OG0007795	GJZJ01232959.1.p1	FBpp0300803
OG0007796	GJZJ01156286.1.p1	FBpp0086153, FBpp0083959
OG0007797	GJZJ01098758.1.p1	FBpp0081001
OG0007798	jg30742.t1.p1, GJZJ01196445.1.p1, GJZJ01263467.1.p1	FBpp0088650, FBpp0088646
OG0007799	jg34064.t1.p1, GJZJ01111898.1.p1	FBpp0074964
OG0007800	GJZJ01130125.1.p1, jg11888.t1.p1	FBpp0084929
OG0007801	GJZJ01137262.1.p1	FBpp0301847
OG0007802	GJZJ01277537.1.p1	FBpp0086284
OG0007804	GJZJ01250175.1.p1	FBpp0073194
OG0007805	GJZJ01155695.1.p1	FBpp0077489
OG0007806	GJZJ01109379.1.p1	FBpp0081907
OG0007807	jg25023.t1.p1	FBpp0082029
OG0007811	jg23944.t1.p1	FBpp0082997
OG0007814	jg35064.t1.p1, GJZJ01088238.1.p1	FBpp0076317, FBpp0076239
OG0007814	jg31183.t1.p1, GJZJ01165887.1.p1	FBpp0083152
OG0007816	GJZJ01100856.1.p1, jg31397.t1.p1	FBpp0079652
OG0007820	GJZJ01153158.1.p1	FBpp0074058
OG0007822	GJZJ01258846.1.p1	FBpp0085875
OG0007823	jg31201.t1.p1, GJZJ01170961.1.p1	FBpp0075560
OG0007824	GJZJ01128622.1.p1	FBpp0074799
OG0007825	GJZJ01263749.1.p2	FBpp0082333
OG0007828	GJZJ01179285.1.p1	FBpp0087216
OG0007829	jg10691.t1.p1	FBpp0308390
OG0007830	GJZJ01011406.1.p1	FBpp0078856
OG0007831	GJZJ01153022.1.p1	FBpp0073995, FBpp0084648
OG0007832	GJZJ01013429.1.p1	FBpp0076083
OG0007833	jg29945.t1.p1, GJZJ01006322.1.p2, GJZJ01098222.1.p1	FBpp0078648
OG0007835	GJZJ01036876.1.p1	FBpp0087366
OG0007836	GJZJ01031018.1.p1	FBpp0077749
OG0007837	GJZJ01127308.1.p1, jg20597.t1.p1	FBpp0071844
OG0007838	GJZJ01255992.1.p1	FBpp0087676
OG0007840	GJZJ01247567.1.p1	FBpp0290751
OG0007841	GJZJ01175406.1.p1	FBpp0086590
OG0007842	GJZJ01188271.1.p1	FBpp0086051
OG0007843	GJZJ01006101.1.p1, jg15421.t1.p1	FBpp0077350
OG0007844	GJZJ01191544.1.p1	FBpp0087936
OG0007845	GJZJ01073413.1.p1	FBpp0084901
OG0007846	GJZJ01148631.1.p1	FBpp0081306
OG0007847	GJZJ01212951.1.p1, jg28830.t1.p1	FBpp0074562
OG0007848	GJZJ01177290.1.p1	FBpp0080537
OG0007849	GJZJ01043898.1.p1	FBpp0087648
OG0007850	GJZJ01133668.1.p1	FBpp0073910
OG0007851	GJZJ01164891.1.p1	FBpp0084272
OG0007853	GJZJ01117882.1.p1	FBpp0079650
OG0007854	GJZJ01195847.1.p1, GJZJ01256360.1.p1	FBpp0086555
OG0007855	jg29044.t1.p1, GJZJ01077606.1.p1	FBpp0086397
OG0007856	GJZJ01173247.1.p1	FBpp0073074
OG0007857	GJZJ01019462.1.p1	FBpp0070301
OG0007860	GJZJ01264715.1.p1	FBpp0081368
OG0007861	GJZJ01216567.1.p1	FBpp0071954, FBpp0080578, FBpp0087319
OG0007862	GJZJ01128484.1.p1	FBpp0078844
OG0007863	jg32400.t1.p1	FBpp0073307
OG0007864	GJZJ01074863.1.p1	FBpp0084017
OG0007865	GJZJ01112617.1.p1	FBpp0087607
OG0007866	GJZJ01189440.1.p1	FBpp0072852
OG0007868	GJZJ01273156.1.p1	FBpp0072342
OG0007869	jg12615.t1.p1, GJZJ01208952.1.p1	FBpp0085589
OG0007870	GJZJ01255774.1.p1, jg11369.t1.p1	FBpp0309670
OG0007871	GJZJ01007822.1.p1	FBpp0075398
OG0007872	GJZJ01212339.1.p1, GJZJ01126956.1.p1	FBpp0078590, FBpp0084491, FBpp0302614, FBpp0071135
OG0007873	GJZJ01192515.1.p1	FBpp0110549
OG0007874	GJZJ01240481.1.p1	FBpp0082550
OG0007875	GJZJ01051380.1.p1	FBpp0088417
OG0007876	GJZJ01142264.1.p1	FBpp0428215
OG0007877	GJZJ01077271.1.p1	FBpp0076849
OG0007879	GJZJ01187436.1.p1	FBpp0084989
OG0007880	GJZJ01137018.1.p1	FBpp0084638
OG0007884	GJZJ01020767.1.p1	FBpp0080790, FBpp0079119
OG0007885	GJZJ01194097.1.p1	FBpp0082065
OG0007886	jg4605.t1.p1	FBpp0073551
OG0007887	GJZJ01181441.1.p1	FBpp0071589
OG0007889	GJZJ01155319.1.p1	FBpp0076894, FBpp0072418
OG0007890	GJZJ01239348.1.p1, jg44843.t1.p1	FBpp0076113
OG0007891	GJZJ01154747.1.p1	FBpp0085338, FBpp0071031
OG0007892	GJZJ01232311.1.p1	FBpp0071266
OG0007893	GJZJ01245519.1.p1	FBpp0070992
OG0007894	GJZJ01179128.1.p1	FBpp0079771, FBpp0079773
OG0007896	GJZJ01112070.1.p1	FBpp0084827
OG0007897	GJZJ01197439.1.p1, jg8923.t1.p1, jg13423.t1.p1	FBpp0112216, FBpp0306600, FBpp0082195
OG0007899	GJZJ01093852.1.p1	FBpp0073943
OG0007900	GJZJ01201751.1.p1	FBpp0086606
OG0007901	GJZJ01024411.1.p1	FBpp0081263
