129215983	GO:0005739
129215983	GO:0009249
129215983	GO:0009249
129215983	GO:0033819
129215985	GO:0005085
129215985	GO:0005085
129215985	GO:0005886
129215985	GO:0007265
129215985	GO:0043547
129215988	GO:0008467
129215989	GO:0006807
129215990	GO:0005313
129215990	GO:0005886
129215990	GO:0015175
129215990	GO:0015501
129215990	GO:0015813
129215991	GO:0016788
129215993	GO:0016936
129215993	GO:0030246
129215996	GO:0005681
129215996	GO:0045292
129215997	GO:0004722
129215997	GO:0006470
129215997	GO:0043169
129215999	GO:0005737
129215999	GO:0005868
129215999	GO:0007018
129215999	GO:0045505
129216001	GO:0005515
129216003	GO:0004300
129216003	GO:0005739
129216003	GO:0006635
129216004	GO:0070006
129216007	GO:0005524
129216007	GO:0033180
129216007	GO:0046034
129216007	GO:0046961
129216007	GO:1902600
129216009	GO:0003824
129216009	GO:0030151
129216009	GO:0030170
129216012	GO:0000132
129216012	GO:0000776
129216012	GO:0005813
129216012	GO:0005871
129216012	GO:0007020
129216012	GO:0007059
129216012	GO:0007100
129216012	GO:0008017
129216012	GO:0016477
129216012	GO:0047496
129216012	GO:0051303
129216012	GO:0051642
129216014	GO:0005515
129216014	GO:0005891
129216014	GO:0005891
129216014	GO:0007268
129216014	GO:0007528
129216014	GO:0008331
129216014	GO:0070588
129216014	GO:1901385
129216017	GO:0005515
129216018	GO:0001558
129216018	GO:0004674
129216018	GO:0005524
129216018	GO:0005634
129216018	GO:0005737
129216018	GO:0006468
129216018	GO:0006974
129216018	GO:0030010
129216018	GO:0030010
129216018	GO:0030111
129216018	GO:0030295
129216018	GO:0042593
129216018	GO:1901610
129216020	GO:2001268
129216023	GO:0005085
129216023	GO:0035025
129216027	GO:0030431
129216027	GO:0032222
129216027	GO:1903818
129216029	GO:0030431
129216029	GO:0032222
129216029	GO:1903818
129216033	GO:0038023
129216034	GO:0005085
129216034	GO:0005515
129216034	GO:0005543
129216034	GO:0032012
129216040	GO:0000978
129216040	GO:0001228
129216040	GO:0005634
129216040	GO:0006357
129216041	GO:0003676
129216041	GO:0003899
129216041	GO:0003899
129216041	GO:0005736
129216041	GO:0006351
129216041	GO:0006351
129216041	GO:0006363
129216041	GO:0008270
129216044	GO:0005085
129216044	GO:0005509
129216044	GO:0005515
129216044	GO:0035025
129216047	GO:0000179
129216047	GO:0000179
129216047	GO:0005759
129216047	GO:0031167
129216048	GO:0005634
129216048	GO:0005737
129216048	GO:0008017
129216049	GO:0003676
129216049	GO:0004523
129216049	GO:0004523
129216049	GO:0043137
129216050	GO:0004609
129216050	GO:0004609
129216050	GO:0005739
129216050	GO:0005739
129216050	GO:0006646
129216055	GO:0004672
129216055	GO:0005524
129216055	GO:0006468
129216055	GO:0007283
129216057	GO:0008320
129216057	GO:0030943
129216057	GO:0042721
129216057	GO:0045039
129216058	GO:0000146
129216058	GO:0005524
129216058	GO:0005737
129216058	GO:0005886
129216058	GO:0005902
129216058	GO:0007015
129216058	GO:0015629
129216058	GO:0016459
129216058	GO:0030050
129216058	GO:0031982
129216058	GO:0051015
129216060	GO:0005576
129216060	GO:0016651
129216063	GO:0005506
129216063	GO:0005737
129216063	GO:0006449
129216063	GO:0019511
129216063	GO:0031418
129216063	GO:0031543
129216064	GO:0004683
129216064	GO:0005516
129216064	GO:0005524
129216064	GO:0006468
129216067	GO:0004499
129216067	GO:0050660
129216067	GO:0050661
129216070	GO:0004115
129216070	GO:0004118
129216070	GO:0005634
129216070	GO:0005741
129216070	GO:0005743
129216070	GO:0005759
129216070	GO:0005829
129216070	GO:0010628
129216070	GO:0010754
129216070	GO:0010821
129216070	GO:0019933
129216070	GO:0019934
129216070	GO:0042803
129216070	GO:0043951
129216070	GO:0046069
129216070	GO:0047555
129216070	GO:0048471
129216070	GO:0097060
129216071	GO:0097602
129216071	GO:2000060
129216074	GO:0005509
129216075	GO:0016020
129216075	GO:0016020
129216075	GO:0035725
129216076	GO:0006886
129216076	GO:0030117
129216076	GO:0030122
129216076	GO:0030122
129216076	GO:0035615
129216076	GO:0035615
129216076	GO:0072583
129216076	GO:0072583
129216077	GO:0005783
129216077	GO:0005789
129216079	GO:0005483
129216079	GO:0005774
129216079	GO:0006886
129216079	GO:0019905
129216079	GO:0031201
129216081	GO:0000139
129216081	GO:0005537
129216081	GO:0005789
129216081	GO:0005793
129216081	GO:0006888
129216081	GO:0007029
129216081	GO:0007030
129216081	GO:0030134
129216082	GO:0003682
129216082	GO:0005515
129216082	GO:0005737
129216084	GO:0005452
129216084	GO:0005452
129216084	GO:0005886
129216084	GO:0006820
129216084	GO:0006820
129216084	GO:0008509
129216084	GO:0008510
129216084	GO:0015701
129216084	GO:0051453
129216084	GO:0055085
129216085	GO:0016491
129216090	GO:0005739
129216090	GO:0016818
129216091	GO:0004613
129216091	GO:0004613
129216091	GO:0005525
129216091	GO:0005525
129216091	GO:0005829
129216091	GO:0006094
129216091	GO:0006094
129216091	GO:0019543
129216091	GO:0030145
129216091	GO:0032869
129216091	GO:0042594
129216091	GO:0046327
129216091	GO:0070365
129216091	GO:0071333
129216091	GO:0071549
129216092	GO:0005789
129216092	GO:0009922
129216092	GO:0009922
129216092	GO:0019367
129216092	GO:0030148
129216092	GO:0034625
129216092	GO:0034626
129216092	GO:0042761
129216093	GO:0005049
129216093	GO:0005635
129216093	GO:0005829
129216093	GO:0006606
129216093	GO:0006611
129216093	GO:0031267
129216096	GO:0005524
129216096	GO:0005737
129216096	GO:0016301
129216097	GO:0000381
129216097	GO:0003729
129216097	GO:0005634
129216099	GO:0003924
129216099	GO:0005525
129216099	GO:0005525
129216099	GO:0005794
129216099	GO:0006886
129216099	GO:0033365
129216099	GO:0043001
129216100	GO:0000298
129216100	GO:0005634
129216100	GO:0005737
129216100	GO:0008486
129216100	GO:0034431
129216100	GO:0034432
129216100	GO:0071543
129216100	GO:1901907
129216100	GO:1901909
129216100	GO:1901911
129216102	GO:0000122
129216102	GO:0005634
129216102	GO:0005737
129216102	GO:0030154
129216102	GO:0032922
129216102	GO:0046983
129216102	GO:0140110
129216103	GO:0005515
129216105	GO:0003682
129216105	GO:0003688
129216105	GO:0003697
129216105	GO:0003887
129216105	GO:0003887
129216105	GO:0005658
129216105	GO:0006260
129216105	GO:0006272
129216105	GO:0006273
129216105	GO:0017076
129216105	GO:0019103
129216105	GO:1902975
129216105	GO:1902975
129216106	GO:0005815
129216106	GO:0005881
129216106	GO:0031110
129216106	GO:0035371
129216106	GO:0051010
129216106	GO:0051225
129216106	GO:0051233
129216106	GO:1904825
129216115	GO:0003677
