107443719	GO:0005509,GO:0005743,GO:0030003,GO:0043022
107446790	GO:0005739,GO:0006631,GO:0019166
107446791	GO:0005515,GO:0031080
107436991	GO:0003729,GO:0003735,GO:0003735,GO:0005840,GO:0005840,GO:0006412,GO:0006412,GO:0022627
107456594	GO:0005768,GO:0006886,GO:0006886
107456595	GO:0003995,GO:0050660
107436993	GO:0000993,GO:0031124
107456596	GO:0005576,GO:0008061
107446795	GO:0005737,GO:0006508,GO:0006508,GO:0009636,GO:0043418,GO:0070005,GO:0070005
107436995	GO:0003729,GO:0005634,GO:0005737,GO:1990904
107456598	GO:0030515,GO:0031428,GO:0032040
107436996	GO:0000455,GO:0003723,GO:0009982,GO:0009982
107436997	GO:0004733,GO:0004733,GO:0008615,GO:0008615,GO:0010181,GO:0010181,GO:0042823
107446798	GO:0017171
107436998	GO:0005524,GO:0005829,GO:0005832,GO:0005832,GO:0006457,GO:0006457,GO:0016887,GO:0051082,GO:0051082,GO:0140662,GO:0140662
107446799	GO:0004222,GO:0004222,GO:0006508,GO:0008270,GO:0016020
107443720	GO:0004725,GO:0004725,GO:0005216,GO:0005634,GO:0005829,GO:0005886,GO:0006470,GO:0006470,GO:0006811,GO:0008285,GO:0016314,GO:0042995,GO:0043491,GO:0046856,GO:0048870,GO:0051896,GO:0055085
107453523	GO:0015232,GO:0016020,GO:0020037,GO:0055085,GO:0097037
107443723	GO:0004252,GO:0006508
107453524	GO:0001671,GO:0008198,GO:0032781
107453525	GO:0005249,GO:0005249,GO:0008076,GO:0016020,GO:0016020,GO:0071805
107443728	GO:0043130
107453529	GO:0016020,GO:0033180,GO:0046961,GO:1902600
107453531	GO:0035091
107443732	GO:0000014,GO:0000110,GO:0000712,GO:0000724,GO:0003684,GO:0003697,GO:1901255
107443733	GO:0003677,GO:0003904,GO:0005634,GO:0005737,GO:0032922,GO:0043153,GO:0071949
107443734	GO:0004090
107443735	GO:0005886,GO:0043652,GO:0070782,GO:1902742
107443736	GO:0004169,GO:0005783,GO:0016020,GO:0035269
107443738	GO:0005634,GO:0006357,GO:0016538
107443739	GO:0005262,GO:0005886,GO:0006874,GO:0008273,GO:0070588
107457100	GO:0016020
107457101	GO:0005739,GO:0008270,GO:0036132
107447300	GO:0004222,GO:0006508
107457102	GO:0003676,GO:0005737,GO:0006308,GO:0008296
107437500	GO:0004362,GO:0004791,GO:0005739,GO:0005829,GO:0006749,GO:0034599,GO:0045454,GO:0050660,GO:0050660
107447301	GO:0016020,GO:0030246
107457103	GO:0000122,GO:0016251,GO:0017025,GO:0017054,GO:0046982,GO:0051123
107437501	GO:0000139,GO:0003868,GO:0003868,GO:0005789,GO:0006572
107447302	GO:0005515,GO:0005829,GO:0022008
107437502	GO:0000462,GO:0005515,GO:0005730,GO:0032040
