HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0021744	jg41677.t1	129217417	XM_054851715	GO:0005739 [Name: mitochondrion]; GO:0004303 [Name: estradiol 17-beta-dehydrogenase activity]; GO:0006631 [Name: fatty acid metabolic process]; GO:0008209 [Name: androgen metabolic process]; GO:0008210 [Name: estrogen metabolic process]	3-hydroxyacyl-CoA dehydrogenase type-2-like
N5.HOG0025278	GJZJ01055714.1	129219900	XM_054854215	GO:0043130 [Name: ubiquitin binding]; GO:0071797 [Name: LUBAC complex]; GO:0043161 [Name: proteasome-mediated ubiquitin-dependent protein catabolic process]; GO:0097039 [Name: protein linear polyubiquitination]; GO:0004842 [Name: ubiquitin-protein transferase activity]	uncharacterized LOC129219900
N5.HOG0025279	jg9274.t1	129219900	XM_054854215	GO:0043130 [Name: ubiquitin binding]; GO:0071797 [Name: LUBAC complex]; GO:0043161 [Name: proteasome-mediated ubiquitin-dependent protein catabolic process]; GO:0097039 [Name: protein linear polyubiquitination]; GO:0004842 [Name: ubiquitin-protein transferase activity]	uncharacterized LOC129219900
N5.HOG0025597	jg18420.t1	129218670	XM_054852991	-	uncharacterized LOC129218670
N5.HOG0026858	jg27039.t1	129223269	XM_054857838	GO:0033540 [Name: fatty acid beta-oxidation using acyl-CoA oxidase]; GO:0005777 [Name: peroxisome]; GO:0005504 [Name: fatty acid binding]; GO:0071949 [Name: FAD binding]; GO:0055088 [Name: lipid homeostasis]; GO:0016402 [Name: pristanoyl-CoA oxidase activity]	peroxisomal acyl-coenzyme A oxidase 3-like
N5.HOG0026858	GJZJ01176354.1	129223269	XM_054857838	GO:0033540 [Name: fatty acid beta-oxidation using acyl-CoA oxidase]; GO:0005777 [Name: peroxisome]; GO:0005504 [Name: fatty acid binding]; GO:0071949 [Name: FAD binding]; GO:0055088 [Name: lipid homeostasis]; GO:0016402 [Name: pristanoyl-CoA oxidase activity]	peroxisomal acyl-coenzyme A oxidase 3-like
N5.HOG0027025	GJZJ01023934.1	129224223	XM_054858646	GO:0005524 [Name: ATP binding]; GO:0005007 [Name: fibroblast growth factor-activated receptor activity]; GO:0033674 [Name: positive regulation of kinase activity]; GO:0006468 [Name: protein phosphorylation]; GO:0008543 [Name: fibroblast growth factor receptor signaling pathway]; GO:0043235 [Name: receptor complex]; GO:0007275 [Name: multicellular organism development]; GO:0016020 [Name: membrane]; GO:0008284 [Name: positive regulation of cell proliferation]	fibroblast growth factor receptor 4-like
N5.HOG0027025	jg29421.t1	129224223	XM_054858646	GO:0005524 [Name: ATP binding]; GO:0005007 [Name: fibroblast growth factor-activated receptor activity]; GO:0033674 [Name: positive regulation of kinase activity]; GO:0006468 [Name: protein phosphorylation]; GO:0008543 [Name: fibroblast growth factor receptor signaling pathway]; GO:0043235 [Name: receptor complex]; GO:0007275 [Name: multicellular organism development]; GO:0016020 [Name: membrane]; GO:0008284 [Name: positive regulation of cell proliferation]	fibroblast growth factor receptor 4-like
N5.HOG0027035	GJZJ01159469.1	129224223	XM_054858646	GO:0005524 [Name: ATP binding]; GO:0005007 [Name: fibroblast growth factor-activated receptor activity]; GO:0033674 [Name: positive regulation of kinase activity]; GO:0006468 [Name: protein phosphorylation]; GO:0008543 [Name: fibroblast growth factor receptor signaling pathway]; GO:0043235 [Name: receptor complex]; GO:0007275 [Name: multicellular organism development]; GO:0016020 [Name: membrane]; GO:0008284 [Name: positive regulation of cell proliferation]	fibroblast growth factor receptor 4-like
N5.HOG0027314	GJZJ01053455.1	129225789	XM_054860299	GO:0031012 [Name: extracellular matrix]; GO:0007155 [Name: cell adhesion]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]	spondin-1-like
N5.HOG0027314	jg4613.t1	129225638	XM_054860106	GO:0031012 [Name: extracellular matrix]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]; GO:0007155 [Name: cell adhesion]	spondin-1-like
N5.HOG0027314	GJZJ01202068.1	129225638	XM_054860106	GO:0031012 [Name: extracellular matrix]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]; GO:0007155 [Name: cell adhesion]	spondin-1-like
N5.HOG0028049	GJZJ01073081.1	129220468	XR_008580471	GO:0005615 [Name: extracellular space]; GO:0005102 [Name: receptor binding]; GO:0007399 [Name: nervous system development]; GO:0048513 [Name: animal organ development]; GO:0035556 [Name: intracellular signal transduction]	pro-neuregulin-2, membrane-bound isoform-like
N5.HOG0028049	jg12904.t1	129220468	XM_054854887	GO:0005615 [Name: extracellular space]; GO:0005102 [Name: receptor binding]; GO:0007399 [Name: nervous system development]; GO:0048513 [Name: animal organ development]; GO:0035556 [Name: intracellular signal transduction]	pro-neuregulin-2, membrane-bound isoform-like
N5.HOG0028321	jg15006.t1	129231267	XM_054865550	GO:0008270 [Name: zinc ion binding]; GO:0030371 [Name: translation repressor activity]; GO:0003730 [Name: mRNA 3'-UTR binding]; GO:0017148 [Name: negative regulation of translation]; GO:0005515 [Name: protein binding]	B-box type zinc finger protein ncl-1-like
N5.HOG0028637	GJZJ01172814.1	129224763	XM_054859311	GO:0005737 [Name: cytoplasm]; GO:0034751 [Name: aryl hydrocarbon receptor complex]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0046983 [Name: protein dimerization activity]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0005634 [Name: nucleus]; GO:0005667 [Name: transcription factor complex]	hypoxia-inducible factor 1-alpha-like
N5.HOG0028637	jg30168.t1	129224763	XM_054859311	GO:0005737 [Name: cytoplasm]; GO:0034751 [Name: aryl hydrocarbon receptor complex]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0046983 [Name: protein dimerization activity]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0005634 [Name: nucleus]; GO:0005667 [Name: transcription factor complex]	hypoxia-inducible factor 1-alpha-like
N5.HOG0029990	jg32629.t1	129233139	XM_054867202	GO:0004252 [Name: serine-type endopeptidase activity]; GO:0006508 [Name: proteolysis]	clotting factor G beta subunit-like
N5.HOG0029990	GJZJ01019265.1	129233139	XM_054867202	GO:0004252 [Name: serine-type endopeptidase activity]; GO:0006508 [Name: proteolysis]	clotting factor G beta subunit-like
N5.HOG0029997	GJZJ01086311.1	129218245	XM_054852469	GO:0072669 [Name: tRNA-splicing ligase complex]	protein FAM98A-like
N5.HOG0030300	GJZJ01050532.1	129225436	XM_054859919	GO:0004713 [Name: protein tyrosine kinase activity]; GO:0030154 [Name: cell differentiation]; GO:0005524 [Name: ATP binding]; GO:0006468 [Name: protein phosphorylation]; GO:0007169 [Name: transmembrane receptor protein tyrosine kinase signaling pathway]; GO:0031234 [Name: extrinsic component of cytoplasmic side of plasma membrane]; GO:0045087 [Name: innate immune response]; GO:0005102 [Name: receptor binding]	Tyrosine-protein kinase Src64B
N5.HOG0030307	jg19146.t1	129219340	XM_054853704	GO:0003924 [Name: GTPase activity]; GO:0005525 [Name: GTP binding]; GO:0007264 [Name: small GTPase mediated signal transduction]	ras-like GTP-binding protein RHO
N5.HOG0030307	GJZJ01079269.1	129219340	XM_054853704	GO:0003924 [Name: GTPase activity]; GO:0005525 [Name: GTP binding]; GO:0007264 [Name: small GTPase mediated signal transduction]	ras-like GTP-binding protein RHO
N5.HOG0030670	jg8398.t1	129228696	XM_054863380	GO:0005515 [Name: protein binding]; GO:0015347 [Name: sodium-independent organic anion transmembrane transporter activity]; GO:0043252 [Name: sodium-independent organic anion transport]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	solute carrier organic anion transporter family member 4A1-like
N5.HOG0030671	GJZJ01203861.1	129228696	XM_054863380	GO:0005515 [Name: protein binding]; GO:0015347 [Name: sodium-independent organic anion transmembrane transporter activity]; GO:0043252 [Name: sodium-independent organic anion transport]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	solute carrier organic anion transporter family member 4A1-like
N5.HOG0030746	GJZJ01190265.1	129216517	XM_054850732	GO:0005634 [Name: nucleus]; GO:0003677 [Name: DNA binding]	tigger transposable element-derived protein 4-like
N5.HOG0030746	GJZJ01190265.1	129216018	XM_054850155	GO:0042593 [Name: glucose homeostasis]; GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]; GO:0006468 [Name: protein phosphorylation]; GO:0006974 [Name: cellular response to DNA damage stimulus]; GO:0030295 [Name: protein kinase activator activity]; GO:0030111 [Name: regulation of Wnt signaling pathway]; GO:1901610 [Name: positive regulation of vesicle transport along microtubule]; GO:0030010 [Name: establishment of cell polarity]; GO:0001558 [Name: regulation of cell growth]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0005524 [Name: ATP binding]	serine/threonine-protein kinase STK11-like
N5.HOG0031209	GJZJ01117384.1	129221871	XM_054856234	GO:0003985 [Name: acetyl-CoA C-acetyltransferase activity]; GO:0006635 [Name: fatty acid beta-oxidation]	acetyl-CoA acetyltransferase A, mitochondrial-like
N5.HOG0031271	GJZJ01061212.1	129223983	XM_054858373	GO:0007165 [Name: signal transduction]; GO:0005515 [Name: protein binding]	formin-binding protein 1-like Cip4
N5.HOG0031533	jg8875.t1	129219758	XM_054854051	GO:0006338 [Name: chromatin remodeling]; GO:0090537 [Name: CERF complex]	chromatin remodeling regulator CECR2-like
N5.HOG0031533	GJZJ01045290.1	129219758	XM_054854051	GO:0006338 [Name: chromatin remodeling]; GO:0090537 [Name: CERF complex]	chromatin remodeling regulator CECR2-like
N5.HOG0031796	GJZJ01089552.1	129229952	XM_054864335	GO:0003919 [Name: FMN adenylyltransferase activity]; GO:0006747 [Name: FAD biosynthetic process]	FAD synthase-like
N5.HOG0032955	GJZJ01137639.1	129220397	XM_054854814	GO:0005737 [Name: cytoplasm]; GO:0036211 [Name: protein modification process]; GO:0004719 [Name: protein-L-isoaspartate (D-aspartate) O-methyltransferase activity]	uncharacterized LOC129220397
N5.HOG0032955	GJZJ01017853.1	129220397	XM_054854814	GO:0005737 [Name: cytoplasm]; GO:0036211 [Name: protein modification process]; GO:0004719 [Name: protein-L-isoaspartate (D-aspartate) O-methyltransferase activity]	uncharacterized LOC129220397
N5.HOG0034079	GJZJ01021980.1	129227739	XM_054862347	-	Actin-related protein 1
N5.HOG0034079	GJZJ01021980.1	129234279	XM_054868275	GO:0003712 [Name: transcription cofactor activity]; GO:0016592 [Name: mediator complex]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	mediator complex subunit 21
N5.HOG0034643	GJZJ01131087.1	129228045	XM_054862675	GO:0005737 [Name: cytoplasm]; GO:0007165 [Name: signal transduction]	14-3-3 protein epsilon
N5.HOG0034845	GJZJ01009614.1	129218819	XM_054853141	-	uncharacterized LOC129218819
N5.HOG0034845	jg17006.t1	129218819	XM_054853141	-	uncharacterized LOC129218819
N5.HOG0035032	jg34471.t2	129235249	XM_054868958	GO:0005524 [Name: ATP binding]; GO:0007254 [Name: JNK cascade]; GO:0004705 [Name: JUN kinase activity]; GO:0005634 [Name: nucleus]; GO:0006468 [Name: protein phosphorylation]; GO:0005737 [Name: cytoplasm]	stress-activated protein kinase JNK-like
N5.HOG0035167	jg34152.t1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035167	jg34155.t1	129217079	XM_054851328	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035169	GJZJ01112221.1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035170	GJZJ01170629.1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035302	jg44494.t1	129229580	XM_054863916	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]	Krueppel-like factor 13
N5.HOG0035952	GJZJ01103488.1	129232115	XM_054866357	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0035076 [Name: ecdysone receptor-mediated signaling pathway]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0004879 [Name: RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding]; GO:0008270 [Name: zinc ion binding]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0035100 [Name: ecdysone binding]; GO:0005634 [Name: nucleus]; GO:0030154 [Name: cell differentiation]	ecdysone receptor-like
N5.HOG0035956	jg26060.t1	129232115	XM_054866357	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0035076 [Name: ecdysone receptor-mediated signaling pathway]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0004879 [Name: RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding]; GO:0008270 [Name: zinc ion binding]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0035100 [Name: ecdysone binding]; GO:0005634 [Name: nucleus]; GO:0030154 [Name: cell differentiation]	ecdysone receptor-like
N5.HOG0036187	GJZJ01065185.1	129231246	XM_054865524	GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]	huntingtin-like
N5.HOG0036191	jg14676.t1	129231246	XM_054865524	GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]	huntingtin-like
N5.HOG0036200	GJZJ01254282.1	129231247	XM_054865525	-	coiled-coil domain-containing protein 134-like
N5.HOG0036200	GJZJ01254282.1	129231246	XM_054865524	GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]	huntingtin-like
N5.HOG0036254	GJZJ01054274.1	129223783	XM_054858144	GO:0006412 [Name: translation]; GO:0003735 [Name: structural constituent of ribosome]; GO:0005840 [Name: ribosome]; GO:0005515 [Name: protein binding]; GO:0022627 [Name: cytosolic small ribosomal subunit]	FAU ubiquitin-like and ribosomal protein S30
N5.HOG0036254	GJZJ01264036.1	129234264	XM_054868258	GO:0022627 [Name: cytosolic small ribosomal subunit]; GO:0005515 [Name: protein binding]; GO:0006412 [Name: translation]; GO:0003735 [Name: structural constituent of ribosome]; GO:0005840 [Name: ribosome]	FAU ubiquitin-like and ribosomal protein S30
N5.HOG0036458	GJZJ01112316.1	129229447	XM_054863755	GO:0005737 [Name: cytoplasm]; GO:0005911 [Name: cell-cell junction]; GO:0045216 [Name: cell-cell junction organization]; GO:0098609 [Name: cell-cell adhesion]; GO:2001046 [Name: positive regulation of integrin-mediated signaling pathway]; GO:0005925 [Name: focal adhesion]; GO:1900026 [Name: positive regulation of substrate adhesion-dependent cell spreading]	paxillin-like
N5.HOG0036458	jg41731.t1	129229447	XM_054863755	GO:0005737 [Name: cytoplasm]; GO:0005911 [Name: cell-cell junction]; GO:0045216 [Name: cell-cell junction organization]; GO:0098609 [Name: cell-cell adhesion]; GO:2001046 [Name: positive regulation of integrin-mediated signaling pathway]; GO:0005925 [Name: focal adhesion]; GO:1900026 [Name: positive regulation of substrate adhesion-dependent cell spreading]	paxillin-like
N5.HOG0036747	jg29015.t1	129220821	XM_054855255	GO:0005215 [Name: transporter activity]; GO:0006810 [Name: transport]	transmembrane protein 184B-like
N5.HOG0036747	GJZJ01017265.1	129220821	XM_054855255	GO:0005215 [Name: transporter activity]; GO:0006810 [Name: transport]	transmembrane protein 184B-like
N5.HOG0037023	GJZJ01179011.1	129216945	XM_054851165	GO:0005737 [Name: cytoplasm]; GO:0008146 [Name: sulfotransferase activity]; GO:0051923 [Name: sulfation]	sulfotransferase 1B1-like
N5.HOG0037747	GJZJ01063972.1	129218101	XM_054852296	GO:0019901 [Name: protein kinase binding]; GO:0005634 [Name: nucleus]; GO:0007165 [Name: signal transduction]; GO:0005737 [Name: cytoplasm]; GO:0031588 [Name: nucleotide-activated protein kinase complex]	5'-AMP-activated protein kinase subunit beta-1-like
N5.HOG0037873	GJZJ01195231.1	129234290	XM_054868285	GO:0000462 [Name: maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)]; GO:0030686 [Name: 90S preribosome]; GO:0045943 [Name: positive regulation of transcription from RNA polymerase I promoter]; GO:0034455 [Name: t-UTP complex]; GO:0030515 [Name: snoRNA binding]; GO:0032040 [Name: small-subunit processome]	HEAT repeat containing 1 homolog l(2)k09022
N5.HOG0038057	jg16410.t1	129218449	XM_054852724	-	protein SERAC1-like
N5.HOG0038057	GJZJ01215044.1	129218449	XM_054852724	-	protein SERAC1-like
N5.HOG0038243	GJZJ01074287.1	129221524	XM_054856016	GO:0030162 [Name: regulation of proteolysis]; GO:0031625 [Name: ubiquitin protein ligase binding]; GO:0005737 [Name: cytoplasm]; GO:0043161 [Name: proteasome-mediated ubiquitin-dependent protein catabolic process]; GO:0005634 [Name: nucleus]	protein roadkill-like
N5.HOG0038423	GJZJ01201688.1	129225628	XM_054860095	GO:0046513 [Name: ceramide biosynthetic process]; GO:0005764 [Name: lysosome]; GO:0006685 [Name: sphingomyelin catabolic process]; GO:0061750 [Name: acid sphingomyelin phosphodiesterase activity]	sphingomyelin phosphodiesterase-like
N5.HOG0040178	GJZJ01129161.1	129234511	XM_054868520	GO:0005515 [Name: protein binding]; GO:0019005 [Name: SCF ubiquitin ligase complex]; GO:0031146 [Name: SCF-dependent proteasomal ubiquitin-dependent protein catabolic process]	uncharacterized LOC129234511
N5.HOG0040178	GJZJ01179644.1	129234511	XM_054868520	GO:0005515 [Name: protein binding]; GO:0019005 [Name: SCF ubiquitin ligase complex]; GO:0031146 [Name: SCF-dependent proteasomal ubiquitin-dependent protein catabolic process]	uncharacterized LOC129234511
N5.HOG0040178	GJZJ01179644.1	129231632	XM_054865999	GO:0019786 [Name: Atg8-specific protease activity]	cysteine protease ATG4B-like
N5.HOG0040178	jg25775.t1	129234511	XM_054868520	GO:0005515 [Name: protein binding]; GO:0019005 [Name: SCF ubiquitin ligase complex]; GO:0031146 [Name: SCF-dependent proteasomal ubiquitin-dependent protein catabolic process]	uncharacterized LOC129234511
N5.HOG0041096	jg29146.t1	129224157	XM_054858573	GO:0000930 [Name: gamma-tubulin complex]; GO:0031122 [Name: cytoplasmic microtubule organization]; GO:0051225 [Name: spindle assembly]; GO:0051321 [Name: meiotic cell cycle]; GO:0043015 [Name: gamma-tubulin binding]; GO:0051011 [Name: microtubule minus-end binding]; GO:0000923 [Name: equatorial microtubule organizing center]; GO:0007020 [Name: microtubule nucleation]; GO:0005813 [Name: centrosome]; GO:0000278 [Name: mitotic cell cycle]; GO:0000922 [Name: spindle pole]	gamma-tubulin complex component 6-like
N5.HOG0041097	GJZJ01188075.1	129224157	XM_054858573	GO:0000930 [Name: gamma-tubulin complex]; GO:0031122 [Name: cytoplasmic microtubule organization]; GO:0051225 [Name: spindle assembly]; GO:0051321 [Name: meiotic cell cycle]; GO:0043015 [Name: gamma-tubulin binding]; GO:0051011 [Name: microtubule minus-end binding]; GO:0000923 [Name: equatorial microtubule organizing center]; GO:0007020 [Name: microtubule nucleation]; GO:0005813 [Name: centrosome]; GO:0000278 [Name: mitotic cell cycle]; GO:0000922 [Name: spindle pole]	gamma-tubulin complex component 6-like
N5.HOG0041097	jg29144.t1	129224157	XM_054858573	GO:0000930 [Name: gamma-tubulin complex]; GO:0031122 [Name: cytoplasmic microtubule organization]; GO:0051225 [Name: spindle assembly]; GO:0051321 [Name: meiotic cell cycle]; GO:0043015 [Name: gamma-tubulin binding]; GO:0051011 [Name: microtubule minus-end binding]; GO:0000923 [Name: equatorial microtubule organizing center]; GO:0007020 [Name: microtubule nucleation]; GO:0005813 [Name: centrosome]; GO:0000278 [Name: mitotic cell cycle]; GO:0000922 [Name: spindle pole]	gamma-tubulin complex component 6-like
N5.HOG0041159	GJZJ01134707.1	129224730	XM_054859279	GO:0005524 [Name: ATP binding]; GO:0004672 [Name: protein kinase activity]; GO:0006468 [Name: protein phosphorylation]	dual specificity mitogen-activated protein kinase kinase 1-like
N5.HOG0041303	GJZJ01032899.1	129223821	XM_054858180	GO:0031369 [Name: translation initiation factor binding]; GO:0003729 [Name: mRNA binding]; GO:0006413 [Name: translational initiation]; GO:0001732 [Name: formation of cytoplasmic translation initiation complex]; GO:0001731 [Name: formation of translation preinitiation complex]; GO:0003743 [Name: translation initiation factor activity]; GO:0005850 [Name: eukaryotic translation initiation factor 2 complex]	eukaryotic translation initiation factor 2 subunit beta
N5.HOG0041381	jg13172.t1	129227677	XM_054862270	GO:0004843 [Name: thiol-dependent ubiquitin-specific protease activity]; GO:0016579 [Name: protein deubiquitination]; GO:0005737 [Name: cytoplasm]; GO:0006511 [Name: ubiquitin-dependent protein catabolic process]	ubiquitin carboxyl-terminal hydrolase isozyme L3-like
N5.HOG0041381	GJZJ01140923.1	129227677	XM_054862270	GO:0004843 [Name: thiol-dependent ubiquitin-specific protease activity]; GO:0016579 [Name: protein deubiquitination]; GO:0005737 [Name: cytoplasm]; GO:0006511 [Name: ubiquitin-dependent protein catabolic process]	ubiquitin carboxyl-terminal hydrolase isozyme L3-like
N5.HOG0041449	GJZJ01194342.1	129216205	XM_054850390	GO:0005886 [Name: plasma membrane]; GO:0019905 [Name: syntaxin binding]; GO:0006904 [Name: vesicle docking involved in exocytosis]; GO:0007269 [Name: neurotransmitter secretion]; GO:0030141 [Name: secretory granule]; GO:0006886 [Name: intracellular protein transport]; GO:0016192 [Name: vesicle-mediated transport]	Syntaxin-binding protein Rop
N5.HOG0041541	GJZJ01165845.1	129219436	XM_054853832	GO:0046872 [Name: metal ion binding]; GO:0005634 [Name: nucleus]; GO:0006397 [Name: mRNA processing]; GO:0003723 [Name: RNA binding]	RNA-binding protein 26-like
N5.HOG0041541	jg22943.t1	129222231	XM_054856709	GO:0006397 [Name: mRNA processing]; GO:0046872 [Name: metal ion binding]; GO:0003723 [Name: RNA binding]; GO:0005634 [Name: nucleus]	RNA-binding protein 26-like
