GO.ID	Description	p.Val
GO:0004484	mRNA guanylyltransferase activity	0.0034
GO:0140818	mRNA 5'-triphosphate monophosphatase activity	0.0034
GO:0034450	ubiquitin-ubiquitin ligase activity	0.0097
GO:0000298	endopolyphosphatase activity	0.0097
GO:0004197	cysteine-type endopeptidase activity	0.0125
GO:0043130	ubiquitin binding	0.0151
GO:0031625	ubiquitin protein ligase binding	0.0287
GO:0005096	GTPase activator activity	0.0409
GO:0061750	acid sphingomyelin phosphodiesterase activity	0.0581
GO:0019948	SUMO activating enzyme activity	0.0581
GO:0004132	dCMP deaminase activity	0.0581
GO:0004660	protein farnesyltransferase activity	0.0581
GO:0004105	choline-phosphate cytidylyltransferase activity	0.0581
GO:0070300	phosphatidic acid binding	0.0581
GO:0042834	peptidoglycan binding	0.0581
GO:0032216	glucosaminyl-phosphatidylinositol O-acyltransferase activity	0.0581
GO:0044548	S100 protein binding	0.0581
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	0.0581
GO:0005111	type 2 fibroblast growth factor receptor binding	0.0581
GO:0051059	NF-kappaB binding	0.0581
GO:0004512	inositol-3-phosphate synthase activity	0.0581
GO:0050178	phenylpyruvate tautomerase activity	0.0581
GO:0008330	protein tyrosine/threonine phosphatase activity	0.0581
GO:0008897	holo-[acyl-carrier-protein] synthase activity	0.0581
GO:0015254	glycerol channel activity	0.0581
GO:0005105	type 1 fibroblast growth factor receptor binding	0.0581
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	0.0581
GO:0004483	methyltransferase cap1 activity	0.0581
GO:0008934	inositol monophosphate 1-phosphatase activity	0.0581
GO:0003887	DNA-directed DNA polymerase activity	0.0581
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	0.0581
GO:0016430	tRNA (adenine-N6)-methyltransferase activity	0.0581
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	0.0581
GO:0051787	misfolded protein binding	0.0745
GO:0008017	microtubule binding	0.0746
GO:0030515	snoRNA binding	0.0922
GO:0050661	NADP binding	0.1110
GO:0004707	MAP kinase activity	0.1122
GO:0048185	activin binding	0.1128
GO:0004705	JUN kinase activity	0.1128
GO:0017002	activin receptor activity	0.1128
GO:0015385	sodium:proton antiporter activity	0.1128
GO:0004662	CAAX-protein geranylgeranyltransferase activity	0.1128
GO:0019786	protein-phosphatidylethanolamide deconjugating activity	0.1128
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	0.1128
GO:0004557	alpha-galactosidase activity	0.1128
GO:2001069	glycogen binding	0.1128
GO:1902387	ceramide 1-phosphate binding	0.1128
GO:1902388	ceramide 1-phosphate transfer activity	0.1128
GO:0031210	phosphatidylcholine binding	0.1128
GO:0004749	ribose phosphate diphosphokinase activity	0.1128
GO:0005215	transporter activity	0.1165
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	0.1295
GO:0003714	transcription corepressor activity	0.1307
GO:0003684	damaged DNA binding	0.1307
GO:0003743	translation initiation factor activity	0.1598
GO:0008157	protein phosphatase 1 binding	0.1643
GO:0061608	nuclear import signal receptor activity	0.1643
GO:0008988	rRNA (adenine-N6-)-methyltransferase activity	0.1643
GO:0004499	N,N-dimethylaniline monooxygenase activity	0.1643
GO:0030620	U2 snRNA binding	0.1643
GO:0030619	U1 snRNA binding	0.1643
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	0.1643
GO:0015250	water channel activity	0.1643
GO:0030544	Hsp70 protein binding	0.1643
GO:0035252	UDP-xylosyltransferase activity	0.1643
GO:0003785	actin monomer binding	0.1643
GO:0003729	mRNA binding	0.1699
GO:0005515	protein binding	0.1830
GO:0000166	nucleotide binding	0.2124
GO:0003777	microtubule motor activity	0.2129
GO:0043015	gamma-tubulin binding	0.2129
GO:0051011	microtubule minus-end binding	0.2129
GO:0051087	protein-folding chaperone binding	0.2136
GO:0019208	phosphatase regulator activity	0.2152
GO:0008061	chitin binding	0.2371
GO:0015631	tubulin binding	0.2546
GO:0030371	translation repressor activity	0.2587
GO:0005125	cytokine activity	0.2587
GO:0008270	zinc ion binding	0.2631
GO:0004857	enzyme inhibitor activity	0.2809
GO:0009982	pseudouridine synthase activity	0.3018
GO:0009922	fatty acid elongase activity	0.3018
GO:0008474	palmitoyl-(protein) hydrolase activity	0.3018
GO:0005524	ATP binding	0.3180
GO:0004843	cysteine-type deubiquitinase activity	0.3251
GO:0016791	phosphatase activity	0.3399
GO:0019905	syntaxin binding	0.3424
GO:0031624	ubiquitin conjugating enzyme binding	0.3424
GO:0070006	metalloaminopeptidase activity	0.3424
GO:0019901	protein kinase binding	0.3469
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	0.3469
GO:0035091	phosphatidylinositol binding	0.3683
GO:0004252	serine-type endopeptidase activity	0.3683
GO:0016787	hydrolase activity	0.3755
GO:0003730	mRNA 3'-UTR binding	0.3807
GO:0004867	serine-type endopeptidase inhibitor activity	0.3807
GO:0030276	clathrin binding	0.3807
GO:0030674	protein-macromolecule adaptor activity	0.3874
GO:0003676	nucleic acid binding	0.3962
