GO.ID	Description	p.Val
GO:0008036	diuretic hormone receptor activity	0.0015
GO:0031267	small GTPase binding	0.0076
GO:0017046	peptide hormone binding	0.0149
GO:0000400	four-way junction DNA binding	0.0200
GO:0050321	tau-protein kinase activity	0.0200
GO:0008528	G protein-coupled peptide receptor activity	0.0226
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	0.0357
GO:0005243	gap junction channel activity	0.0357
GO:0046935	1-phosphatidylinositol-3-kinase regulator activity	0.0361
GO:0004435	phosphatidylinositol-4,5-bisphosphate phospholipase C activity	0.0361
GO:0005506	iron ion binding	0.0431
GO:0038023	signaling receptor activity	0.0490
GO:0140358	P-type transmembrane transporter activity	0.0499
