GO.ID	Description	p.Val
GO:0043490	malate-aspartate shuttle	0.0029
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0083
GO:1990180	mitochondrial tRNA 3'-end processing	0.0083
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0083
GO:0051256	mitotic spindle midzone assembly	0.0083
GO:0015810	aspartate transmembrane transport	0.0083
GO:0008284	positive regulation of cell population proliferation	0.0101
GO:0006486	protein glycosylation	0.0199
GO:0032259	methylation	0.0251
GO:0036065	fucosylation	0.0256
GO:0090263	positive regulation of canonical Wnt signaling pathway	0.0257
GO:0048814	regulation of dendrite morphogenesis	0.0257
GO:0019509	L-methionine salvage from methylthioadenosine	0.0257
GO:0009435	NAD biosynthetic process	0.0372
GO:0015813	L-glutamate transmembrane transport	0.0372
GO:0000387	spliceosomal snRNP assembly	0.0427
GO:0006508	proteolysis	0.0479
GO:0035721	intraciliary retrograde transport	0.0503
GO:0043066	negative regulation of apoptotic process	0.0507
GO:0006325	chromatin organization	0.0515
GO:0008219	cell death	0.0534
GO:0010766	negative regulation of sodium ion transport	0.0535
GO:0046040	IMP metabolic process	0.0535
GO:2000812	regulation of barbed-end actin filament capping	0.0536
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	0.0536
GO:0036085	GDP-fucose import into Golgi lumen	0.0536
GO:0034462	small-subunit processome assembly	0.0536
GO:0019878	lysine biosynthetic process via aminoadipic acid	0.0536
GO:0090160	Golgi to lysosome transport	0.0536
GO:0070836	caveola assembly	0.0536
GO:0019481	L-alanine catabolic process, by transamination	0.0536
GO:0036261	7-methylguanosine cap hypermethylation	0.0536
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	0.0536
GO:0140206	dipeptide import across plasma membrane	0.0536
GO:2000042	negative regulation of double-strand break repair via homologous recombination	0.0536
GO:0019543	propionate catabolic process	0.0536
GO:0019547	arginine catabolic process to ornithine	0.0536
GO:0090222	centrosome-templated microtubule nucleation	0.0536
GO:0035965	cardiolipin acyl-chain remodeling	0.0536
