GO.ID	Term	Annotated	Significant	Expected	P_value
1	GO:0030154	cell differentiation	88	17	7.97	0.00026
2	GO:0045087	innate immune response	15	5	1.36	0.00569
3	GO:2000767	positive regulation of cytoplasmic translation	2	2	0.18	0.00817
4	GO:0010468	regulation of gene expression	390	51	35.31	0.01045
5	GO:0007165	signal transduction	328	53	29.7	0.01687
6	GO:0042981	regulation of apoptotic process	23	5	2.08	0.01811
7	GO:0007018	microtubule-based movement	26	6	2.35	0.01922
8	GO:0009755	hormone-mediated signaling pathway	3	2	0.27	0.02304
9	GO:0007179	transforming growth factor beta receptor signaling pathway	3	2	0.27	0.02304
10	GO:0018105	peptidyl-serine phosphorylation	13	4	1.18	0.02434
11	GO:0006468	protein phosphorylation	111	16	10.05	0.03473
12	GO:0032502	developmental process	149	30	13.49	0.03831
13	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	5	3	0.45	0.04303
14	GO:0007417	central nervous system development	7	3	0.63	0.04309
15	GO:0018107	peptidyl-threonine phosphorylation	4	2	0.36	0.04333
16	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	4	2	0.36	0.04333
17	GO:0018344	protein geranylgeranylation	4	2	0.36	0.04333
18	GO:0034244	negative regulation of transcription elongation by RNA polymerase II	4	2	0.36	0.04333
19	GO:0045944	positive regulation of transcription by RNA polymerase II	38	7	3.44	0.05066
20	GO:0006814	sodium ion transport	10	3	0.91	0.05453
21	GO:0009653	anatomical structure morphogenesis	44	10	3.98	0.05821
22	GO:0017157	regulation of exocytosis	9	3	0.81	0.06764
23	GO:0030509	BMP signaling pathway	11	3	1	0.06773
24	GO:0090090	negative regulation of canonical Wnt signaling pathway	5	2	0.45	0.06796
25	GO:0007268	chemical synaptic transmission	30	4	2.72	0.08798
26	GO:0016055	Wnt signaling pathway	18	5	1.63	0.08964
27	GO:0006449	regulation of translational termination	2	2	0.18	0.09021
28	GO:0035020	regulation of Rac protein signal transduction	1	1	0.09	0.09054
29	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	1	1	0.09	0.09054
30	GO:0051490	negative regulation of filopodium assembly	1	1	0.09	0.09054
31	GO:0051460	negative regulation of corticotropin secretion	1	1	0.09	0.09054
32	GO:0045905	positive regulation of translational termination	1	1	0.09	0.09054
33	GO:0007212	G protein-coupled dopamine receptor signaling pathway	1	1	0.09	0.09054
34	GO:0046103	inosine biosynthetic process	1	1	0.09	0.09054
35	GO:0043171	peptide catabolic process	1	1	0.09	0.09054
36	GO:0032873	negative regulation of stress-activated MAPK cascade	1	1	0.09	0.09054
37	GO:0008608	attachment of spindle microtubules to kinetochore	1	1	0.09	0.09054
38	GO:0032012	regulation of ARF protein signal transduction	1	1	0.09	0.09054
39	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	1	1	0.09	0.09054
40	GO:0006784	heme A biosynthetic process	1	1	0.09	0.09054
41	GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission	1	1	0.09	0.09054
42	GO:0034088	maintenance of mitotic sister chromatid cohesion	1	1	0.09	0.09054
43	GO:0043103	hypoxanthine salvage	1	1	0.09	0.09054
44	GO:0060169	negative regulation of adenosine receptor signaling pathway	1	1	0.09	0.09054
45	GO:0042264	peptidyl-aspartic acid hydroxylation	1	1	0.09	0.09054
46	GO:0007309	oocyte axis specification	1	1	0.09	0.09054
47	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	1	1	0.09	0.09054
48	GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	1	1	0.09	0.09054
