GO.ID	Term	Annotated	Significant	Expected	P_value
1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	21	9	5.51	0.0047
2	GO:0051603	proteolysis involved in protein catabolic process	44	19	11.56	0.0176
3	GO:0061709	reticulophagy	3	3	0.79	0.0180
4	GO:0000727	double-strand break repair via break-induced replication	3	3	0.79	0.0180
5	GO:0043153	entrainment of circadian clock by photoperiod	3	3	0.79	0.0180
6	GO:0030036	actin cytoskeleton organization	20	8	5.25	0.0186
7	GO:0016579	protein deubiquitination	9	6	2.36	0.0328
8	GO:0006457	protein folding	14	8	3.68	0.0417
9	GO:0032922	circadian regulation of gene expression	4	3	1.05	0.0579
10	GO:0006368	transcription elongation by RNA polymerase II	7	4	1.84	0.0685
11	GO:0006402	mRNA catabolic process	11	5	2.89	0.0685
12	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	2	0.53	0.0688
13	GO:0000423	mitophagy	2	2	0.53	0.0688
14	GO:0001755	neural crest cell migration	2	2	0.53	0.0688
15	GO:0090110	COPII-coated vesicle cargo loading	2	2	0.53	0.0688
16	GO:0048843	negative regulation of axon extension involved in axon guidance	2	2	0.53	0.0688
17	GO:0030335	positive regulation of cell migration	2	2	0.53	0.0688
18	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	2	2	0.53	0.0688
19	GO:0006183	GTP biosynthetic process	2	2	0.53	0.0688
20	GO:0010992	ubiquitin recycling	2	2	0.53	0.0688
21	GO:0055071	manganese ion homeostasis	2	2	0.53	0.0688
22	GO:0034727	piecemeal microautophagy of the nucleus	2	2	0.53	0.0688
23	GO:0071526	semaphorin-plexin signaling pathway	2	2	0.53	0.0688
24	GO:0006228	UTP biosynthetic process	2	2	0.53	0.0688
25	GO:0006241	CTP biosynthetic process	2	2	0.53	0.0688
26	GO:0009214	cyclic nucleotide catabolic process	2	2	0.53	0.0688
27	GO:0010042	response to manganese ion	2	2	0.53	0.0688
28	GO:1902600	proton transmembrane transport	7	4	1.84	0.0822
29	GO:0000045	autophagosome assembly	8	4	2.1	0.1167
30	GO:0030488	tRNA methylation	5	3	1.31	0.1168
31	GO:0015889	cobalamin transport	5	3	1.31	0.1168
32	GO:0051726	regulation of cell cycle	33	10	8.67	0.1172
33	GO:0006470	protein dephosphorylation	17	7	4.46	0.1308
34	GO:0016485	protein processing	7	6	1.84	0.1678
35	GO:0016311	dephosphorylation	23	10	6.04	0.1679
36	GO:0006164	purine nucleotide biosynthetic process	7	5	1.84	0.1687
