HOG,error,coef_.Intercept._Estimate,coef_.Intercept._StdErr,coef_.Intercept._z.value,coef_.Intercept._p.value,coef_orb_weavingTRUE_Estimate,coef_orb_weavingTRUE_StdErr,coef_orb_weavingTRUE_z.value,coef_orb_weavingTRUE_p.value,qvalue,p_adj_bh,p_adj_bonferroni
N5.HOG0065269,,0.114013783787166,0.146589869792158,0.777773961794358,0.436702280743431,0.346034989749764,0.064985783001747,5.32477987901541,1.01075363186907e-07,5.69174762447507e-06,8.007712382814361e-06,0.0012091645698049684
N5.HOG0066032,,0.0441926597731427,0.135377301947567,0.326440689372424,0.744090956439221,0.318777977902131,0.0599494438309035,5.31744679402353,1.05233441958049e-07,5.84843431166267e-06,8.228154680680655e-06,0.0012589076661441401
N5.HOG0067809,,-0.133805390015197,0.171821244934923,-0.778747645937935,0.436128383331491,0.406474418648719,0.076542045218651,5.31047240098666,1.09341442450183e-07,5.99833024176377e-06,8.439043071171221e-06,0.0013080516760315393
N5.HOG0060652,,-0.229924811700438,0.256165631655679,-0.89756307360344,0.369418532945458,0.627326731320909,0.118812416409146,5.27997620350239,1.29200665391034e-07,6.8662883767596e-06,9.660172250455873e-06,0.0015456275600729398
N5.HOG0065640,,-0.027591078462819,0.144390954474573,-0.191085920605073,0.848458278122091,0.336906746006215,0.0639824502814431,5.26561181268058,1.39723247021099e-07,7.33296653630186e-06,1.0316741150469289e-05,0.0016715092041134072
N5.HOG0065715,,0.0557714424718418,0.143353764633858,0.389047630624062,0.697240912270155,0.334400128983372,0.0635159578223097,5.26482069150054,1.40326248691045e-07,7.33296653630186e-06,1.0316741150469289e-05,0.0016787229130909714
N5.HOG0066504,,0.0203973899128516,0.119824108671729,0.170227762500888,0.86483101902684,0.279266563670074,0.0530470905244234,5.26450293332294,1.40569155523405e-07,7.33296653630186e-06,1.0316741150469289e-05,0.0016816288075264941
N5.HOG0022275,,-0.298673292177626,0.294981498996795,-1.01251533805811,0.311291716807597,0.738591009059821,0.140902404587888,5.24186234592698,1.58963944962842e-07,8.04575163181975e-06,1.1319557580895707e-05,0.0019016856735904787
N5.HOG0067478,,-0.117876218191084,0.190370398756127,-0.619194049922061,0.535788531150686,0.445916101004225,0.0852152773329876,5.23281874987934,1.66944421696832e-07,8.39967493218771e-06,1.1817491815143202e-05,0.001997156116759201
N5.HOG0066067,,-0.0454013514720128,0.119924160901146,-0.378583857755214,0.704996911073527,0.277729496311141,0.053092522359603,5.23104731076893,1.6855236081734e-07,8.43069135416065e-06,1.1861128779163754e-05,0.0020163918924578383
N5.HOG0051834,,0.348214154301761,0.201218476741471,1.73052773254592,0.0835360307939726,0.472641326342916,0.090426905721045,5.22677761197482,1.72489757382144e-07,8.57717898123673e-06,1.2067222032529759e-05,0.0020634949675625886
N5.HOG0051863,,0.247325845646428,0.213792323853991,1.15685091582305,0.247333275472094,0.503173495376984,0.0965702722855578,5.21043881795324,1.88394501215599e-07,9.31358853751465e-06,1.3103275686291924e-05,0.002253763418042211
N5.HOG0063487,,-0.0416268495869388,0.121977555777146,-0.341266467603198,0.732902989260275,0.278998413716722,0.054000631072507,5.16657691170515,2.38420119349236e-07,1.13257544549959e-05,1.593418931717827e-05,0.0028522198877749105
N5.HOG0063066,,0.0060697841692877,0.203294484471808,0.0298571020510373,0.976181018187227,0.470884709131733,0.0913347473269372,5.1555921805551,2.52830624715263e-07,1.18775912233582e-05,1.671056775397067e-05,0.0030246127634686914
N5.HOG0067146,,0.106469183673903,0.116418697906673,0.914536801977072,0.360434849228642,0.265364790161581,0.051554142763628,5.1473029311778,2.64258388065937e-07,1.23462385859824e-05,1.736990712325717e-05,0.003161323096432804
N5.HOG0060138,,-0.060489812607605,0.243131537555315,-0.24879459578066,0.803519671638554,0.56953848983978,0.111273647379651,5.11835913760058,3.08205298269137e-07,1.40897870000349e-05,1.9822903135449924e-05,0.003687059983193686
N5.HOG0060128,,-1.66105137776265,0.473919473377585,-3.50492324344572,0.0004567389435021,1.28769449622733,0.25242257271017,5.10134447328472,3.37249094915803e-07,1.50929614779964e-05,2.1234268013040794e-05,0.004034510922477751
N5.HOG0018044,,0.58833550542042,0.184818252759717,3.18331926979809,0.0014559697475929,0.420333516135841,0.0824599389952191,5.09742695977754,3.44301191737917e-07,1.53278919542139e-05,2.1564791396652887e-05,0.004118875156760701
N5.HOG0058420,,0.0194747098115471,0.194228509203859,0.100266999378071,0.920132356111657,0.442832245503412,0.0869056948462611,5.0955492190333,3.47731660008924e-07,1.53999842552687e-05,2.16662179619102e-05,0.004159913848686758
N5.HOG0071908,,-0.750120642259531,0.423719957832754,-1.77032171459719,0.0766735627151057,1.17811289369232,0.231683812879861,5.08500304379585,3.6762017354074e-07,1.60303127724885e-05,2.2553026338809605e-05,0.004397840136067872
N5.HOG0067470,,-0.340232396489842,0.356660649508726,-0.953938700438323,0.340114672321585,0.908463299954015,0.179232892851807,5.06861930028185,4.00711791813552e-07,1.72959001032447e-05,2.4333579520129556e-05,0.004793715165465523
N5.HOG0029793,,-0.0594401690401345,0.275943692303885,-0.215406877192451,0.829450108633477,0.65242659072532,0.128788610403805,5.0658718086925,4.06535438001164e-07,1.74586432552629e-05,2.4562542650545077e-05,0.004863383444807925
N5.HOG0009763,,0.543323686785162,0.493330280756816,1.10133861224098,0.270749312076384,1.84232965605144,0.363985591322053,5.06154556656983,4.15871316495401e-07,1.76462044042729e-05,2.482642218887945e-05,0.0049750685592344825
N5.HOG0062362,,0.0869573064289304,0.146575359585058,0.593260058683117,0.55300712458007,0.327734392319845,0.0649265186644938,5.04777399221734,4.46987470034668e-07,1.86690603355462e-05,2.6265476877718937e-05,0.005347311104024733
N5.HOG0058539,,-0.0829136711337293,0.329832086438644,-0.251381459059936,0.801519201088518,0.811392468421511,0.160917302876521,5.0422947310031,4.59982074306788e-07,1.88950407833638e-05,2.6583408477932874e-05,0.005502765554932105
N5.HOG0064348,,0.0256979566569952,0.134277457672214,0.191379529390009,0.84822825682882,0.299542458229167,0.059442509848337,5.03919600624917,4.67491527799862e-07,1.91111878556134e-05,2.688750551475841e-05,0.005592601147069749
N5.HOG0052434,,0.292042870922404,0.136962882922545,2.13227748051682,0.032984042201819,0.305355381499841,0.0606350674245908,5.03595352441223,4.75475923997148e-07,1.9344589430377e-05,2.7215877888889384e-05,0.005688118478777882
N5.HOG0071696,,-2.47422329101973,1.38239892567512,-1.7898041188157,0.0734854068204187,4.37552327363507,0.869537237151503,5.03201368117224,4.85354619088726e-07,1.96524700966986e-05,2.7649034800754427e-05,0.0058062973081584295
N5.HOG0067353,,-0.374053149974874,0.231730628210312,-1.6141722519105,0.106490068938383,0.525778857623544,0.105111265102086,5.00211711002525,5.67041252126006e-07,2.26366587131944e-05,3.18474859116592e-05,0.006783514499183409
N5.HOG0043966,,0.553340173590495,0.165957992026516,3.33421829725491,0.0008553949664323,0.367137799394256,0.073669672659978,4.98356767633242,6.24224667204117e-07,2.44601132996192e-05,3.4412901814575356e-05,0.007467599693762852
N5.HOG0054828,,-0.896932423359178,0.481575664112654,-1.86249532565533,0.0625333037080033,1.14679368145656,0.230965207486285,4.96522265815582,6.86222941117912e-07,2.61660183447921e-05,3.681293741970215e-05,0.00820928504459358
