"HOG","z_obs","orb_count","non_orb_count","n_perm_valid","orb_p","non_orb_p","orb_q","non_orb_q"
"N5.HOG0058976",1.53398000342132,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0058977",-2.08832382020841,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0058978",-0.63842316464246,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0058982",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0058985",-2.60526835884968,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0058987",-1.23166129780467,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0058988",-0.850264549458115,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0058990",-0.0364051806421932,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0058991",-1.47296414772687,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0058998",-2.51512266199592,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0058999",-3.23269325710228,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059000",-2.83586495879125,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059004",0.528866817313738,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059005",-2.48769693198272,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059007",-2.70642804405087,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059011",-1.61248443208597,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059015",0.112793376493513,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059018",-0.34746991604759,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059020",-0.944826415741536,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059021",0.820117592678123,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059023",0.628629052840635,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059024",3.71463606048708,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059027",0.273332687163468,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059036",2.8435234686794,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059041",-2.19996349265735,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059043",-0.0516002814406313,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059044",0.45915432039256,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059046",0.391491005685772,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059059",3.33420154481788,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059063",-0.123917224387098,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059065",0.288167811551417,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059066",-2.17681534473768,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059069",-0.55895218411,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059070",-1.31013102639147,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059077",0.486384075867602,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059081",1.5554268863188,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059105",-0.99985748370362,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059107",0.424117945230179,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059111",-0.195555357105212,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059115",0.219549245107633,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059119",-1.75708940121782,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059121",0.994727820339234,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059122",-3.25242646681208,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059141",-1.14743439270188,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059145",0.918781956689269,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059146",1.66467476256695,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059147",0.282553346158222,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059153",0.33962826121646,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059155",0.209879394722722,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059156",-1.0459115903304,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059160",0.233907318134918,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059162",0.451758287640281,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059163",0.00780387720151884,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059165",0.086536289351109,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059172",-1.01072052716718,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059174",0.888314966683726,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059178",-3.29820998371428,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059180",0.145892910937236,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059184",-3.23097944388537,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059185",-1.73171850204644,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059186",-0.387221010146658,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059188",0.370901447491659,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059189",1.73598312015905,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059194",1.18141456973504,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059195",3.22373972458737,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059196",0.0312550911205839,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059200",2.5163262521308,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059201",0.904998851556527,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059203",0.133126018990936,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059204",0.429203084306565,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059223",-0.518027432606157,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059227",2.25356138645797,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059232",2.09000113273999,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059233",-0.440031463604918,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059234",0.570692011204849,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059237",-0.43979332604263,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059242",3.84880245252106,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059250",-0.285580045000764,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059254",-0.728328953672237,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059255",0.416181673354867,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059259",0.0889587424537786,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059260",0.219594142299316,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059268",-1.082384198667,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059269",0.0767093133391999,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059271",-0.0881026887765671,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059274",-3.51871599843396,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059279",0.419989171797481,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059302",-3.6003228299751,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059303",2.55577637610859,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059304",-0.164155188116695,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059314",3.50208178808772,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059323",-2.87408376018713,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059326",0.683364208504588,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059331",0.171862945236256,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059332",2.41363350476167,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059333",3.94084554869201,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059335",-0.0702331739115886,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059337",3.61818988099376,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059344",1.04855289168424,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059351",-0.223343350656437,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059353",2.75276556781629,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059354",3.39611862524152,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059358",0.272459387417673,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059359",2.40314660901603,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059364",2.75638499520361,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059365",-1.39986159917038,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059369",3.00411141549952,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059370",0.0616516404093064,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059384",3.65666454981243,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059386",1.09849267657493,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059388",1.73485512271373,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059394",-0.281014554023548,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059399",-3.5818939110769,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059401",-1.95118790544893,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059402",-3.1158279049663,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059405",-0.448839763074731,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059406",0.686703026557741,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059411",0.990082056481253,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059413",-0.867679704326002,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059414",-1.79994447398079,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059416",0.462681592353952,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059419",-2.22469832821013,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059423",-0.399148653114563,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059425",-0.346930527105481,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059440",1.06119129699873,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059455",0.263154005180351,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059457",0.121529036211954,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059458",0.245183649121475,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059484",0.68357884201381,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059487",0.48855914510039,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059492",-3.72063505469493,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059495",-1.1332793593781,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059496",1.72864602536131,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059502",1.17415385414994,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059518",0.45436962870631,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059519",2.62162014089858,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059523",-2.02563567488556,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059524",-0.109253773579511,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059534",-0.747890514873084,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059537",-0.571331246837752,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059539",3.19648828042591,0,9,9,0.1,1,0.924216435365664,1
"N5.HOG0059540",1.73033452294052,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059549",1.23082882255249,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059552",-3.73012433551368,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059555",-2.08350896164123,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059567",0.471106050973915,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059571",0.963328878053291,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059574",0.610902292259439,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059577",0.822967108493912,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059579",0.510682661096802,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059580",0.314004351080502,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059585",2.37561340680036,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059590",0.571596472487371,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059592",0.14117028050457,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059594",0.974060850229347,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059595",-0.33037059338288,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059596",1.77761885299166,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059617",0.145192307882131,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059620",-1.38467399687923,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059623",-0.19846228845399,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059631",1.37150991898065,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059634",0.0557430771996471,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059635",0.0716045377496238,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059645",0.213828461390739,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059647",-4.09275779487385,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059649",0.942991541807003,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059651",-0.382653499113026,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059658",-0.455503725927243,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059660",1.04690435842831,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059663",-0.824143052947912,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059668",0.249352468436643,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059669",-0.234163345616795,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059670",1.29732946421528,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059674",0.181456079509999,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059678",-0.528879594097331,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059680",-0.282812908536798,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059685",-4.23442128954793,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059689",0.824070413404147,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059691",0.94982772146611,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059700",0.0230888367896895,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059704",0.925073080589468,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059707",-1.86578386991624,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059708",-0.515904905458051,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059709",-1.07670700570845,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059711",0.347578276465874,3,6,9,0.4,0.7,0.936493425878901,1
"N5.HOG0059714",0.0986779039205571,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059715",-1.22210390758914,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059717",1.21547316291344,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059718",-1.1936034314771,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059719",1.28791989550748,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059730",-2.06800340122294,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059732",0.0184193055342049,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059735",1.30351623042466,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059743",-2.54780077671735,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059747",-0.0164581903791003,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059749",0.44652815656378,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059751",-0.933104958095737,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059755",-0.206572142321893,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059758",-1.21413684492374,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059760",-0.481884365771274,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059761",-2.62399068326142,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059763",3.72734487667331,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059764",-4.00534945571416,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059766",-4.6583824558993,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059768",-2.69654040766482,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059769",2.39387572755208,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059787",-0.207302099736135,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059792",-0.264415579521505,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059794",-1.16483467360663,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0059795",0.190189291094588,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059796",-2.66928148923789,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059799",0.257002259388102,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059802",0.412713630570604,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059803",0.639870301827201,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059805",0.722916298752859,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059806",-1.81901350558617,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059807",2.73555828548528,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059809",-0.114931319823437,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059811",-2.04095268935829,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059812",1.36670703644239,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059815",1.11262857866811,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059819",2.52015990012524,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059821",-0.205885837877476,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059825",1.16383639373648,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059828",-1.22674462481472,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059831",-0.786718815971011,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059833",-1.22914210474062,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059834",-2.17078905197107,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059839",-3.15314204881483,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059840",-1.40083277377406,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059841",-1.62600729992368,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059844",-0.0270570743713352,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059850",2.79008737313279,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059855",0.0279699701839719,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059867",0.943868266691047,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059868",-0.882604109105151,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059870",0.160002917350137,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059871",-2.41043158372508,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059874",1.14772094747915,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059876",-0.412296591757583,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059878",0.690174446977423,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0059881",-1.82929614436209,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059910",-0.961024510547661,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059930",0.0261200176818663,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059934",-0.134337231069571,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059936",1.77122471109531,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059937",-0.47505242998644,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059939",3.48303331594226,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059941",-1.05456850666381,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059942",-1.09298167459353,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059945",1.19130093194648,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059946",0.44996551020597,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059950",-1.21544339245336,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0059957",-0.183606640295045,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059958",1.79519947696142,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059962",0.116386572354959,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059964",-0.0709002871864562,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059968",1.69407961030145,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0059970",3.02590740934345,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0059973",-0.760398888990838,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0059983",-0.00572283503089942,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059985",-0.627727669741712,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059986",-0.45555875909441,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0059987",-0.413196102717471,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059991",-0.681292026100004,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059992",3.62507679372886,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0059995",-0.107882171462144,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0059996",-0.271473790975267,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0059998",-1.44423093298234,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0059999",-1.06456271546367,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0060002",0.549109616934317,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0060007",-1.83515071560957,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0060008",-0.453181820007433,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0060010",-0.600727115755189,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0060014",-1.19367553112531,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0060021",1.9345988274178,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0060022",-2.23599169804364,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
