HOG,error,coef_.Intercept._Estimate,coef_.Intercept._StdErr,coef_.Intercept._z.value,coef_.Intercept._p.value,coef_orb_weavingTRUE_Estimate,coef_orb_weavingTRUE_StdErr,coef_orb_weavingTRUE_z.value,coef_orb_weavingTRUE_p.value,qvalue
N5.HOG0041909,,0.146281090254803,0.159790462183856,0.915455705275391,0.359952445940562,-0.372239772066515,0.0904905877127587,-4.11357447747056,3.8957927151054e-05,0.0006210470807044
N5.HOG0067412,,0.190468321195208,0.115770799789247,1.64521901500157,0.0999246535848501,-0.248993619555559,0.0605470632702763,-4.11239796130285,3.91570555772174e-05,0.0006223483137974
N5.HOG0054884,,0.457404225974994,0.154272055321549,2.96491950549065,0.0030276213734984,-0.354463287503605,0.0863116219900817,-4.10678515049036,4.01204089684685e-05,0.0006364698466835
N5.HOG0062936,,0.395411309048377,0.218483371650815,1.80980047159072,0.0703267347803404,-0.602961275188359,0.146892041883563,-4.1047919782224,4.04678863023464e-05,0.0006407867267019
N5.HOG0063267,,0.337294707994033,0.140833768721073,2.39498460530485,0.0166210631153552,-0.31417627917353,0.0767149794243269,-4.09537070245113,4.2149341170677e-05,0.000660036925673
N5.HOG0030685,,0.361474935809395,0.195060790244662,1.85313991272158,0.0638623073678067,-0.493120775169675,0.120524434494036,-4.09145894141553,4.28667848609705e-05,0.0006688083410542
N5.HOG0063599,,0.341343202955191,0.124560289788489,2.74038542728837,0.0061367173416191,-0.269973977232222,0.0659788341006724,-4.09182703683863,4.27987830017398e-05,0.0006688083410542
N5.HOG0066101,,0.148950534238593,0.109152308000163,1.36461186178831,0.172375074603026,-0.230823131918574,0.056476411516927,-4.08707149974272,4.36852518689614e-05,0.0006803297663956
N5.HOG0055067,,0.207387545190205,0.15631603771642,1.32671956262374,0.184601467263061,-0.358162792323492,0.0876748928504094,-4.08512381001239,4.40533201915785e-05,0.0006835579819323
N5.HOG0068948,,0.103864455328614,0.264878113450245,0.392121696940899,0.694968296835202,-1.01057596405947,0.247557932778775,-4.08217968503783,4.46152802179901e-05,0.0006910167144552
N5.HOG0056345,,0.593433318182621,0.202433074099318,2.93150376154181,0.0033732528110649,-0.521491995578572,0.127788239086857,-4.08090759607475,4.48601879212666e-05,0.0006935466379206
N5.HOG0065953,,0.225713703583899,0.118414818648706,1.90612717360577,0.0566337079277624,-0.251807606877117,0.0620344195298482,-4.05915955667092,4.92496540266321e-05,0.0007545490429176
N5.HOG0070144,,0.0548340580135984,0.265267586126476,0.206712244093985,0.836234594523185,-0.981960389612286,0.242233559508405,-4.05377517304003,5.03976544861129e-05,0.0007688662883653
N5.HOG0069100,,0.111274046997817,0.210509474188723,0.528594009493652,0.597087116815613,-0.550702383837841,0.135891562154374,-4.05251345342721,5.06703092460601e-05,0.0007707597348875
N5.HOG0063040,,0.328723630450687,0.209189327648897,1.57141683156234,0.116085858863969,-0.544527186486736,0.134399287246807,-4.05156305246457,5.08766113186413e-05,0.0007725158908847
N5.HOG0064287,,0.135555973449065,0.18429585839129,0.735534561830784,0.462013999135134,-0.443920184577823,0.109807232498675,-4.04272263744722,5.28341055971982e-05,0.0007979638861913
N5.HOG0065369,,0.29454131553933,0.153105554330309,1.92377942673385,0.0543822372569855,-0.343740847587593,0.0850426023249437,-4.04198411372897,5.30008241514221e-05,0.0007990625752049
N5.HOG0062144,,0.488012781868261,0.182444005081669,2.67486334587869,0.0074759716362496,-0.436966004493291,0.108156457830288,-4.0401286549061,5.34218882448855e-05,0.0008039852077631
N5.HOG0066263,,0.155019107455796,0.22962502523603,0.675096746517295,0.499614300563043,-0.643490598332493,0.159404829941755,-4.0368325010454,5.4177720705277e-05,0.0008110538048594
N5.HOG0047523,,-0.0116981901847463,0.272929106742232,-0.0428616439059197,0.965811824363688,-1.15665855720422,0.286902641511825,-4.03153679976329,5.54133177506243e-05,0.0008266402912926
N5.HOG0036485,,0.652397078184046,0.162244837603475,4.02106524818066,5.79355533783852e-05,-0.369046885173813,0.0916791210259134,-4.02541910354377,5.6873930386839e-05,0.0008425169005551
N5.HOG0033558,,0.333420014577318,0.271657588530302,1.22735395090989,0.219689586118665,-1.07662575723232,0.267812852139148,-4.02006755326639,5.81814558490075e-05,0.0008588936116241
N5.HOG0023685,,0.583941252304856,0.168055003732933,3.47470315869223,0.0005114189384906,-0.386145412759464,0.0960917056391515,-4.01850929995495,5.85674979881345e-05,0.0008630940642917
N5.HOG0067968,,0.0957525951845442,0.102340088735028,0.935631348067912,0.349463028562136,-0.210200639043999,0.0523292104065987,-4.01688917930802,5.89714386098269e-05,0.0008660449438325
N5.HOG0042587,,0.607434060627204,0.163768141768495,3.70911005075627,0.0002079890174355,-0.372202262862431,0.09274078458827,-4.01336116051694,5.98602174642277e-05,0.0008775817201676
N5.HOG0049782,,0.371292356635114,0.214691554805442,1.729422272672,0.0837335466168296,-0.559859921043801,0.139574283703139,-4.01119680638713,6.04117235233726e-05,0.0008841427000141
N5.HOG0052698,,0.213688872684254,0.247267524511906,0.864201124292667,0.387477414714254,-0.748104015983767,0.186686825686427,-4.00726732179986,6.14253262312236e-05,0.0008958930936506
N5.HOG0059574,,0.209404305743446,0.1437149456004,1.45708092410719,0.145094043387455,-0.313537131227972,0.0782519381954335,-4.00676505219482,6.15560402351577e-05,0.0008962622393958
N5.HOG0060876,,0.329815776831538,0.214793793794221,1.53549956451494,0.124661163970394,-0.558870487490976,0.13953397714291,-4.00526451645955,6.19481201142239e-05,0.0008988925633322
N5.HOG0069625,,0.178459008910598,0.21060604032839,0.847359404470702,0.396794824634827,-0.539345154970282,0.134772380446211,-4.00189677725207,6.28367128098478e-05,0.0009071423334537
N5.HOG0067640,,0.208104426198093,0.107021370242762,1.9445128176367,0.0518336412651402,-0.220274608421482,0.0550372828222043,-4.00227985696661,6.27350306702979e-05,0.0009071423334537
N5.HOG0060091,,0.434286893026704,0.175516089114872,2.47434235355183,0.0133481716508374,-0.407537275885305,0.101878018501058,-4.00024737309819,6.32763044190886e-05,0.0009119402130319
N5.HOG0033913,,-0.0043180744548484,0.121988342750639,-0.0353974351768608,0.971762829864254,-0.256281073111378,0.0640789820573046,-3.99945606005711,6.34882333704485e-05,0.0009134463260464
N5.HOG0065147,,0.411788329865712,0.14633741742435,2.8139647201208,0.004893459853193,-0.319740925029247,0.080002409806685,-3.99664117370786,6.42475733958875e-05,0.0009181571809122
N5.HOG0063623,,0.361333392362443,0.265825191181118,1.35928950434291,0.174054868589666,-0.927389253653253,0.23220719496448,-3.99380068216712,6.50225293688197e-05,0.0009276729036084
N5.HOG0054633,,0.435943595775644,0.195210474506573,2.23319776706432,0.025535905521108,-0.475190367908878,0.119014565516694,-3.99270766435915,6.53230820363617e-05,0.0009288439462383
N5.HOG0050687,,0.829361613995903,0.276111737906047,3.0037173366317,0.0026670298382577,-1.17436169381959,0.294373913969224,-3.98935380511456,6.62535379867399e-05,0.0009390464695541
N5.HOG0035415,,0.30583390791699,0.148918246403612,2.05370339298847,0.0400044079649094,-0.326053777088292,0.0817510200355817,-3.98837564285289,6.65272616846092e-05,0.0009412444916257
N5.HOG0064930,,0.326027673456381,0.13299714802019,2.45138845689298,0.0142306284537754,-0.283243047508682,0.0710306015095642,-3.98762000446446,6.67394478227891e-05,0.0009426780387987
N5.HOG0019317,,0.503324304213966,0.16985798633304,2.96320658851507,0.0030445216123619,-0.387651402298791,0.0972246379507476,-3.98717249525957,6.68654118957478e-05,0.000942890985786
N5.HOG0035534,,0.531071596957258,0.147403011051288,3.60285446796249,0.0003147417635568,-0.321193009291935,0.0806615259567776,-3.9819852833437,6.83420124047898e-05,0.0009573623489087
N5.HOG0065002,,0.277802083370246,0.212392060416091,1.307968305529,0.190884059649846,-0.542192538801182,0.136212516411667,-3.98048984839651,6.87734019116615e-05,0.0009618208779242
N5.HOG0067931,,0.0829997412411664,0.0835031326059046,0.993971587064716,0.320236700343497,-0.165603214907939,0.0416756072394966,-3.97362452228397,7.07871236853575e-05,0.0009860395558069
N5.HOG0060142,,0.160434400104912,0.150512809275063,1.06591858113363,0.286460448649435,-0.328444350854647,0.0827565965158413,-3.96879964477243,7.22355836453098e-05,0.0009971207309572
N5.HOG0053777,,0.560765656396823,0.271502645258365,2.0654150749183,0.0388837434182852,-0.990158876116179,0.249582630530933,-3.96725875518593,7.27040445738888e-05,0.0010012167759842
N5.HOG0061194,,0.29732363059575,0.128183324771336,2.31951879174721,0.0203669234101364,-0.269231441152066,0.0678669185832509,-3.96704973162743,7.27678127668672e-05,0.0010012167759842
N5.HOG0059670,,0.499743210058126,0.186415077090475,2.68080896598069,0.0073444429982111,-0.438092168753413,0.110600794198713,-3.96102190700645,7.46296847043053e-05,0.0010209405210329
N5.HOG0064810,,0.186265763571856,0.254656114568902,0.731440373568799,0.46451021233402,-0.782814763949257,0.197751743234086,-3.95857326538259,7.53988130403582e-05,0.0010274417070801
N5.HOG0063047,,0.30660404278654,0.116093763469609,2.64100356146007,0.0082660850422419,-0.238765882923798,0.0603482640072253,-3.95646646762219,7.60665600112137e-05,0.00103322930398
N5.HOG0057516,,0.376670718636961,0.126558676770294,2.97625361017817,0.0029179344835578,-0.263930990095307,0.0667894279110573,-3.95168813912856,7.76018280537426e-05,0.0010457074419298
N5.HOG0061227,,0.300288483521005,0.125865628950615,2.38578622317001,0.0170426546611022,-0.26217780463654,0.0663526847269868,-3.95127651149747,7.77354449708976e-05,0.0010457074419298
N5.HOG0036234,,0.439432071225471,0.134210805693997,3.27419293068981,0.0010596423666783,-0.283199237732569,0.0716768209033524,-3.95105745711614,7.78066400499915e-05,0.0010457074419298
N5.HOG0064468,,0.113784984080599,0.205722823758478,0.55309849438089,0.58019596759866,-0.507830761850006,0.128527187294297,-3.95115440196473,7.77751243087051e-05,0.0010457074419298
N5.HOG0068173,,0.210432261996408,0.142484204445834,1.47688133442472,0.139707449195948,-0.304876484103141,0.0771490955139791,-3.95178299981363,7.75710664811256e-05,0.0010457074419298
N5.HOG0067356,,0.16634512586229,0.0818102891898015,2.03330323740045,0.0420218963106254,-0.16072269711885,0.0407274088427363,-3.94630303487906,7.93671536682758e-05,0.001057784986295
N5.HOG0066051,,0.239607080502214,0.118018228277458,2.03025485130063,0.0423306409106435,-0.24202601746334,0.0614669527542019,-3.9374982265864,8.23355402478613e-05,0.0010888138543034
N5.HOG0064994,,0.139974195572736,0.269482829201912,0.519417864163282,0.603469376449118,-0.925439026732276,0.235028821536623,-3.93755549077657,8.23159000078801e-05,0.0010888138543034
N5.HOG0062454,,0.392907561758645,0.17025934614915,2.30770040320989,0.0210158056441062,-0.382087753202348,0.0970778017206938,-3.93589210334271,8.2888209488715e-05,0.0010927252373791
N5.HOG0061595,,0.402410576855814,0.213281760980846,1.88675569352577,0.0591931929466369,-0.535684445355175,0.13610243391292,-3.93589173943731,8.28883351054202e-05,0.0010927252373791
N5.HOG0067923,,0.0493857861715304,0.10536811480223,0.468697634613891,0.639285777934873,-0.212260879361296,0.0539402786949421,-3.93510905944206,8.31589255818896e-05,0.0010945954116273
N5.HOG0055721,,0.36327756095293,0.175725291866079,2.06730378476074,0.0387055378541538,-0.398557671937407,0.101354576752076,-3.93231055477961,8.41332776753554e-05,0.0011023014621164
N5.HOG0062564,,-0.0291530551668708,0.178797871449903,-0.163050348029669,0.870478793052831,-0.408150021994967,0.103828018850976,-3.93102003208577,8.4586223055302e-05,0.001106530905603
N5.HOG0064632,,0.203444950710073,0.142500742383383,1.42767642685485,0.153385014275033,-0.302875261788344,0.0770590008463909,-3.93043328438808,8.47929198611828e-05,0.0011075309557479
N5.HOG0058976,,0.391770706767395,0.177387964857041,2.20855291441631,0.0272057534773071,-0.402434579756427,0.102593553088642,-3.9226108039042,8.75945871649323e-05,0.0011371381811098
N5.HOG0067745,,0.108489148290884,0.142740599407717,0.760044085151984,0.44722823364579,-0.302701099265471,0.0771800887564335,-3.92201025086589,8.78132552894142e-05,0.0011382391242265
N5.HOG0059766,,0.34898834099794,0.140467789336292,2.48447236656107,0.0129743577399445,-0.296336056710829,0.0756430720228208,-3.9175571375714,8.94508477621493e-05,0.0011525207400559
N5.HOG0021497,,0.431721161599223,0.149464411978847,2.88845455505705,0.0038713996611959,-0.320237904860458,0.0817384787649498,-3.9178353903716,8.93476835493205e-05,0.0011525207400559
N5.HOG0067685,,0.0769014183958277,0.153125348530386,0.50221220153218,0.615518260968212,-0.330215531850945,0.0842915543711501,-3.91753995183135,8.94572231861545e-05,0.0011525207400559
N5.HOG0057950,,0.279610906779606,0.243294973732066,1.14926709126155,0.250445863477528,-0.682285238485158,0.174203209569755,-3.91660544125598,8.98045472121423e-05,0.0011552451123467
N5.HOG0062943,,0.29217039877875,0.145738635877453,2.00475595932177,0.0449891428713344,-0.309839912432254,0.0791640477709519,-3.9138967897236,9.08184667792203e-05,0.0011665233813246
N5.HOG0016851,,-0.0164063805648248,0.254673814377288,-0.0644211522293354,0.948634887964085,-0.75880271126383,0.193951349005591,-3.91233531065545,9.14078729506345e-05,0.0011723231642254
N5.HOG0063136,,0.464299826353037,0.147214036131019,3.153910038441,0.0016109873816046,-0.313394613279996,0.0801497595490641,-3.91011295658535,9.22529704984266e-05,0.001181379829208
N5.HOG0067915,,0.104371889268887,0.102100083688897,1.02225077098774,0.306662226601736,-0.203242130037844,0.0520031189079971,-3.90826808671642,9.29601218414388e-05,0.0011868606380977
N5.HOG0063314,,0.171708477857167,0.121379151379575,1.41464556231905,0.157172442855724,-0.247772139632575,0.0634338454028157,-3.90599274029785,9.38393290141606e-05,0.0011962896120353
N5.HOG0047138,,0.11754906015979,0.24852561147672,0.472985699386564,0.636223381853789,-0.710635895075615,0.182046594074144,-3.9035934656717,9.47749256945887e-05,0.0012054065726359
N5.HOG0066142,,0.128632271932839,0.0877632649453073,1.46567327472378,0.142737318320922,-0.171490187946591,0.0439372435297908,-3.90307115716795,9.49797640049792e-05,0.0012054065726359
N5.HOG0063317,,0.36031191354579,0.145408341419242,2.47793152737323,0.0132146502662338,-0.307687094244951,0.0788749524641353,-3.90094807835044,9.58167017224384e-05,0.0012142160484765
N5.HOG0048269,,0.267752760189568,0.258118590267346,1.03732458755584,0.299584610628038,-0.778661057343335,0.199765812063178,-3.89786945674705,9.70427020852529e-05,0.0012242785932581
N5.HOG0061197,,0.309138395324761,0.169318799970664,1.82577714570574,0.0678838371959758,-0.372699082266154,0.0959168826650989,-3.88564632117436,0.0001020579997059,0.0012705846963318
N5.HOG0060299,,0.40642205586401,0.158984355557327,2.55636508661043,0.0105772078502088,-0.342243382996606,0.088219500092064,-3.87945275862421,0.000104691730545,0.0012953147369824
N5.HOG0056207,,0.644147443238893,0.28472616523437,2.26234017765339,0.0236763938983148,-1.2927570101502,0.333315290319867,-3.87848096890364,0.0001051107477403,0.0012953147369824
N5.HOG0040641,,0.737378565752605,0.178152646469901,4.13902672996319,3.48782315683289e-05,-0.398595570977672,0.102757363640808,-3.87899763924438,0.000104887772704,0.0012953147369824
N5.HOG0055154,,0.335587977271853,0.189305448908906,1.77273279351477,0.0762729943828535,-0.434343301878234,0.112011288724136,-3.87767435609052,0.0001054597452883,0.0012977347749157
N5.HOG0044684,,0.408791058383474,0.199515662636312,2.04891712751715,0.0404702192351643,-0.469596779387622,0.121136300213724,-3.87659833228436,0.0001059270115986,0.001301601071523
N5.HOG0055311,,0.475538008058156,0.198038686011711,2.40123794817562,0.0163397076138903,-0.463357513134211,0.119687014464235,-3.87141007074474,0.0001082075784664,0.0013219825128781
N5.HOG0067295,,0.12365072526986,0.0953787931565672,1.2964173814496,0.194831726978612,-0.186312459155038,0.0481296885136366,-3.87105059078556,0.0001083672965516,0.0013220343296518
N5.HOG0054872,,0.187138255255567,0.23845699881814,0.7847882686735,0.4325777194489,-0.636211090067001,0.164582585915175,-3.86560392479737,0.0001108146494149,0.0013499541736202
N5.HOG0046429,,0.80636633796284,0.195943151453827,4.11530758783809,3.86663436587533e-05,-0.454703023449477,0.117669848508193,-3.86422715091552,0.0001114414805888,0.0013556480989404
N5.HOG0051038,,0.659024772686745,0.214034208610455,3.07906281414191,0.0020765289452902,-0.521726644594881,0.135135703587903,-3.86076092951635,0.0001130344596007,0.0013691499722668
N5.HOG0063395,,0.297814806564288,0.131732174298648,2.26075981930669,0.0237741339850977,-0.269023154837835,0.0697369314179327,-3.8576855816265,0.000114465762808,0.0013845146435514
N5.HOG0041797,,0.299927578361469,0.232393843943917,1.29060035873347,0.196842291558202,-0.602406680982161,0.156176399119492,-3.85721968478255,0.0001146840819372,0.0013851849200864
N5.HOG0062927,,0.395591757807721,0.137937208224714,2.86791187743384,0.0041319060121726,-0.283758727525417,0.0736927686251792,-3.8505640759501,0.0001178460926087,0.0014152476263029
N5.HOG0061892,,0.301080463401238,0.162558762825256,1.85213308817371,0.0640067141789211,-0.348895448226877,0.090606562174908,-3.85066423283299,0.0001177979057167,0.0014152476263029
N5.HOG0067632,,0.195300415921956,0.181984474622052,1.07317075441495,0.283194509863793,-0.40626464655035,0.105537386461293,-3.84948557257814,0.0001183661549102,0.0014175763624871
N5.HOG0061151,,0.402671999421702,0.146687833422538,2.74509473639708,0.0060493431816337,-0.305352533073407,0.0794494886971221,-3.8433542881248,0.000121364068742,0.0014453372235245
N5.HOG0015661,,-0.0750755094761447,0.17567894100989,-0.427344956911587,0.669128092382297,-0.385612157751878,0.100413675843953,-3.84023545110662,0.0001229163657501,0.0014617763829844
N5.HOG0066697,,0.127107889934363,0.119267672478371,1.06573631641394,0.286542856005566,-0.23792936713692,0.0619675875372593,-3.83957769848407,0.0001232461213684,0.0014636509200225
N5.HOG0054223,,0.100016040263018,0.285430482824392,0.350404200957582,0.726035374098075,-1.10259762515198,0.287331730628382,-3.83736812756686,0.0001243599774135,0.0014748190903052
N5.HOG0065271,,0.0761793630609714,0.173840206851813,0.438214866632719,0.661230532658048,-0.379601962894515,0.0989488052198026,-3.83634710951058,0.0001248778772371,0.0014788983866128
N5.HOG0015944,,0.0435647754230181,0.189198169861097,0.230260025533027,0.817889721055188,-0.42720560387308,0.111373086626866,-3.83580644850359,0.0001251529440555,0.001480094523187
N5.HOG0069972,,0.0022282600196335,0.253999734218691,0.0087726864222427,0.993000498727344,-0.715133550003865,0.18673156484976,-3.82974110766568,0.0001282781439034,0.0015086609240509
N5.HOG0068097,,0.124951745589719,0.286017234391505,0.436867889641514,0.662207160296771,-1.0852433532139,0.283932583134097,-3.82218673614277,0.0001322734603819,0.0015428455726668
N5.HOG0055123,,-0.487114556252417,0.869239122153904,-0.560391891986393,0.575212160811082,-1.50555323516732,0.394271039678645,-3.81857423866191,0.0001342251922983,0.0015634660185821
N5.HOG0048897,,0.133338286222092,0.289468145980422,0.460631983427669,0.645062661029191,-1.242738958396,0.32580278571649,-3.81439021665525,0.0001365196086788,0.0015858467825432
N5.HOG0062400,,0.276972794574329,0.161394533123063,1.71612253039041,0.0861396183590159,-0.340995596248238,0.0894822140906618,-3.81076395698867,0.0001385380004538,0.0016024551602441
N5.HOG0065064,,0.184457526934402,0.114082522301763,1.61687805645188,0.105904605959493,-0.223804616119283,0.0587877506531042,-3.80699403588195,0.0001406661362748,0.0016229283343511
N5.HOG0029997,,0.355518704675469,0.209716155601055,1.69523756363232,0.0900303636934002,-0.491083910623068,0.12938212878399,-3.7956085221241,0.0001472817507766,0.0016969531330096
N5.HOG0038243,,0.0984471735127943,0.0868461068591345,1.13358188493673,0.256969975246639,-0.164101998038704,0.0433101787398616,-3.78899378421795,0.0001512586979365,0.0017357190153839
N5.HOG0069869,,0.127218891412335,0.181803151724306,0.699761748934118,0.484076106517583,-0.396886358100932,0.104736969007025,-3.78936264686361,0.0001510342929111,0.0017357190153839
N5.HOG0067105,,0.0997118774186991,0.0996010071320133,1.00111314423296,0.316772111053291,-0.190915018767769,0.0503862693570993,-3.78902866204897,0.0001512374658763,0.0017357190153839
N5.HOG0023097,,0.0429082889070669,0.236926346296747,0.181103915110077,0.856286011600708,-0.600769067967496,0.159017888090038,-3.77799677245954,0.0001580949274196,0.0017995942855786
N5.HOG0062570,,0.387621261339944,0.127917034248793,3.03025522453904,0.0024434715910297,-0.252897469655751,0.0670562978319041,-3.77142010269806,0.0001623211323465,0.0018438110990836
N5.HOG0063719,,0.334612845161849,0.136417029620382,2.45286710972231,0.0141722684684049,-0.273022876337634,0.0723953036562551,-3.7712788336933,0.0001624130682322,0.0018438110990836
N5.HOG0053865,,0.429603473307658,0.206488239063096,2.08052272253814,0.0374776136907708,-0.474268038729602,0.125804205097817,-3.76989019056115,0.0001633193892723,0.0018516280685149
N5.HOG0045918,,0.774931471581828,0.279310243255911,2.77444701829935,0.0055295640045358,-0.895763405867015,0.237782903964503,-3.76714806208582,0.0001651230787815,0.001867098408413
N5.HOG0048622,,0.402954953892691,0.183005833557522,2.20186944896505,0.0276745316003266,-0.397200910999857,0.105453149226503,-3.76661023320137,0.0001654790376832,0.0018686384557247
N5.HOG0055553,,0.476778803003058,0.218781957162144,2.17924187710648,0.0293137044918859,-0.519209733461436,0.137869302648918,-3.7659560430475,0.0001659129827221,0.0018710538926982
N5.HOG0064244,,0.296424852316658,0.162549497082581,1.82359747422696,0.0682129487178327,-0.338813336331694,0.0899913978432377,-3.76495247825683,0.0001665807604101,0.0018760964441835
N5.HOG0070258,,0.0286429693013677,0.245805595485596,0.116526921385914,0.907234951247244,-0.641070315495249,0.170309745614365,-3.76414346215298,0.0001671209241946,0.001879690319944
N5.HOG0052383,,0.427291228827537,0.15008577049404,2.84698027948296,0.0044136096407214,-0.305775357469775,0.0813119974852108,-3.76051956570603,0.0001695608111974,0.0019021009028244
N5.HOG0071255,,-0.029534536303243,0.667522443502035,-0.0442450086746079,0.964709105426263,-1.38814142216661,0.369548401452765,-3.75631829743969,0.0001724313610417,0.0019241483673055
N5.HOG0064156,,0.323067815580738,0.132524890938461,2.43778971099668,0.0147773676762531,-0.262396302961149,0.0698725557955854,-3.75535573263985,0.0001730954459259,0.0019290273078274
N5.HOG0037952,,0.188573059204631,0.268813285648104,0.701502006308893,0.48298978298643,-0.785394182541543,0.209183065321764,-3.75457822713066,0.0001736336116102,0.0019300475980597
N5.HOG0064759,,0.28111178075173,0.114579327875241,2.45342494117104,0.0141503067063026,-0.22129533080578,0.0589585873138933,-3.75340286950249,0.0001744501467154,0.0019365104331081
N5.HOG0067743,,0.622778139005715,0.282464587982558,2.20480076265054,0.0274680785161042,-0.920883885949575,0.245438889809155,-3.75198847528043,0.0001754375309102,0.0019423995026308
N5.HOG0032217,,0.281222207682462,0.152467516117877,1.84447293982963,0.0651142459266302,-0.310133688357641,0.0828348492260097,-3.74400015519388,0.0001811135402787,0.001997440326368
N5.HOG0030534,,0.278245473965608,0.135184921665807,2.0582582031853,0.0395653541215855,-0.267536957664772,0.0714994598396701,-3.74180389984337,0.0001827040627235,0.0020123715836358
N5.HOG0065818,,0.189743947946443,0.149073041896078,1.27282535818057,0.203080020660202,-0.300801712374214,0.0805060824837803,-3.73638491768392,0.0001866848289284,0.0020456181888217
N5.HOG0066453,,0.15404403594614,0.119617640222405,1.28780366892146,0.197814314817692,-0.231318161987827,0.061909130592513,-3.7364143184366,0.0001866630129393,0.0020456181888217
N5.HOG0070070,,0.539036811878836,0.29847312232708,1.8059810802265,0.070921294911951,-2.3256316676258,0.622665020711215,-3.7349643713235,0.0001877417648153,0.0020529116734923
N5.HOG0064456,,0.261862409515184,0.14994594830036,1.74637869501243,0.0807451695132335,-0.302010724732043,0.0810401767644688,-3.72667899787277,0.0001940192997846,0.0021042926677649
N5.HOG0068137,,0.276496580709424,0.206947752600473,1.33606950177043,0.181526557374378,-0.466953580624632,0.125403508710793,-3.72360857702575,0.0001963953404152,0.0021246426996468
N5.HOG0067214,,0.129578550516685,0.135708904791325,0.954827177449654,0.339665101219839,-0.2670463253407,0.071754995182234,-3.72164090684544,0.0001979323653835,0.0021385497312362
N5.HOG0031437,,0.49089954764525,0.171391583387955,2.86419868433137,0.0041806569198018,-0.357160416714277,0.096065084273946,-3.71790041526194,0.0002008854243371,0.0021622136622935
N5.HOG0055409,,0.379309952736911,0.175011096650449,2.16734801390629,0.0302083280116447,-0.366372780812612,0.0987118053463765,-3.71153966364025,0.0002060023794985,0.0022116903701456
N5.HOG0053090,,0.630916066665595,0.179318055089417,3.51841908139696,0.0004341261894968,-0.3784493137181,0.101985339630367,-3.71082074237084,0.0002065883601689,0.0022151846471923
N5.HOG0060161,,0.31239417631088,0.196698750096585,1.58818587386796,0.112244314430074,-0.430256854351115,0.116043046764818,-3.70773489964554,0.0002091214068514,0.0022395216293858
N5.HOG0067453,,0.0211280521272327,0.219909551870873,0.0960761001397461,0.923460132808019,-0.509334813501652,0.137546715385601,-3.70299510296393,0.0002130689965366,0.0022760639729086
N5.HOG0026541,,-0.0759026489220055,0.163471080634823,-0.464318512040451,0.642419562842254,-0.333956650506609,0.0902097779804007,-3.70200058112509,0.0002139061282088,0.0022821394435552
N5.HOG0009124,,-0.0206241947216653,0.277299534320013,-0.0743751509436878,0.940711880703468,-0.819270007052686,0.221812034961051,-3.69353271203947,0.0002211600451987,0.0023477477103104
N5.HOG0055549,,-0.701757292875223,0.734783177935079,-0.95505356402869,0.339550610112362,-1.7508623471139,0.474555487134204,-3.68947866915877,0.0002247140677212,0.0023795344007918
N5.HOG0054209,,0.61223459342231,0.250789805680877,2.44122599704616,0.0146374913946894,-0.640648757578481,0.173704996810105,-3.68814236402676,0.0002258972548949,0.0023890881621243
N5.HOG0062413,,0.141641488692903,0.0983659867292816,1.43994375904266,0.149883311400721,-0.182621349282718,0.049538243595531,-3.68647202702182,0.0002273844228633,0.0023988491561629
N5.HOG0067657,,0.290938462415293,0.29254165066552,0.994519794885346,0.319969873252332,-0.988902441520491,0.268648967652417,-3.68102081374812,0.0002323020388029,0.0024356194803105
N5.HOG0070348,,0.0776339011688632,0.29928031982806,0.259401958717048,0.795325118589336,-1.16136294850021,0.315786177288299,-3.67768772678083,0.0002353578488092,0.0024615882604023
N5.HOG0037317,,0.27055328145862,0.152654889176262,1.77231979217009,0.0763414876042065,-0.303731004561133,0.0825953043500149,-3.6773398554718,0.0002356789456484,0.0024619183957576
N5.HOG0063929,,0.324309734137862,0.158736429729818,2.04307060886945,0.0410454489073215,-0.318793476664983,0.0867272476982977,-3.67581682949268,0.0002370895949748,0.0024705839044403
N5.HOG0062996,,0.38110884487281,0.142192388284337,2.68023379782272,0.0073570755093492,-0.277672417580373,0.0756780527745802,-3.66912740748586,0.0002433797703489,0.0025237590907521
N5.HOG0053823,,0.445199553416214,0.167338545442763,2.6604722315367,0.0078031161290198,-0.340256541317722,0.0927319768052244,-3.66924714688658,0.0002432658141657,0.0025237590907521
N5.HOG0021744,,0.168139349725826,0.0845023229448918,1.98976009021052,0.0466173697455393,-0.153772998165401,0.0419178072396638,-3.6684408916289,0.0002440340958438,0.0025274619358607
N5.HOG0060075,,0.283394588315639,0.121853965398908,2.32569032438051,0.0200350770332198,-0.231316012340946,0.0630664807295208,-3.66781227785664,0.0002446346812425,0.0025282631248271
N5.HOG0032563,,0.534978276564363,0.27740769637232,1.92849111095442,0.0537940688435892,-0.803478997902239,0.219066652408134,-3.66773759981191,0.0002447061216446,0.0025282631248271
N5.HOG0070820,,0.0606699625979012,0.278962534667545,0.217484267807521,0.827830966070186,-0.814227659630887,0.222228694438435,-3.66391775683341,0.0002483865697829,0.0025569682436153
N5.HOG0057941,,0.583523892839485,0.145556795825378,4.00890861557251,6.10000150336881e-05,-0.284578862984003,0.0778035135448215,-3.65766081785061,0.0002545275608307,0.0026021825753485
N5.HOG0035663,,0.250110120707616,0.30164513676436,0.829153499341834,0.407017553900432,-1.15306758482263,0.316181132494524,-3.64685765948605,0.0002654668813705,0.0027065843665648
