HOG,error,coef_(Intercept)_Estimate,coef_(Intercept)_StdErr,coef_(Intercept)_z.value,coef_(Intercept)_p.value,coef_orb_weavingTRUE_Estimate,coef_orb_weavingTRUE_StdErr,coef_orb_weavingTRUE_z.value,coef_orb_weavingTRUE_p.value,p_adj_bonferroni
N5.HOG0059647,,0.277064252668173,0.151873802855998,1.82430575555467,0.0681058607828144,-0.668961935714356,0.107591271530655,-6.21762273274887,5.04743333223388e-10,6.038244495351391e-06
N5.HOG0036452,,-0.0427872362231381,0.120135833947424,-0.356157149929667,0.721722880013438,0.329579686559621,0.0532185486956795,6.19294765898751,5.90493424571724e-10,7.064072838151534e-06
N5.HOG0062765,,0.520107794232937,0.151052982044354,3.4432143423704,0.000574843517997,-0.655092024357128,0.105832407298883,-6.18990006064088,6.020237214161261e-10,7.202009779301116e-06
N5.HOG0029146,,-1.71130686458054,0.66295633624433,-2.58132665912079,0.0098421404034964,2.65231900845281,0.428639504956773,6.18776145871177,6.10245781681256e-10,7.300370286252866e-06
N5.HOG0068178,,0.28418987532143,0.142457020552549,1.99491660164687,0.0460519765296323,-0.579374021094233,0.094026866719258,-6.16179227607474,7.19261643462579e-10,8.604527040742833e-06
N5.HOG0063704,,0.532263305172256,0.160656502510288,3.31305173992675,0.0009228390621678,-0.742440884362257,0.120741187397808,-6.14902752211742,7.79594520333396e-10,9.326289246748416e-06
N5.HOG0062969,,-0.0471420429047119,0.155985973521214,-0.302219756305848,0.762484544635784,0.427425704271326,0.0696554478699123,6.13628534941848,8.44733693145419e-10,1.0105549171098649e-05
N5.HOG0064600,,0.0061169231814004,0.217988036615353,0.0280608205678461,0.977613642416338,0.618583507909384,0.100891462528105,6.1311779253578,8.72307810866921e-10,1.0435418341400976e-05
N5.HOG0063543,,0.551884178746028,0.171878244707463,3.21090187815995,0.0013231910717256,-0.897795469865553,0.146566126114148,-6.12553182422478,9.038120321942601e-10,1.0812303341139934e-05
N5.HOG0054356,,0.0472520050678336,0.183811645271925,0.257067526912839,0.797126645100167,0.507736168905715,0.0830958556453521,6.11024659367732,9.94773131632743e-10,1.1900470973722505e-05
N5.HOG0059388,,-0.137283335681002,0.236744642433692,-0.579879376655599,0.561995964187435,0.67987735559239,0.111282919193212,6.10944932538992,9.99754927126283e-10,1.1960068193211724e-05
N5.HOG0057165,,-0.0214910457118181,0.172757736963827,-0.124399902948011,0.900998650188166,0.473796673271117,0.0776508741787073,6.10162703617105,1.0499414230282e-09,1.2560449243686356e-05
N5.HOG0026636,,0.258386487216913,0.182943727531931,1.41238232489722,0.157837417945347,0.503954506504351,0.08264740567007,6.09764459535665,1.07642738269141e-09,1.2877300779137339e-05
N5.HOG0067323,,0.261158240901818,0.106914849824165,2.44267509453857,0.0145788556745153,-0.367919589163343,0.0603673021325982,-6.09468331639534,1.09654310001181e-09,1.3117945105441284e-05
N5.HOG0068302,,-0.0667801966354922,0.0619891567150448,-1.07728835451773,0.281351463279769,0.168589503416832,0.0276677804612481,6.0933512051305,1.1057110991848202e-09,1.3227621879548004e-05
N5.HOG0061537,,-0.0026119092080764,0.219173791349009,-0.0119170690619539,0.990491779640063,0.664093830730236,0.109142292629739,6.0846608104811,1.16738181991162e-09,1.3965388711602712e-05
N5.HOG0067954,,-0.0973492833395217,0.197639337381927,-0.492560259658227,0.622323333675,0.542970531557647,0.0899516949684963,6.03624569551258,1.5774102325181601e-09,1.887055861161475e-05
N5.HOG0065328,,0.362640802326378,0.163492826338947,2.21808387833828,0.0265491138341148,-0.737666428997776,0.122399495351964,-6.02671135919795,1.6732944600774102e-09,2.001762162590606e-05
N5.HOG0066023,,0.393949835296386,0.152925189251824,2.57609513006822,0.0099923150651011,-0.635292741741715,0.105471886678604,-6.02333722992543,1.70856928915914e-09,2.0439614406210793e-05
N5.HOG0067308,,0.0738909525687362,0.126812852978259,0.582677156403099,0.560110653977155,-0.457937481575206,0.0763358995938301,-5.99897930085073,1.98561664257875e-09,2.3753931895169587e-05
