"HOG","error","coef_(Intercept)_Estimate","coef_(Intercept)_StdErr","coef_(Intercept)_z.value","coef_(Intercept)_p.value","coef_orb_weavingTRUE_Estimate","coef_orb_weavingTRUE_StdErr","coef_orb_weavingTRUE_z.value","coef_orb_weavingTRUE_p.value"
"N5.HOG0001531",NA,"-2.03296677577038","2.5473123868585","-0.798083025175234","0.424822311393544","0.430698883249532","1.1379651910117","0.378481597373485","0.705072862002218"
"N5.HOG0001595",NA,"0.294297408378667","1.2767376760503","0.230507342188806","0.817697558847549","-0.00838930681810597","0.59483968194617","-0.0141034753946781","0.988747427767967"
"N5.HOG0001603",NA,"0.483777047074388","1.35318725488909","0.357509313900564","0.720710554822982","0.428965505537763","0.604380381828024","0.709760803685095","0.477852479329776"
"N5.HOG0001608",NA,"0.919265408113208","1.32705312754952","0.692711835742915","0.488490409948262","0.510090831033936","0.600178055083781","0.849899170276612","0.395381146925952"
"N5.HOG0001609",NA,"0.462921904085405","1.27479191432399","0.363135268496655","0.716503839803669","-0.784555439342137","0.629508754836434","-1.24629790025079","0.212655048463657"
"N5.HOG0001616",NA,"0.993411596191133","1.0319568570229","0.962648379562138","0.335724010005363","0.17785118137714","0.460036829717648","0.386602049853916","0.699050840171193"
"N5.HOG0001627",NA,"1.08419751542341","0.439366738664491","2.46763675993992","0.0136008256203104","-0.243638591217949","0.229052531814415","-1.06367997458047","0.287473699192052"
"N5.HOG0001633",NA,"0.602720753370527","0.47502078007172","1.26883028839186","0.204501599945294","-0.18676259168912","0.239761685136433","-0.778950946990742","0.436008610912636"
"N5.HOG0001635",NA,"-0.593708271711524","0.760458633509755","-0.78072395466322","0.434964868502266","-1.21475378072506","0.837186741412725","-1.4509950058158","0.146781250879752"
"N5.HOG0001639",NA,"-0.547266756130615","0.872287725752046","-0.627392476099313","0.530401998444754","0.288135405773222","0.386139547385772","0.746195016086661","0.455549618373785"
"N5.HOG0001643",NA,"-0.832593615201274","0.944463096660896","-0.881552300079134","0.378018959661081","-0.491501982529513","0.486262615229609","-1.01077476889197","0.312124241797159"
"N5.HOG0001875",NA,"-0.935610892845722","0.741661070470795","-1.26150735166915","0.207126112950472","-0.792329571478414","0.580400502735693","-1.36514280698208","0.172208170003108"
"N5.HOG0002031",NA,"-1.31363808498394","0.703259199985937","-1.86792875942499","0.0617720015765089","0.699683456854177","0.332326708085858","2.10540844244577","0.0352557695385633"
"N5.HOG0002033",NA,"-0.859818052099748","0.484177423343786","-1.77583259905376","0.075760512877445","0.0345126702539596","0.222474875662593","0.155130641836167","0.876718325902013"
"N5.HOG0002045",NA,"0.0605077390823339","1.25180012988647","0.0483365815657978","0.961448000740789","-0.977261367096177","0.836564781606703","-1.16818373015805","0.242732661780349"
"N5.HOG0002047",NA,"-1.32160781940154","0.621011758251082","-2.12815265064143","0.0333244291652526","1.12610343929067","0.334117913212173","3.37037732716705","0.00075065319887644"
"N5.HOG0002048",NA,"-0.118988285137224","0.227225191370951","-0.523657981843099","0.600516445488827","-0.0879837047818871","0.109245727426019","-0.805374332295689","0.420603699022056"
"N5.HOG0002053",NA,"-0.115573902133029","0.367134970508362","-0.314799491786349","0.752913897626937","0.800546977562783","0.17854050226409","4.48383961852333","7.33117721377368e-06"
"N5.HOG0002054",NA,"-0.359227796779819","0.274927147604368","-1.30662904667663","0.191338726717085","0.432641042299551","0.122848901726847","3.52173309014616","0.00042873557236971"
"N5.HOG0002055",NA,"-0.0286183431198977","0.208979065914834","-0.136943588079587","0.891075385061714","-0.12676130119397","0.102285903331715","-1.23928417372315","0.215240277598263"
"N5.HOG0002066",NA,"-0.882195987191593","1.27800128497482","-0.690293505619577","0.490009631123338","-1.20157757723107","0.679028924019477","-1.76955286399053","0.0768016569722531"
"N5.HOG0002072",NA,"-0.532303671507535","0.351360736188831","-1.51497767588197","0.129778057649456","0.353290924175584","0.155828058320409","2.26718427979869","0.0233789707401926"
"N5.HOG0002076",NA,"-0.170865307298691","0.347466734555898","-0.491745799830525","0.6228990565525","0.154748233223127","0.155396665503122","0.995827244568633","0.319334090327743"
"N5.HOG0002078",NA,"-0.610512867482616","0.830223443019736","-0.735359706613468","0.462120454491161","-0.560982625814336","0.372172587197358","-1.50731849983582","0.131729037873412"
"N5.HOG0002083",NA,"-0.796944222759496","0.629349202754508","-1.26629893113627","0.20540607949214","0.384757442999098","0.279767254637615","1.37527690114226","0.169045614897445"
"N5.HOG0002108",NA,"0.3756410446003","0.179594492230687","2.09160670761436","0.0364737120119556","-0.26456428620449","0.0948149567541682","-2.79032227890415","0.00526555993633671"
"N5.HOG0002110",NA,"-0.184363435055805","0.469882070800412","-0.392361076347847","0.694791441556686","-0.291159844241814","0.252206031602442","-1.15445234355368","0.248314765972227"
"N5.HOG0002114",NA,"-0.652855030638736","0.379528177497059","-1.72017538972793","0.0854005651061123","-0.099957178296776","0.183448517185563","-0.544878638597372","0.585836988848875"
"N5.HOG0002150",NA,"-0.114044750175066","0.383957144033988","-0.297024686080514","0.766447662394839","-0.0191822977897958","0.179574813513249","-0.10682064714148","0.914931267144862"
"N5.HOG0002151",NA,"-0.485057149041798","0.396009602478555","-1.2248620892168","0.220627186398376","-0.395749842278738","0.227959428807652","-1.73605384233817","0.082554314761093"
"N5.HOG0002159",NA,"-0.555817162618096","0.34012619307483","-1.63414983595754","0.102227392722672","0.0389743163986472","0.156079275195278","0.249708466097658","0.80281281057709"
"N5.HOG0002161",NA,"-0.667333211609065","0.462512738444184","-1.44284288007691","0.149064736786554","-0.219342901315747","0.237726933649808","-0.922667440109491","0.356180538745216"
"N5.HOG0002163",NA,"-0.558400936153654","0.38399464075431","-1.45418939977065","0.145893803056583","0.869822673026608","0.190682616671089","4.56162542874569","5.07591394663899e-06"
"N5.HOG0002164",NA,"-0.0383620071692108","0.219077283068353","-0.175107188805339","0.860995409697046","0.071589111058519","0.0996422103240618","0.718461692345974","0.472472659796229"
"N5.HOG0002165",NA,"-0.859980686803889","0.454411029669833","-1.89251719402308","0.0584221049648464","-0.00468384056915363","0.211441123828932","-0.0221519848378366","0.982326718729153"
"N5.HOG0002192",NA,"-0.483412136505682","0.363320299484865","-1.33053984924897","0.183340465925685","0.00614213024356282","0.16843854175853","0.0364651117222805","0.970911497009928"
"N5.HOG0002195",NA,"-0.237604765617113","0.749690921855997","-0.316936965208114","0.751291432632015","-0.0794220315992079","0.359097056203041","-0.221171491738159","0.824958905900844"
"N5.HOG0002208",NA,"-12297863.8925551","NaN","NaN","NaN","158289306629.197","NaN","NaN","NaN"
"N5.HOG0002209",NA,"1.76916971702887","1.28516331069572","1.37661081848901","0.168632604310663","0.607288167597688","0.593218001353574","1.02371837370412","0.305968314375544"
"N5.HOG0002210",NA,"-1.6926558370273","1.67995264682773","-1.00756163587322","0.313664954193329","2.1981885795885","0.74378702041442","2.95540056394601","0.00312263337143737"
"N5.HOG0002229",NA,"-1.25263930520247","0.748967128656599","-1.67248902825587","0.094427929603906","-0.41714790530922","0.437719287568468","-0.953003253812456","0.340588422096789"
"N5.HOG0002242",NA,"-1.40611272757391","0.781973572188858","-1.7981588861603","0.0721518327632233","-0.0771722696403039","0.374198701905521","-0.206233397516672","0.836608601096722"
"N5.HOG0002244",NA,"-0.673497265978107","0.447326333923237","-1.50560611996896","0.132168316490048","0.241136653730976","0.198287374067611","1.21609686378092","0.223948025114415"
"N5.HOG0002261",NA,"-0.447608966250729","0.578845624778113","-0.773278655120369","0.439357485241268","-0.160832186563304","0.288181553920567","-0.558093272713892","0.576780694127662"
"N5.HOG0002262",NA,"-1.92947792469359","1.55152861989429","-1.24359802323534","0.213647544085956","0.139107395975866","0.695648175319396","0.199968031127225","0.841505583589986"
"N5.HOG0002265",NA,"-2.10923420290242","1.83881879543782","-1.14705930140344","0.251357112835895","0.148948667244662","0.82311606709325","0.180957064500829","0.856401277131911"
"N5.HOG0002280",NA,"-0.548022952361491","0.401934652677429","-1.3634628134472","0.172736696475521","-0.113156396729131","0.195462787791295","-0.578915291282723","0.562646331850256"
"N5.HOG0002283",NA,"0.102886631817355","0.367051380742435","0.280305802444459","0.779242899452513","-0.558838843246085","0.238437458483266","-2.34375440335985","0.0190907377025268"
"N5.HOG0002298",NA,"-1.40555935324032","0.514489668008479","-2.73194864861145","0.00629609533485217","0.771912659060895","0.248108833729114","3.11118571418409","0.00186337709264225"
"N5.HOG0002341",NA,"0.157316312067487","0.241554544546212","0.65126620723706","0.514874658439457","-0.458360551835113","0.145450663675373","-3.1513128936841","0.0016253826501855"
"N5.HOG0002342",NA,"-41064.5230493278","NaN","NaN","NaN","-11566.3982885705","NaN","NaN","NaN"
"N5.HOG0002345",NA,"-0.0403157236956845","0.170927887560996","-0.23586393227552","0.813538256559873","-0.0704465189441006","0.0815612751425479","-0.863725080572593","0.387738932480954"
"N5.HOG0002348",NA,"-1.2597561601884","0.538028669831683","-2.34142942713909","0.0192100573861052","0.751364938888459","0.350842660390627","2.14160084766172","0.0322256154735437"
"N5.HOG0002352",NA,"-0.691435278959828","0.465817703398221","-1.48434736145854","0.137716791680187","-0.383356147429401","0.265832198456207","-1.44209824714877","0.149274659491636"
"N5.HOG0002353",NA,"-1.97601319190917","1.37921769261466","-1.43270580307241","0.151941930404354","0.772572218594855","0.610892122892202","1.26466226956275","0.205992420743195"
"N5.HOG0002363",NA,"-1.29919465715646","0.540489235251343","-2.40373826604021","0.0162283876639933","0.7234413941503","0.463594659588037","1.5605041585103","0.118640788021684"
"N5.HOG0002368",NA,"-0.518243050572445","0.848455724688584","-0.610807418103827","0.54132708185975","0.280804326320116","0.375611003825104","0.747593450299627","0.454705416558258"
"N5.HOG0002373",NA,"-1.91249459823699","3.32046543163487","-0.575971844192743","0.564634212843498","-0.729341353765729","2.05037905885012","-0.355710496855519","0.722057383187862"
"N5.HOG0002375",NA,"0.0581914465323593","0.311352594751285","0.186898864866837","0.851739929222054","-0.0469175836533114","0.147151120051443","-0.318839459984466","0.749848253920967"
"N5.HOG0002378","system is computationally singular: reciprocal condition number = 1.8746e-40",NA,NA,NA,NA,NA,NA,NA,NA
"N5.HOG0002565",NA,"-0.124004697756827","2.297756395172","-0.0539677304423497","0.95696087413512","-0.925061537133036","1.62474893462935","-0.56935660483696","0.569114159976194"
"N5.HOG0002607",NA,"-1.19370941880218","0.871167445830636","-1.37024107651774","0.170611659771604","-0.173993026327554","0.43671311008218","-0.398414937199418","0.690324349068717"
"N5.HOG0002648",NA,"-0.967073815903274","0.618935006987962","-1.56248039775537","0.118174860187212","0.288229856202913","0.273986654578206","1.05198501965957","0.292806422648048"
"N5.HOG0003430",NA,"-1.2476422837977","0.648318755158567","-1.92442725722557","0.0543010505980712","0.490585874690342","0.292207303610378","1.67889668953818","0.0931721798452933"
"N5.HOG0003431",NA,"-0.97213280285973","0.527853064025736","-1.84167312669484","0.065522977354035","0.154958438105058","0.2360628060489","0.656428857636127","0.51154822794792"
"N5.HOG0003447",NA,"-0.182821334885037","0.328607319430211","-0.556351986322278","0.57797025494319","0.216497056466102","0.145905551519364","1.48381644297728","0.137857623668186"
"N5.HOG0003483",NA,"-1.45004256337105","0.871359568613773","-1.66411503999192","0.0960894420259493","0.794695739151353","0.423016843674805","1.87863852476352","0.0602938670896617"
"N5.HOG0003502",NA,"-0.744988189481638","0.628727538762445","-1.18491420138528","0.236051371827375","-0.569610160260685","0.41184464834856","-1.38307044305357","0.166643267474595"
"N5.HOG0003526",NA,"-0.362333487325348","0.417372368926679","-0.86813003040218","0.385323152884397","0.501605479021586","0.188475276160762","2.66138609391789","0.00778196661670334"
"N5.HOG0003538",NA,"-0.785275016898609","0.51074948298069","-1.5374954710004","0.124172023275848","0.406594951413369","0.227528976061981","1.78700294991267","0.0739370117913756"
"N5.HOG0003548",NA,"-0.66536556783152","0.426326796031572","-1.56069375423976","0.118596025636793","0.288391395477544","0.188723824805386","1.52811334644652","0.126484398321808"
"N5.HOG0003781",NA,"-0.805907301663676","1.38321791462857","-0.58263220360335","0.560140921595939","-0.71464201230416","1.01402044361592","-0.704760951126193","0.480959013146336"
"N5.HOG0003890",NA,"-0.303694784479475","0.286083854016742","-1.06155863120364","0.28843610251308","0.374316068725484","0.127063238409536","2.94590373589433","0.00322012599159073"
"N5.HOG0003891",NA,"-0.097995869586332","0.277231666858932","-0.353480072087857","0.723728565929629","0.19609168295707","0.123327962623269","1.59000180320884","0.111834398581078"
"N5.HOG0003908",NA,"-0.444225109212362","0.604504940080124","-0.734857698852688","0.462426162925695","-0.39841809446556","0.34863122792614","-1.14280667522408","0.253118866696199"
"N5.HOG0003920",NA,"0.36527682075757","0.370648425635603","0.985507547027019","0.32437482617063","-0.565394952007993","0.241998888888066","-2.33635350395972","0.0194728251190655"
"N5.HOG0003923",NA,"-0.627916023337939","0.666721347290892","-0.941796787952521","0.346296689994277","0.484822572539071","0.300211737868194","1.61493543184487","0.106324678253789"
"N5.HOG0003924",NA,"-0.0293981016127543","1.34147887556225","-0.021914695898907","0.98251600195847","-0.21507879552151","0.68783148807875","-0.31269111584622","0.75451534587845"
"N5.HOG0003925",NA,"-1.14041055487602","1.15404975442796","-0.988181445817556","0.323063793351657","0.065137687459475","0.525762497539536","0.123891848057453","0.901400907527571"
"N5.HOG0003927",NA,"-0.899239959692863","0.77230435631389","-1.16435955895008","0.244278329284452","2.67613434792891","0.664050144833991","4.03001846885815","5.57724706294144e-05"
"N5.HOG0003928",NA,"-1.39353262954134","2.87065094652688","-0.485441335606247","0.627363316872918","1.02309450836326","1.67853204129108","0.609517413546853","0.542181534046959"
"N5.HOG0003929",NA,"-1.59997693581952","1.30297831968679","-1.22793826393376","0.219470144107615","1.30051232171296","0.739469239960064","1.75871050671857","0.0786266918980652"
"N5.HOG0003933",NA,"-0.0631640983394119","0.415200077521389","-0.152129302856785","0.879084952848899","-0.00901977009671741","0.193486767575756","-0.0466169868344402","0.962818493212521"
"N5.HOG0003949",NA,"-0.678977505147301","0.610479479105151","-1.11220365038732","0.26605059875492","1.04718262695993","0.320421966219278","3.2681361996365","0.00108258255157552"
"N5.HOG0003952",NA,"-0.107838584778133","0.608649855697074","-0.17717671953545","0.859369581474143","-0.212213422095481","0.311573013305825","-0.681103346672655","0.495806099600776"
"N5.HOG0003953",NA,"0.189165633860196","0.644542090233647","0.293488410961065","0.769148856412522","0.271064254277141","0.892190436001433","0.30381882985877","0.761265920290482"
"N5.HOG0003959",NA,"-0.115438585710526","0.550924816872136","-0.209536005957993","0.834029830478187","-0.148247116916861","0.272524632060132","-0.543976945482678","0.586457337740197"
"N5.HOG0003960",NA,"1.02955509184674","0.543109316554867","1.89566825768626","0.0580039251845395","0.221271771863894","0.241056342695755","0.917925533049209","0.358657853170857"
"N5.HOG0003965",NA,"-1.75143393835596","0.698726820088031","-2.50660757252068","0.0121895960062534","1.95376527195498","0.310183305917312","6.29874411254038","3.00066873531901e-10"
"N5.HOG0003969",NA,"-0.668369356602763","0.64264619490557","-1.04002694157549","0.298327383942743","-0.154489510402361","0.318904441714067","-0.484438252324119","0.628074876437509"
"N5.HOG0003978",NA,"-0.386247416008239","0.92846029226894","-0.4160085457875","0.677403749865562","-0.302799911579777","0.454097518025921","-0.666816927113203","0.504889079102511"
"N5.HOG0003980",NA,"-0.0531939222739374","0.304957059486856","-0.174430860408496","0.861526862968208","-0.299424438690781","0.164545502284045","-1.81970600553944","0.068803788272537"
"N5.HOG0003982",NA,"0.244460790722515","0.332212784448306","0.735856060231042","0.46181830020298","0.136483697788956","0.149019579488019","0.915877619960197","0.359731086224555"
"N5.HOG0004003",NA,"-0.471965816566793","0.388242107737493","-1.21564819261158","0.224118967385945","-0.673675665955269","0.276078783506448","-2.44015732538004","0.0146808668056746"
"N5.HOG0004004",NA,"-0.483600946776252","0.329365257373887","-1.4682815990737","0.142027747112104","0.273494613458455","0.145826236472812","1.87548290399338","0.0607263192657718"
"N5.HOG0004006",NA,"-0.73210801730782","0.493047045055162","-1.48486442551524","0.137579741368243","0.596488038122284","0.227014475803053","2.6275330505345","0.00860064864260056"
"N5.HOG0004015",NA,"0.137184029447727","0.377478853252922","0.363421760624588","0.716289848781016","-0.173634308385355","0.189192844562673","-0.917763611973371","0.358742636450376"
"N5.HOG0004029",NA,"-0.220982372373474","1.4583203592836","-0.151532117731683","0.879555977065586","3.697847174282","1.20691382896486","3.06388665498478","0.00218481669767569"
"N5.HOG0004030",NA,"-0.571462136216542","1.00648027752613","-0.567782746445031","0.570182496746058","-0.277091902364844","0.535478661820776","-0.51746581539338","0.604831026222044"
"N5.HOG0004033",NA,"-1.04796091877875","0.934340146389532","-1.12160536270252","0.262030270501789","0.43869766154876","0.417830495005415","1.04994170313748","0.29374491638722"
"N5.HOG0004036",NA,"0.273727322916148","0.169061536794458","1.61909875011335","0.1054260177071","-0.0390684553518496","0.0796579910514452","-0.490452430900726","0.623813783031488"
"N5.HOG0004038",NA,"-0.460738741248787","0.422252787304729","-1.09114434552278","0.275209372468266","0.414495662088553","0.188268685954186","2.20161765079413","0.0276923280536396"
"N5.HOG0004040",NA,"0.381147937516673","0.337055926577634","1.13081511838921","0.258132915315461","-0.343690100105906","0.187211618212939","-1.83583745168521","0.066381700644356"
"N5.HOG0004068",NA,"-0.135735023314938","0.675582664470665","-0.200915491846271","0.840764653970595","-0.258032363439398","0.355251578271933","-0.726336993897557","0.467632205967846"
"N5.HOG0004079",NA,"-0.221760708716655","1.07647097674106","-0.206007141398294","0.836785332924674","0.350070067427436","0.477323814781425","0.733401637602639","0.463313500701622"
"N5.HOG0004086",NA,"-1.07014852987025","0.539678796211719","-1.98293603043545","0.0473745754121955","0.0414628118392344","0.688244242533251","0.0602443279243723","0.951961041227674"
"N5.HOG0004092",NA,"-1.59371157013088","0.94687954606698","-1.68311964996036","0.0923519312547125","0.693137356623318","0.446660648937399","1.55182095909341","0.12070506950521"
"N5.HOG0004096",NA,"-0.329374733225057","0.337597340867809","-0.975643742863568","0.329241039604368","-0.505240473629227","0.210504962320603","-2.40013569304716","0.0163889952746126"
"N5.HOG0004131",NA,"-0.712313550963795","0.489462289619578","-1.45529812218511","0.145586746285391","0.281131354866818","0.216683950972666","1.29742582966969","0.19448470994625"
"N5.HOG0004196",NA,"-0.73995447752769","0.466207977154781","-1.58717678329649","0.112472611447968","-0.0753403579728363","0.222920607072789","-0.33796946348812","0.735386199755838"
"N5.HOG0004197",NA,"-0.51955846863144","0.35963451616763","-1.44468465977072","0.148546480699318","-0.245526974321348","0.18769680423362","-1.30810418069638","0.190837975649828"
"N5.HOG0004204",NA,"-0.27198167740967","0.299838010683358","-0.907095390573729","0.36435635540688","0.181759010859194","0.133600535758838","1.36046618246567","0.173682447409291"
"N5.HOG0004205",NA,"-1.04826273889651","0.91795320317494","-1.1419566218309","0.253472050956325","0.610355595366231","0.424024201601296","1.43943575168886","0.150027101024661"
"N5.HOG0004211",NA,"-1.54185484992514","0.886917045141998","-1.7384431366727","0.0821327614225442","0.0559501438498992","0.405051120194921","0.138131068056236","0.890136832364044"
"N5.HOG0004230",NA,"-0.554873260296782","0.414171073011618","-1.3397199767286","0.180336400406769","-1.25793385373886","0.471773991257524","-2.66639085038539","0.00766704984449385"
"N5.HOG0004235",NA,"300705741565161","NaN","NaN","NaN","-326183871715171","NaN","NaN","NaN"
"N5.HOG0004281",NA,"1.08215674230633","18.1758452237215","0.0595381798747933","0.952523456256593","-2.33198794124043","12.9207937533148","-0.180483334519767","0.856773136686748"
"N5.HOG0004282",NA,"0.156660877293011","0.559900147876325","0.279801457254867","0.779629833614082","-1.64291336572399","0.855627817669236","-1.92012617144607","0.0548419642285658"
"N5.HOG0004291",NA,"0.096771387104717","1.13418603928458","0.0853223225757201","0.93200514539163","-0.59305066021703","0.63380465361458","-0.935699441199855","0.349427958419283"
"N5.HOG0004301",NA,"-0.422800789194569","0.510837814492512","-0.827661494900486","0.407862231389826","-0.68008050483478","0.365123021136475","-1.86260647909292","0.0625176521215275"
"N5.HOG0004303",NA,"0.963474295930561","0.697599004116612","1.38112911607526","0.167239264643929","-0.821530045851701","1.3198533713341","-0.622440388981468","0.533652329578457"
"N5.HOG0004304",NA,"0.377029543005743","0.347082246444042","1.08628299738324","0.277353806997786","-0.0222259929679886","0.16250816961098","-0.136768465371275","0.891213810354611"
"N5.HOG0004305",NA,"-0.245088369261983","0.333097596686467","-0.735785462579233","0.461861269654535","-0.556423016229294","0.215977528574999","-2.57630050635603","0.00998638132391913"
"N5.HOG0004310",NA,"-0.255826442823389","0.346598138882958","-0.738106798980183","0.460449552505452","-0.346012657400406","0.192811795429011","-1.79456166896076","0.0727235648775178"
"N5.HOG0004326",NA,"-2.15132619525275","1.70393324449345","-1.26256483474639","0.206745612244426","0.777589171241158","0.823066527921321","0.944746438911788","0.34478834233923"
"N5.HOG0004331",NA,"0.830377971708224","0.255322593004168","3.25226985178969","0.00114487270840475","0.385232799247384","0.113504390983444","3.39399027570285","0.000688821384565809"
"N5.HOG0004332",NA,"-1.59064114010002","1.87788165038833","-0.847040142157565","0.396972747120433","-0.0327313281409137","0.882682112669697","-0.037081671499966","0.970419886001123"
"N5.HOG0004333",NA,"0.516484476517548","2.43201980585251","0.212368532227681","0.831819533498891","-0.134752483584737","1.28672549428355","-0.104725121390221","0.916593927581373"
"N5.HOG0004334",NA,"-0.239776029464964","0.304406436391489","-0.787683835819407","0.430881662786582","0.124615514391618","0.136841294241059","0.910657233130929","0.3624760044032"
"N5.HOG0004335",NA,"0.462103143386213","0.414416357613302","1.1150697478438","0.264820534123421","-1.01977771564248","0.390215727148923","-2.61336907944074","0.00896544255389641"
"N5.HOG0004336",NA,"0.851043390462092","0.414365753466676","2.05384586767143","0.0399906119765059","0.180655909733733","0.184656133016922","0.978336905371981","0.327907722709327"
"N5.HOG0004339",NA,"-0.030890998479633","0.746276082820007","-0.0413935260566075","0.96698217383401","0.431512771205576","0.333419447994016","1.29420396381113","0.195594977991857"
"N5.HOG0004344",NA,"-0.676909555229884","1.07566120203206","-0.629296244906034","0.5291551292787","0.580892147545931","0.493524284300729","1.17702849895014","0.239184131518294"
"N5.HOG0004345",NA,"-0.79274298911695","0.767109681636514","-1.03341543992217","0.301409523992258","1.08179860617117","0.407036763957114","2.65774176183542","0.00786661451249226"
"N5.HOG0004350",NA,"0.326912473781512","0.608362335586756","0.537364749029392","0.591015687971958","0.0258936620547745","0.280266890804859","0.0923893007140949","0.926388739863988"
"N5.HOG0004352",NA,"-1.73540310322291","1.61604507522973","-1.07385810570674","0.282886282551444","0.717301666866068","0.767354488820826","0.934772230196147","0.349905693697733"
"N5.HOG0004366",NA,"-0.552189942187715","0.936186833559953","-0.58982878458988","0.555305442635161","-0.170476438935074","0.468436369949985","-0.363926564782483","0.715912847065552"
"N5.HOG0004367",NA,"-0.939401896426558","1.22401095002115","-0.767478343564107","0.442797164382284","-1.12497444631221","1.25448479430649","-0.896762122122111","0.36984586384404"
"N5.HOG0004374",NA,"-0.0328471222561587","0.704491171684988","-0.0466253142357988","0.962811856124427","0.858981528495079","0.348675719365747","2.46355418741975","0.013756709948015"
"N5.HOG0004384",NA,"-0.250413283015494","0.453269362859177","-0.552460200345137","0.580633095214865","-0.838930881838848","0.368419870124031","-2.27710541659009","0.0227799313217156"
"N5.HOG0004388",NA,"-0.434826878541672","0.472546757851734","-0.920177466709239","0.357480027559453","0.0998604472443703","0.213499835948298","0.467730791458561","0.639977118546118"
"N5.HOG0004397",NA,"-2.11125261624794","1.3899695414563","-1.51892005779921","0.12878261956633","1.47304339051293","0.829190805640926","1.77648302476574","0.0756533373976785"
"N5.HOG0004398",NA,"0.354643610388155","0.358381414916487","0.989570317062329","0.322384184419314","-0.341241069601249","0.198730543221396","-1.71710429644973","0.0859601173245142"
"N5.HOG0004401",NA,"-0.873033618773518","0.866340706240175","-1.00772549700728","0.313586261115552","-0.497455117211757","0.537039832044769","-0.926290914619324","0.35429481618595"
"N5.HOG0004418",NA,"-0.0919706218420488","2.05850893345326","-0.0446782719022565","0.964363752910507","-4.35627718668472","4.32123192131196","-1.00811001723835","0.31340164918503"
"N5.HOG0004421",NA,"0.841794415707385","0.305965552689578","2.7512718615139","0.00593643537746412","0.1989626890373","0.136070140338237","1.46220683349578","0.143684539612801"
"N5.HOG0004422",NA,"-0.427188052997119","0.935712691443944","-0.45653762838025","0.648003418793135","-0.166017258182664","0.467106066728858","-0.355416617354775","0.722277501623333"
