GO.ID	Term	Annotated	Significant	Expected	P_value
1	GO:0006082	organic acid metabolic process	59	8	4.03	2.1e-05
2	GO:0006805	xenobiotic metabolic process	4	4	0.27	2.1e-05
3	GO:0007172	signal complex assembly	2	2	0.14	0.0046
4	GO:0006646	phosphatidylethanolamine biosynthetic process	2	2	0.14	0.0046
5	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	2	2	0.14	0.0046
6	GO:0006606	protein import into nucleus	8	3	0.55	0.0135
7	GO:0016311	dephosphorylation	51	8	3.48	0.0192
8	GO:0050801	monoatomic ion homeostasis	34	5	2.32	0.0675
9	GO:0019693	ribose phosphate metabolic process	23	4	1.57	0.0676
10	GO:0000165	MAPK cascade	18	3	1.23	0.0679
11	GO:0006654	phosphatidic acid biosynthetic process	1	1	0.07	0.0683
12	GO:0044773	mitotic DNA damage checkpoint signaling	1	1	0.07	0.0683
13	GO:1903288	positive regulation of potassium ion import across plasma membrane	1	1	0.07	0.0683
14	GO:0032781	positive regulation of ATP-dependent activity	1	1	0.07	0.0683
15	GO:0009880	embryonic pattern specification	1	1	0.07	0.0683
16	GO:0046166	glyceraldehyde-3-phosphate biosynthetic process	1	1	0.07	0.0683
17	GO:1903457	lactate catabolic process	1	1	0.07	0.0683
18	GO:0001654	eye development	1	1	0.07	0.0683
19	GO:0033389	putrescine biosynthetic process from arginine, using agmatinase	1	1	0.07	0.0683
20	GO:0051443	positive regulation of ubiquitin-protein transferase activity	1	1	0.07	0.0683
21	GO:0006269	DNA replication, synthesis of primer	1	1	0.07	0.0683
22	GO:0051660	establishment of centrosome localization	1	1	0.07	0.0683
23	GO:2000651	positive regulation of sodium ion transmembrane transporter activity	1	1	0.07	0.0683
24	GO:0043103	hypoxanthine salvage	1	1	0.07	0.0683
25	GO:0071586	CAAX-box protein processing	1	1	0.07	0.0683
26	GO:0060169	negative regulation of adenosine receptor signaling pathway	1	1	0.07	0.0683
27	GO:0006488	dolichol-linked oligosaccharide biosynthetic process	1	1	0.07	0.0683
28	GO:0006420	arginyl-tRNA aminoacylation	1	1	0.07	0.0683
29	GO:0006419	alanyl-tRNA aminoacylation	1	1	0.07	0.0683
30	GO:0019563	glycerol catabolic process	1	1	0.07	0.0683
31	GO:0007010	cytoskeleton organization	123	9	8.39	0.0783
32	GO:0006508	proteolysis	146	15	9.96	0.0893
33	GO:0090630	activation of GTPase activity	8	2	0.55	0.0988
34	GO:0070588	calcium ion transmembrane transport	13	3	0.89	0.1205
35	GO:0046854	phosphatidylinositol phosphate biosynthetic process	9	2	0.61	0.1215
36	GO:0042981	regulation of apoptotic process	9	2	0.61	0.1215
37	GO:0006753	nucleoside phosphate metabolic process	43	4	2.93	0.1317
38	GO:0070989	oxidative demethylation	2	1	0.14	0.1319
39	GO:0071786	endoplasmic reticulum tubular network organization	2	1	0.14	0.1319
40	GO:0000492	box C/D snoRNP assembly	2	1	0.14	0.1319
41	GO:0090263	positive regulation of canonical Wnt signaling pathway	2	1	0.14	0.1319
42	GO:0009156	ribonucleoside monophosphate biosynthetic process	2	1	0.14	0.1319
43	GO:0033617	mitochondrial cytochrome c oxidase assembly	2	1	0.14	0.1319
44	GO:0000423	mitophagy	2	1	0.14	0.1319
45	GO:0006154	adenosine catabolic process	2	1	0.14	0.1319
46	GO:0048026	positive regulation of mRNA splicing, via spliceosome	2	1	0.14	0.1319
47	GO:0070836	caveola assembly	2	1	0.14	0.1319
48	GO:0046103	inosine biosynthetic process	2	1	0.14	0.1319
49	GO:0097037	heme export	2	1	0.14	0.1319
50	GO:0045116	protein neddylation	2	1	0.14	0.1319
51	GO:0034497	protein localization to phagophore assembly site	2	1	0.14	0.1319
52	GO:0010766	negative regulation of sodium ion transport	2	1	0.14	0.1319
53	GO:0070534	protein K63-linked ubiquitination	2	1	0.14	0.1319
54	GO:0006556	S-adenosylmethionine biosynthetic process	2	1	0.14	0.1319
55	GO:0015701	bicarbonate transport	2	1	0.14	0.1319
56	GO:0033209	tumor necrosis factor-mediated signaling pathway	2	1	0.14	0.1319
57	GO:0051123	RNA polymerase II preinitiation complex assembly	2	1	0.14	0.1319
